n_examples,retrieval_mse_mean,retrieval_mse_median,retrieval_pixel_l2_mean,retrieval_pixel_l2_median,retrieval_pixcorr_mean,retrieval_pixcorr_median,retrieval_ssim_mean,retrieval_ssim_median,retrieval_psnr_mean,retrieval_psnr_median,retrieval_lpips_mean,retrieval_lpips_median,retrieval_clip_image_similarity_mean,retrieval_clip_image_similarity_median,prior_mse_mean,prior_mse_median,prior_pixel_l2_mean,prior_pixel_l2_median,prior_pixcorr_mean,prior_pixcorr_median,prior_ssim_mean,prior_ssim_median,prior_psnr_mean,prior_psnr_median,prior_lpips_mean,prior_lpips_median,prior_clip_image_similarity_mean,prior_clip_image_similarity_median,diffusion_mse_mean,diffusion_mse_median,diffusion_pixel_l2_mean,diffusion_pixel_l2_median,diffusion_pixcorr_mean,diffusion_pixcorr_median,diffusion_ssim_mean,diffusion_ssim_median,diffusion_psnr_mean,diffusion_psnr_median,diffusion_lpips_mean,diffusion_lpips_median,diffusion_clip_image_similarity_mean,diffusion_clip_image_similarity_median,retrieval_anchor_similarity_mean,retrieval_anchor_similarity_median,retrieval_shortlist_consistency_score_mean,retrieval_shortlist_consistency_score_median,prior_anchor_similarity_mean,prior_anchor_similarity_median,prior_shortlist_consistency_score_mean,prior_shortlist_consistency_score_median,diffusion_anchor_similarity_mean,diffusion_anchor_similarity_median,diffusion_shortlist_consistency_score_mean,diffusion_shortlist_consistency_score_median,diffusion_anchor_layout_ssim_mean,diffusion_anchor_layout_ssim_median,diffusion_anchor_edge_corr_mean,diffusion_anchor_edge_corr_median,delta_mse_mean,delta_mse_median,delta_pixel_l2_mean,delta_pixel_l2_median,delta_pixcorr_mean,delta_pixcorr_median,delta_ssim_mean,delta_ssim_median,delta_psnr_mean,delta_psnr_median,delta_lpips_mean,delta_lpips_median,delta_clip_image_similarity_mean,delta_clip_image_similarity_median
16,0.08496001083403826,0.08419550582766533,109.16537714004517,128.65277481079102,0.2786361944906873,0.1148096011812339,0.4163738079369068,0.2165292650461197,9.911009317755546,9.599459786946621,0.5099138505756855,0.673808217048645,0.733454741537571,0.711567610502243,0.09848963640251895,0.10073740780353546,119.08399999141693,140.72412109375,0.3289741987317289,0.1549096876365688,0.3970070087816566,0.2907780408859253,11.918140427284575,9.711458709115394,0.5296844434924424,0.6749364137649536,0.7232342585921288,0.7620810866355896,0.10495549556799233,0.107476606965065,120.74812269210815,145.33271026611328,0.32307025296452063,0.1435437688981795,0.39957887795753777,0.2778628244996071,9.049291515539311,9.201376656504952,0.5299319922924042,0.6870823502540588,0.7165600396692753,0.7471289038658142,0.8689990267157555,0.9469830095767975,0.8423527888953686,0.8609401881694794,0.9713575541973114,0.9815514385700226,0.8041244111955166,0.8390659689903259,1.0000000596046448,1.0000000596046448,0.8120562080293894,0.8466342389583588,1.0,1.0,1.0,1.0,0.019995484733954072,0.0,11.582745552062988,0.0,0.04443405847383335,0.0,-0.016794929979369044,0.0,-0.8617178022162362,0.0,0.020018141716718674,0.0,-0.01689470186829567,0.0
