participant,ROI,fold,TV_vis,TV_img,alignment_ratio,alignment_evaluable,align_d,null_mean,null_p05,null_p95,alignment_empirical_percentile
subj05,V2,fold_0,19.91091162179829,15.292165145398334,0.7680293818720287,True,6.0,0.33932627099302265,0.05682220127376275,0.8886866210008052,0.77
subj05,V2,fold_1,17.525218839575633,5.192764046123363,0.29630237965399947,True,2.0,0.1244725972031983,0.011354128956439204,0.882752493004216,0.9
subj05,V2,fold_2,17.40919885978311,8.030632093718303,0.46128671160565693,True,5.0,0.277195621063305,0.0410728543110509,0.8439962614821078,0.78
subj05,V2,fold_3,21.277721352788372,5.3840257291460665,0.25303582276870584,True,4.0,0.1716373923094245,0.020905579580703177,0.7933916784964776,0.85
subj05,V3,fold_0,5.732411180551472,4.654625102411432,0.811983815502161,True,1.0,0.21916701900039326,0.02526627780702697,1.0,0.93
subj05,V3,fold_1,15.409713040085274,11.171749643339338,0.7249810307484814,True,6.0,0.5007610380913211,0.19688864551575233,1.0339790229217156,0.69
subj05,V3,fold_2,13.373446440480407,15.130019472729956,1.131347819731235,True,12.0,0.8525323913946892,0.6703614628448256,1.0305455273476645,0.99
subj05,V3,fold_3,14.1441801848747,14.335294869767573,1.0135118955213285,True,8.0,0.6680127446292397,0.2725832915114455,1.081464824297685,0.81
subj05,hV4,fold_0,7.8453182659559815,9.63099357385921,1.227610308131411,True,6.0,0.8909482174726636,0.6588529528220926,1.1065707560452898,1.0
subj05,hV4,fold_1,9.003210125917114,6.031413155300436,0.6699180704377978,True,7.0,0.7937875264754743,0.5828801660655479,0.9999671275983416,0.16
subj05,hV4,fold_2,4.7440795664209405,1.5336804802730286,0.32328304338075803,True,1.0,0.18036759131702546,0.031107031437141015,1.0,0.94
subj05,hV4,fold_3,,,,False,,,,,
subj05,ventral,fold_0,62.49153455726382,56.4029453024808,0.9025693752294758,True,10.0,0.33558235109185774,0.11965886145166559,0.7810903406834776,1.0
subj05,ventral,fold_1,43.600544056582414,25.221569477106428,0.5784691458064204,True,9.0,0.30799660424135394,0.1389587892681848,0.7240779401973753,0.81
subj05,ventral,fold_2,36.20189235140722,32.40048877249325,0.8949943405716413,True,2.0,0.11393422735533867,0.02351974002015272,0.8037700534663913,1.0
subj05,ventral,fold_3,53.56416896569503,26.38176017020459,0.49252626671200084,True,7.0,0.22578304290532344,0.07969827770847784,0.6752524127527608,0.86
subj05,lateral,fold_0,33.5041320917428,72.32508668243656,2.158691545400793,True,12.0,0.46679904955484963,0.2604508737395554,0.8123208071613132,1.0
subj05,lateral,fold_1,,,,False,,,,,
subj05,lateral,fold_2,29.632403306805394,30.044884179237343,1.013919926377933,True,2.0,0.06155668777059416,0.019660519132624933,0.10914211696696317,1.0
subj05,lateral,fold_3,68.83359877002552,46.602531216893354,0.6770317410338137,True,12.0,0.310557366830017,0.09458694907924307,0.8481428946325852,0.75
subj05,parietal,fold_0,14.576813591423209,21.55217543192041,1.4785244591864306,True,1.0,0.10720051318608409,0.016819410205606868,0.7691918201611542,1.0
subj05,parietal,fold_1,24.935358467623153,15.99116912060751,0.6413049622435123,True,5.0,0.22523900621283313,0.08272103297891786,0.5918423076936937,0.98
subj05,parietal,fold_2,20.12710994306274,15.311801100559798,0.76075507829366,True,9.0,0.3865851022322937,0.19422670632435837,0.6774147785466437,0.98
subj05,parietal,fold_3,13.646444721934117,21.96242945771531,1.6093883722267088,True,3.0,0.22908071352756423,0.09414663302851303,0.46232993423868507,1.0
subj06,V1,fold_0,13.142687736992062,20.431073516227496,1.5545582399193112,True,9.0,0.8741693872589943,0.44917300930132786,1.4596652389652138,0.98
