participant,ROI,fold,n_voxels,d_vis,d_vis_reason,vis_peak_test_r,d_img,d_img_reason,img_peak_test_r,TV_vis,TV_img,alignment_ratio,alignment_evaluable,alignment_reason,align_d,null_mean,null_p05,null_p95,alignment_empirical_percentile,vis_projector_hash,img_projector_hash,v2v_r_model,v2i_r_model,dimension_ratio_fold
subj03,parietal,fold_1,78,5.0,OK,0.1694090131603374,9.0,OK,0.14126854466197,70.18316805162297,59.620350395080706,0.8494964255706892,True,OK,9.0,0.25088340432674333,0.05815615911150129,0.8936847210185013,0.81,9c7f2fcf57b2feec,701e9d5d80ae68ad,5,12,1.8
subj03,parietal,fold_2,78,8.0,OK,0.4219294129619566,4.0,OK,0.2924896089344617,33.22711794058729,28.451434978591866,0.856271525850219,True,OK,4.0,0.1688060698808747,0.041470851464661396,0.6169365412879638,0.99,8cef430c318fa967,258cfe3a98bb6ad8,10,3,0.5
subj03,parietal,fold_3,78,12.0,OK,0.107709204784558,9.0,OK,0.06808330235895683,42.66695159924469,29.8000573276623,0.698434179398695,True,OK,9.0,0.25888858539650406,0.050482262789511255,0.8594583979840359,0.78,39b0c60fe309fb2f,d537794ac33fb940,12,3,0.75
subj04,V1,fold_0,18,4.0,OK,0.6051425024058273,3.0,OK,0.4311894233071177,6.886360363817318,8.63854633108684,1.2544429676489122,True,OK,3.0,0.5524617722922508,0.110459453199577,1.2291662117214661,0.95,c2a90d124d4db661,66a39862b4b71ce2,5,6,0.75
subj04,V1,fold_1,18,5.0,OK,0.5126188220769339,3.0,OK,0.2258655009632498,7.391775413567136,8.926997890185554,1.2076933335664681,True,OK,3.0,0.40734037502207665,0.10632256517809456,0.9383482150383543,1.0,57b85394c2043534,9bd6a6dbda125f79,3,1,0.6
subj04,V1,fold_2,18,5.0,OK,0.3590430316251908,1.0,OK,0.4098653619155513,7.574261456492233,8.643167523361477,1.1411234709825124,True,OK,1.0,0.09596905295269392,0.013138074791794064,0.40628019652346425,1.0,6cfc8b91f881fad4,cff8859488158bb4,1,1,0.2
subj04,V1,fold_3,18,1.0,OK,0.6706451099270248,9.0,OK,0.17218892371157668,18.551065332146436,12.400996130955418,0.6684789206939077,True,OK,9.0,0.5790823282848134,0.13252120719914137,0.9849364775246543,0.48,663ed72733c98e17,954110451b037434,10,5,9.0
subj04,V2,fold_0,18,2.0,OK,0.7293720490133896,10.0,OK,0.24984283092737158,23.725274755467264,18.238252527538723,0.768726715096772,True,OK,10.0,0.6010242177269003,0.12387462121021449,0.9986772709225684,0.73,4e27e6571087e8f5,de852f386ab6ef7c,10,9,5.0
subj04,V2,fold_1,18,1.0,OK,0.7159391050126577,2.0,OK,0.14084966968556056,14.282960415010166,8.014169257435137,0.5611000118023804,True,OK,2.0,0.14056215783671663,0.014947982707265873,0.9600406434209148,0.89,c766b741f06c2641,1639980abf55e703,4,1,2.0
subj04,V2,fold_2,18,3.0,OK,0.39647794964401883,1.0,OK,0.3325547699031315,10.39880153387049,8.526274002295642,0.8199285248905137,True,OK,1.0,0.06088988600431043,0.003626286002499165,0.07912626052581472,0.96,627181b4a7d4a914,d908599f21e8bc8f,12,2,0.3333333333333333
subj04,V2,fold_3,18,2.0,OK,0.818516707695745,2.0,OK,0.24789157749501328,19.03519400730355,12.653409932643719,0.6647376395422487,True,OK,2.0,0.07969244783986505,0.007902143066139278,0.17069981705775725,0.95,9e6190c79cef67e1,06d39e1b996966f5,3,4,1.0
subj04,V3,fold_0,17,1.0,OK,0.5034149473707092,2.0,OK,0.2824959403201963,14.503020332289223,3.8522998679991463,0.2656205245346354,True,OK,2.0,0.1489878753708529,0.0362881198102176,0.8770884787413762,0.93,3ceef92d0247a4ed,c10ab94c67641da8,11,2,2.0
subj04,V3,fold_1,17,2.0,OK,0.5621348560844653,4.0,OK,0.23952816671226648,12.136449207430006,9.125846686131736,0.751937121818533,True,OK,4.0,0.3475931087867674,0.08984302002957603,0.9126226807343961,0.74,2c243c3bb05225ae,4b6b7eb490346044,5,12,2.0
subj04,V3,fold_2,17,3.0,OK,0.5165699879244127,1.0,OK,0.31074764717894565,9.339618741411728,6.878051788093648,0.7364381757465613,True,OK,1.0,0.10245761299562929,0.0095148167671693,1.0,0.93,5177e75fa8183661,85bdaf888998e690,3,11,0.3333333333333333
subj04,V3,fold_3,17,1.0,OK,0.5413767210990348,1.0,OK,0.2183873381639554,6.539961037634458,4.876025961220448,0.7455741606350816,True,OK,1.0,0.14474358236378004,0.02687009033733371,0.9123965528134201,0.9,37b26d582c693c1a,fb6d4ad2cb939527,3,2,1.0
subj04,hV4,fold_0,10,1.0,OK,0.34531557678600205,1.0,OK,0.05443569223945035,10.946236423989752,9.20354380828626,0.8407952698806862,True,OK,1.0,0.18437266207303968,0.026904179615790173,1.0,0.85,138cf182d8848611,93a6d667567fe54f,8,10,1.0
subj04,hV4,fold_1,10,1.0,OK,0.3532816898608704,2.0,OK,0.19222592030391045,7.394720806675677,5.649520143722536,0.7639937046199717,True,OK,2.0,0.27015909304699476,0.06785836035344166,0.9855816951596514,0.84,46208612c148916c,3e4a578ef5267f2e,2,7,2.0
subj04,hV4,fold_2,10,1.0,OK,0.2646842814632385,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.04102161241181375,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,0b5c602c20d29fb1,,2,1,
subj04,hV4,fold_3,10,5.0,OK,0.1566025358781205,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.00015874729836747313,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,baa2c4e01b488a5c,,5,7,
subj04,ventral,fold_0,153,3.0,OK,0.4519981515644088,5.0,OK,0.16998439770709617,75.34710898023836,63.51114782544173,0.8429141965101686,True,OK,5.0,0.16095607950498705,0.04047215245541647,0.7255017993824087,0.98,735b290403a33734,6218570a10ffa0a2,3,5,1.6666666666666667
subj04,ventral,fold_1,153,4.0,OK,0.3715736765487858,2.0,OK,0.15628814043028333,59.517448227921726,33.97695552097011,0.5708738619111416,True,OK,2.0,0.08939606860642046,0.01533271705993554,0.8013353636648174,0.94,e74dc722944a139d,30297ca5175b890c,12,12,0.5
subj04,ventral,fold_2,153,1.0,OK,0.3023547984650145,2.0,OK,0.09570857085883702,44.89173853594117,27.490093467476456,0.6123641980465374,True,OK,2.0,0.058481375913896544,0.014499283952918406,0.09487417396435173,0.98,6d1700f4824e7c39,41625a7506f81520,1,5,2.0
subj04,ventral,fold_3,153,1.0,OK,0.4045501514129479,11.0,OK,0.07638592656912233,83.62922598256803,64.89064954729018,0.7759326812472976,True,OK,11.0,0.2769192646098339,0.09002703196627523,0.8631790181636051,0.8,41f000790b65dd40,edb938da1b17ef0c,4,12,11.0
subj04,lateral,fold_0,143,4.0,OK,0.15774946423187422,7.0,OK,0.17602040529821,35.69833015728994,70.77747723703979,1.9826551249088709,True,OK,7.0,0.29759782295180953,0.10445794006969171,0.7614998180388026,1.0,8b4e7f7274273a59,8c94a58c220f2789,8,7,1.75
subj04,lateral,fold_1,143,6.0,OK,0.29891697176026943,12.0,OK,0.08020838680472289,97.57016852967965,53.05887520880961,0.5438022298041819,True,OK,12.0,0.2990732795563562,0.08172599716483321,0.8907167207274536,0.77,f453d052dd1a52dc,03d6a6c86eb03c50,8,11,2.0
subj04,lateral,fold_2,143,2.0,OK,0.2756613399739334,6.0,OK,0.20390422328216742,46.05725917948642,45.73737029535217,0.9930545392879843,True,OK,6.0,0.16160217101193475,0.05850773430089216,0.6934339130972171,1.0,3436a3bdb3f1dab9,c133ecd29ef1ec93,4,4,3.0
subj04,lateral,fold_3,143,1.0,OK,0.34423786918891536,2.0,OK,0.016891689395750666,75.35379061893697,33.04372427714984,0.43851442649051964,True,OK,2.0,0.0682626228932215,0.010478085679776917,0.07160878502793182,0.96,6f4b2b9200a9c247,6392f17275c65913,8,12,2.0
subj04,parietal,fold_0,67,11.0,OK,0.1487693580428446,3.0,OK,0.0059201932873222925,46.63679301410703,38.197999999568474,0.8190528878779052,True,OK,3.0,0.09783656988094315,0.02401539736967134,0.8775486003158426,0.94,7842e0de2c2653ee,8d90a9d950caf0e1,12,12,0.2727272727272727
subj04,parietal,fold_1,67,12.0,OK,0.12890395873156743,4.0,OK,0.11466142832761442,13.538418455073408,21.508747482324836,1.5887193584465262,True,OK,4.0,0.4304914086443744,0.1944773861446908,1.0430713898878265,1.0,691677fd0b3c68b4,e6c500a0f369cfd1,12,10,0.3333333333333333
subj04,parietal,fold_2,67,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.057023529751165494,1.0,OK,0.168498636565548,11.957475356801039,10.882878952071334,0.9101318319574451,True,OK,1.0,0.05032816405168505,0.01551592020387534,0.13010597171499655,0.99,,897d7a2c8f9d4b50,12,2,
subj04,parietal,fold_3,67,3.0,OK,0.14059515339228396,1.0,OK,0.07565127860183417,24.422852729412504,21.977457323468037,0.899872654802546,True,OK,1.0,0.03169266905336648,0.006765020240236924,0.054118274645264475,0.99,f30d0b0f0c3df03c,841f4a5b193063b0,12,11,0.3333333333333333
subj05,V1,fold_0,23,7.0,OK,0.3814246148232346,9.0,OK,0.43417329246146213,15.839113598496933,11.267517219281558,0.7113729659941829,True,OK,9.0,0.5756450640359285,0.25108298270371393,1.1561092296804716,0.68,3da25dccaab6bcb8,3cabeb4b0e88c42c,8,2,1.2857142857142858
subj05,V1,fold_1,23,1.0,OK,0.11150714925527294,5.0,OK,0.041150461224651706,24.140129952650668,7.2924434946764265,0.30208799658411495,True,OK,5.0,0.23284875126440865,0.04856863559366443,0.859218519624789,0.82,bb0fc00475c2e40e,88c1a16f8a453e12,12,4,5.0
subj05,V1,fold_2,23,5.0,OK,0.33555722208923244,2.0,OK,0.5648365592082287,7.443474161985565,4.925593581609278,0.661733146971167,True,OK,2.0,0.21599419379896012,0.04824053224120967,0.7695071133164968,0.92,37803344b68e1539,51d4db5378eee039,7,7,0.4
subj05,V1,fold_3,23,2.0,OK,0.5977005420919652,1.0,OK,0.3907715118774869,17.63969928660814,12.6044757061561,0.7145516202606286,True,OK,1.0,0.06028289347395213,0.005432029008375304,0.07482734492979855,0.96,15ecd05311dc0642,c2f8147dd269f9bc,3,4,0.5
subj05,V2,fold_0,22,5.0,OK,0.593340654846698,6.0,OK,0.26835856649449175,19.91091162179829,15.292165145398334,0.7680293818720287,True,OK,6.0,0.33932627099302265,0.05682220127376275,0.8886866210008052,0.77,4a482a476801a220,f5d6b08c90018140,5,7,1.2
subj05,V2,fold_1,22,5.0,OK,0.4634360062816928,2.0,OK,0.21586435762176134,17.525218839575633,5.192764046123363,0.29630237965399947,True,OK,2.0,0.1244725972031983,0.011354128956439204,0.882752493004216,0.9,cd09d995b0215eef,50ccda48335e37e7,7,2,0.4
subj05,V2,fold_2,22,5.0,OK,0.5379101641049545,5.0,OK,0.3258914016609672,17.40919885978311,8.030632093718303,0.46128671160565693,True,OK,5.0,0.277195621063305,0.0410728543110509,0.8439962614821078,0.78,0eeee706e03afa97,70fc463131189163,12,3,1.0
subj05,V2,fold_3,22,3.0,OK,0.6309181774393363,4.0,OK,0.4939684803155994,21.277721352788372,5.3840257291460665,0.25303582276870584,True,OK,4.0,0.1716373923094245,0.020905579580703177,0.7933916784964776,0.85,4f0056a203aea498,d8caaf4b9ec30b13,11,7,1.3333333333333333
subj05,V3,fold_0,19,1.0,OK,0.28861283150438194,1.0,OK,0.4516169329520863,5.732411180551472,4.654625102411432,0.811983815502161,True,OK,1.0,0.21916701900039326,0.02526627780702697,1.0,0.93,ec3fdbe6e3059083,ac4d1bf1045e6dd7,6,12,1.0
subj05,V3,fold_1,19,12.0,OK,0.25597781095797356,6.0,OK,0.21540756259665095,15.409713040085274,11.171749643339338,0.7249810307484814,True,OK,6.0,0.5007610380913211,0.19688864551575233,1.0339790229217156,0.69,6c90d04d10768658,d164155df903ba50,12,12,0.5
subj05,V3,fold_2,19,1.0,OK,0.3248124415640077,12.0,OK,0.22798096260443187,13.373446440480407,15.130019472729956,1.131347819731235,True,OK,12.0,0.8525323913946892,0.6703614628448256,1.0305455273476645,0.99,245828035d76de84,ed73f949f64e488b,10,6,12.0
subj05,V3,fold_3,19,2.0,OK,0.4597804506758194,8.0,OK,0.142653652375749,14.1441801848747,14.335294869767573,1.0135118955213285,True,OK,8.0,0.6680127446292397,0.2725832915114455,1.081464824297685,0.81,d9741167fe04fc05,9c714ced2f98e6e9,5,9,4.0
subj05,hV4,fold_0,11,3.0,OK,0.1725323336764137,6.0,OK,0.17960059471484396,7.8453182659559815,9.63099357385921,1.227610308131411,True,OK,6.0,0.8909482174726636,0.6588529528220926,1.1065707560452898,1.0,79aa515062fba21d,60c23c3c77ad5d0c,4,3,2.0
subj05,hV4,fold_1,11,1.0,OK,0.15646690242777625,7.0,OK,0.020799245857434385,9.003210125917114,6.031413155300436,0.6699180704377978,True,OK,7.0,0.7937875264754743,0.5828801660655479,0.9999671275983416,0.16,89113cf972ad61e6,17597d8aa16f769e,6,4,7.0
subj05,hV4,fold_2,11,7.0,OK,0.22224479373892533,1.0,OK,0.20948203727825743,4.7440795664209405,1.5336804802730286,0.32328304338075803,True,OK,1.0,0.18036759131702546,0.031107031437141015,1.0,0.94,1f7dda1705b3ff7b,dc8bf321088036ab,11,2,0.14285714285714285
subj05,hV4,fold_3,11,4.0,OK,0.2477825094863677,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.1264795484137205,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,ec0a7ed0c0885d35,,1,2,
subj05,ventral,fold_0,133,5.0,OK,0.14143389866553982,10.0,OK,0.12812562346290288,62.49153455726382,56.4029453024808,0.9025693752294758,True,OK,10.0,0.33558235109185774,0.11965886145166559,0.7810903406834776,1.0,7fa24e07e7c71842,392be8c2a6a94f6e,11,11,2.0
subj05,ventral,fold_1,133,6.0,OK,0.16857803451843234,9.0,OK,0.05434383709328927,43.600544056582414,25.221569477106428,0.5784691458064204,True,OK,9.0,0.30799660424135394,0.1389587892681848,0.7240779401973753,0.81,2298a760f79c09ba,19592942d9630e41,11,9,1.5
subj05,ventral,fold_2,133,2.0,OK,0.1830113476510941,2.0,OK,0.034654597236413294,36.20189235140722,32.40048877249325,0.8949943405716413,True,OK,2.0,0.11393422735533867,0.02351974002015272,0.8037700534663913,1.0,f6f03780ffe1ce52,67a1f62beee16029,12,5,1.0
subj05,ventral,fold_3,133,4.0,OK,0.32527834668071853,7.0,OK,0.12066126571788238,53.56416896569503,26.38176017020459,0.49252626671200084,True,OK,7.0,0.22578304290532344,0.07969827770847784,0.6752524127527608,0.86,9062409b186d0358,1b3bb637a2b2a903,9,12,1.75
subj05,lateral,fold_0,141,2.0,OK,0.38765829642904065,12.0,OK,0.003728690102561072,33.5041320917428,72.32508668243656,2.158691545400793,True,OK,12.0,0.46679904955484963,0.2604508737395554,0.8123208071613132,1.0,7c788ec6a22ffbaa,26f2df1375533d96,11,12,6.0
subj05,lateral,fold_1,141,12.0,OK,0.4057843347348787,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.05921217409428759,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,4b627f450ca734f7,,12,12,
subj05,lateral,fold_2,141,4.0,OK,0.0019131325769451352,2.0,OK,0.24284688264800922,29.632403306805394,30.044884179237343,1.013919926377933,True,OK,2.0,0.06155668777059416,0.019660519132624933,0.10914211696696317,1.0,f2dd2400af3ab726,0c8c60db12640d5b,8,12,0.5
subj05,lateral,fold_3,141,1.0,OK,0.3800271070193522,12.0,OK,0.03531301328533121,68.83359877002552,46.602531216893354,0.6770317410338137,True,OK,12.0,0.310557366830017,0.09458694907924307,0.8481428946325852,0.75,cedd5bf8b33e1379,489ec769ad59327e,6,12,12.0
subj05,parietal,fold_0,57,8.0,OK,0.24821558992563328,1.0,OK,0.2584671820406005,14.576813591423209,21.55217543192041,1.4785244591864306,True,OK,1.0,0.10720051318608409,0.016819410205606868,0.7691918201611542,1.0,d80cdc6621e4c9aa,35a9e0460845c77f,11,8,0.125
subj05,parietal,fold_1,57,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.06440489216312954,5.0,OK,0.11742478197685689,24.935358467623153,15.99116912060751,0.6413049622435123,True,OK,5.0,0.22523900621283313,0.08272103297891786,0.5918423076936937,0.98,,ca3f71ce7b92b1b3,11,9,
subj05,parietal,fold_2,57,11.0,OK,0.3364255952454972,9.0,OK,0.2226468598186492,20.12710994306274,15.311801100559798,0.76075507829366,True,OK,9.0,0.3865851022322937,0.19422670632435837,0.6774147785466437,0.98,5df3b5d8773217ac,1d813f1449ab2373,10,9,0.8181818181818182
subj05,parietal,fold_3,57,10.0,OK,0.3426166928855073,3.0,OK,0.0391074684018115,13.646444721934117,21.96242945771531,1.6093883722267088,True,OK,3.0,0.22908071352756423,0.09414663302851303,0.46232993423868507,1.0,eb1f702eb137c35b,34763d183a684fff,11,12,0.3
subj06,V1,fold_0,23,4.0,OK,0.28299217580034836,9.0,OK,0.027394881759707442,13.142687736992062,20.431073516227496,1.5545582399193112,True,OK,9.0,0.8741693872589943,0.44917300930132786,1.4596652389652138,0.98,becb3c667aa01c06,c56989f63311c476,4,8,2.25
subj06,V1,fold_1,23,8.0,OK,0.4903048943694296,1.0,OK,0.17174308497821492,9.132994667788559,11.024765330216828,1.2071358553509741,True,OK,1.0,0.11801620651519239,0.01624293086026907,0.3770926432884658,1.0,15433643c81c756a,04f4c440f1f7e9d7,3,1,0.125
subj06,V1,fold_2,23,4.0,OK,0.31476910717264167,1.0,OK,0.17085456781940464,7.776630515278619,6.161003270781399,0.7922458523234422,True,OK,1.0,0.10667011228295817,0.010765613682011845,0.3503912574489434,0.95,3e3d5497bf138c4c,ec42b9daacd62e2a,6,1,0.25
subj06,V1,fold_3,23,3.0,OK,0.5876462164015781,4.0,OK,0.04809390711349587,30.615850600689104,9.419312518920472,0.3076613040014136,True,OK,4.0,0.2558529244302866,0.03659324889247562,0.9541574252404307,0.78,e8ebc200ad797f0b,e3fc0b81b4fa3f86,5,11,1.3333333333333333
subj06,V2,fold_0,24,5.0,OK,0.4014198745606154,9.0,OK,0.010084776431812494,18.469174645187337,21.968077446761605,1.1894455420337913,True,OK,9.0,0.6876991724368835,0.420817210875272,0.9840901181442313,1.0,b18dc4b5016afcea,1f25b11db4c4a3ed,9,12,1.8
subj06,V2,fold_1,24,8.0,OK,0.39394928003531576,1.0,OK,0.29788707905688233,7.343728314424843,4.409741793712384,0.6004772514596699,True,OK,1.0,0.15879206627923126,0.023826439257538874,1.0,0.92,e45b8e892626174f,6c12d0af5283f87f,2,9,0.125
subj06,V2,fold_2,24,7.0,OK,0.36507363120080843,1.0,OK,0.1587507351596791,5.668233559214713,9.919665701591118,1.7500453356345829,True,OK,1.0,0.1560144802181213,0.03151701571192101,0.761201905004786,1.0,c967f207236382d7,b2a029b1dcdfcf54,11,7,0.14285714285714285
subj06,V2,fold_3,24,11.0,OK,0.4640190733080914,4.0,OK,0.12549465784916772,24.06435590995322,16.291527013293496,0.676998257267097,True,OK,4.0,0.26240686536394586,0.05293762277732152,0.9770554971968016,0.82,869bea51995679f7,20675e5310dca4ed,11,7,0.36363636363636365
subj06,V3,fold_0,24,1.0,OK,0.18773577324654064,11.0,OK,0.11149495450728526,15.637692240924299,17.3465814957467,1.1092801436742814,True,OK,11.0,0.7022983985217174,0.382944815031393,1.048716585933855,0.96,f689295eb6d669ee,091920aa05899974,1,11,11.0
subj06,V3,fold_1,24,1.0,OK,0.4354163409117951,1.0,OK,0.11355584616853505,2.398530923845642,8.765904971576795,3.6546975002190663,True,OK,1.0,0.6490359383200679,0.18002171223092714,1.699116434041955,1.0,bf9d5af9fd35a12e,ca728098653ac282,10,11,1.0
subj06,V3,fold_2,24,5.0,OK,0.34905453173126566,12.0,OK,0.098228085221596,15.213760055706981,10.941031115640305,0.7191536527182252,True,OK,12.0,0.656006771448026,0.3799281971086068,0.9465302347177982,0.53,2d6de217b2d9c1c2,1f6188e1a0a11189,4,12,2.4
subj06,V3,fold_3,24,6.0,OK,0.4788619184052119,3.0,OK,0.12432400132297444,16.61953140491047,9.859200560382497,0.5932297560128236,True,OK,3.0,0.2522424409974788,0.08967448129004661,0.9752838008440041,0.92,d2131a4432af099b,b435ddbad4683186,5,7,0.5
subj06,hV4,fold_0,10,2.0,OK,0.32660992752562634,5.0,OK,0.10316843000739544,9.866311127323977,5.353002377377114,0.542553575322837,True,OK,5.0,0.64114766530369,0.2644238698741974,1.0802666825133782,0.48,2535a269f80159ca,cb520a6e0b8f08fb,3,6,2.5
subj06,hV4,fold_1,10,2.0,OK,0.44511005410731813,5.0,OK,0.2443415393104345,5.888032805445202,5.2481440671109505,0.8913238496663116,True,OK,5.0,0.7939127276311282,0.40047886015522133,1.1643498567268598,0.57,8a4cc92adb9b11c7,46aade54e4db5c26,2,5,2.5
subj06,hV4,fold_2,10,2.0,OK,0.5362208925264819,3.0,OK,0.06802517446495422,7.212984837376769,3.8926597448866476,0.5396739120697135,True,OK,3.0,0.4311637200430443,0.1079968287203081,0.9185402209553356,0.64,9a185742d8bcfc9e,41f062d2c4294a3a,8,5,1.5
subj06,hV4,fold_3,10,6.0,OK,0.6194870627536408,3.0,OK,0.22158563656848007,6.513188861377943,3.9700291289198977,0.6095369278267774,True,OK,3.0,0.644814138731746,0.17926063947800772,1.3637417842520683,0.45,32f165354147fcfd,5b9a8ce886481526,4,5,0.5
subj06,ventral,fold_0,194,5.0,OK,0.35426524326594505,3.0,OK,0.21819841983350574,75.69364287461913,43.816905149845866,0.5788716659128865,True,OK,3.0,0.11035717406709773,0.020163261112350787,0.5572903822760884,0.98,943773e8144a979b,e165caa642d1e9c7,6,6,0.6
subj06,ventral,fold_1,194,1.0,OK,0.20418634801745678,12.0,OK,0.09719107682974493,97.25182128962035,75.1026178044402,0.7722489595416541,True,OK,12.0,0.37804512118992806,0.12399989546338379,0.8400368106857724,0.9,6dfc94c922bd68cd,98094147b367ba92,2,9,12.0
subj06,ventral,fold_2,194,5.0,OK,0.16877596498881683,1.0,OK,0.1496534514939998,10.031077595059198,32.33557769548126,3.2235397831443486,True,OK,1.0,0.21399646412071827,0.05177390709936756,0.5049026794717729,1.0,2f8c870e0cd313ae,872a85af57563ce6,3,3,0.2
subj06,ventral,fold_3,194,4.0,OK,0.23725937674400163,2.0,OK,0.10074706229997711,106.72354864721169,80.66882331656792,0.755867138406623,True,OK,2.0,0.06749623851341303,0.008195133945959067,0.2237689340030411,0.95,b9cc0a8191c0298f,31f27cf8d075f18a,4,11,0.5
subj06,lateral,fold_0,181,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.037822455158599826,2.0,OK,0.06488442642835654,62.02959447402674,56.25252580452098,0.9068659287797738,True,OK,2.0,0.047234844924156534,0.012321240244846317,0.138737185104011,1.0,,fa44b31b05f1a816,4,8,
subj06,lateral,fold_1,181,11.0,OK,0.20686452131973757,2.0,OK,0.11801515715950064,56.34868095670555,63.09075777961793,1.1196492394931574,True,OK,2.0,0.05864907307233312,0.013599248122074468,0.20964210781035636,1.0,7d2e03941087788d,fbf96c0514dc08a8,10,4,0.18181818181818182
subj06,lateral,fold_2,181,2.0,OK,0.17409770532436364,1.0,OK,0.2539666142657618,31.109810824881794,64.6979473857653,2.0796637996274647,True,OK,1.0,0.05563177691061774,0.011081303181130488,0.08014675710556315,1.0,5ded6da691310c87,f368b97ce18d46d9,8,4,0.5
subj06,lateral,fold_3,181,2.0,OK,0.315366633835331,11.0,OK,0.007116335351458608,103.28728777613671,108.60006253316612,1.0514368696421212,True,OK,11.0,0.30776063765518824,0.09848602363846279,0.8329491593291495,1.0,6d62f1b154157b82,4bb95557b00845cc,8,12,5.5
subj06,parietal,fold_0,68,1.0,OK,0.26527622109672044,1.0,OK,0.196137769934223,4.86711385169293,12.979260622946152,2.666726322506627,True,OK,1.0,0.29463802344763546,0.06411814258491556,1.0,1.0,07cacc1e974562d4,ef8e9b54b9f4438e,7,9,1.0
subj06,parietal,fold_1,68,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.010820330202366616,11.0,OK,0.17363597293801483,46.779375361494125,39.6360093494612,0.8472966781443408,True,OK,11.0,0.3482666414511721,0.09991876212957611,0.7791054197900886,1.0,,56a753e1c263fcae,11,8,
subj06,parietal,fold_2,68,12.0,OK,0.0951960031722718,10.0,OK,0.10559905470799541,35.65927571697588,21.153891741024335,0.5932226977609043,True,OK,10.0,0.28301379912581237,0.1131566988991111,0.6616921546872901,0.94,247648fcbe711c42,5eedee71529dbf2b,7,10,0.8333333333333334
subj06,parietal,fold_3,68,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.06705946929665389,10.0,OK,0.18585889632306984,45.20090076353017,31.321899249166425,0.6929485634153145,True,OK,10.0,0.253743159414963,0.09132394842511729,0.7944518836817107,0.83,,68b39788093f07f9,4,12,
subj07,V1,fold_0,23,3.0,OK,0.6541848378682308,9.0,OK,0.13967335648520302,16.345258870159498,10.944347196100791,0.669573194468103,True,OK,9.0,0.5169945060120795,0.1500924495917688,0.9872465955845207,0.6,1d010c6ea68bf353,41fcfc3c26d26cd8,11,7,3.0
subj07,V1,fold_1,23,8.0,OK,0.5324113436100596,12.0,OK,0.0380286123509264,17.7315265401353,10.747558945039836,0.60612711041617,True,OK,12.0,0.6594585497600085,0.2537184913741108,0.9687918932854074,0.4,f825634d4d3b55e8,a17866aa037ca780,3,12,1.5
subj07,V1,fold_2,23,2.0,OK,0.5411004750528666,1.0,OK,0.15971945067208357,16.438260275537623,11.061663015747246,0.6729217587708178,True,OK,1.0,0.04670481762826219,0.008293597974842554,0.16781214338985803,1.0,23a50c73cd9f46cb,39bac25a2ca07fac,3,2,0.5
subj07,V1,fold_3,23,3.0,OK,0.45385329145002645,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.1282957299142399,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,fbd05bbe2821b7b7,,6,12,
subj07,V2,fold_0,20,7.0,OK,0.3503810093001753,3.0,OK,0.225049221546696,11.624116909934353,8.001585220918503,0.6883606972397263,True,OK,3.0,0.2217804939060169,0.06244964817241966,0.7129291370630941,0.92,4cb908c4396fcb35,74eef2587d1aec57,2,10,0.42857142857142855
subj07,V2,fold_1,20,4.0,OK,0.4809609664871896,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.0032855122816026665,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,7d653de37ef07ce7,,12,11,
subj07,V2,fold_2,20,4.0,OK,0.37739788947907243,12.0,OK,0.1586973356955513,20.499344646340155,14.473260742991052,0.7060352900391395,True,OK,12.0,0.7243826322168558,0.34341331633759464,1.0395970305055413,0.43,fcd08938737266dd,86278e9f31caf23b,5,9,3.0
subj07,V2,fold_3,20,2.0,OK,0.2362482660751338,9.0,OK,0.025653127627031168,11.92257318214163,11.297740212286943,0.9475924399616519,True,OK,9.0,0.758204899187564,0.45857738320573954,1.0786160662321338,0.84,d9bf0d90f4e37022,b16809e099f2afb9,6,9,4.5
subj07,V3,fold_0,15,1.0,OK,0.4833100337986815,1.0,OK,0.48612475940852473,7.9883823383368355,7.372032338627868,0.9228442037944204,True,OK,1.0,0.14921564744032298,0.012897229007451145,1.0,0.94,d8373c7f9a488dc6,b167383e44b2cd7a,3,12,1.0
