participant,ROI,fold,model,rank,test_r,val_r
subj03,parietal,fold_3,vis2vis,4,0.08988173068123124,0.13999925945268818
subj03,parietal,fold_3,vis2vis,5,0.09813914510511261,0.15025505874322762
subj03,parietal,fold_3,vis2vis,6,0.1008939506509247,0.1471424583274772
subj03,parietal,fold_3,vis2vis,7,0.10229076058318218,0.1508626030744481
subj03,parietal,fold_3,vis2vis,8,0.10336399635416016,0.1526767292524065
subj03,parietal,fold_3,vis2vis,9,0.1038710129210849,0.15115889421293494
subj03,parietal,fold_3,vis2vis,10,0.10135616423194471,0.15145128643925757
subj03,parietal,fold_3,vis2vis,11,0.10639124136003875,0.15264260501644675
subj03,parietal,fold_3,vis2vis,12,0.107709204784558,0.15927410992846258
subj04,V1,fold_0,vis2vis,1,0.5894509808879739,0.6962523817800318
subj04,V1,fold_0,vis2vis,2,0.597541533679395,0.7036677353641408
subj04,V1,fold_0,vis2vis,3,0.5970540470002097,0.6966329904674463
subj04,V1,fold_0,vis2vis,4,0.5991486847649438,0.6977186997482776
subj04,V1,fold_0,vis2vis,5,0.6007318084712091,0.7046136982063668
subj04,V1,fold_0,vis2vis,6,0.602330167174284,0.7023579361487406
subj04,V1,fold_0,vis2vis,7,0.6029457982305366,0.7029486367746005
subj04,V1,fold_0,vis2vis,8,0.604998522660356,0.7017090442613199
subj04,V1,fold_0,vis2vis,9,0.6050367007516146,0.7018068403105118
subj04,V1,fold_0,vis2vis,10,0.6050275985057638,0.7017297147001137
subj04,V1,fold_0,vis2vis,11,0.6051425024058273,0.7016362034114944
subj04,V1,fold_0,vis2vis,12,0.6051262197887127,0.7016465452226535
subj04,V1,fold_1,vis2vis,1,0.492462003344592,0.699910175981096
subj04,V1,fold_1,vis2vis,2,0.49304133478295786,0.7096493403895248
subj04,V1,fold_1,vis2vis,3,0.5060814054864881,0.7114408699043705
subj04,V1,fold_1,vis2vis,4,0.5073561872172022,0.703447838763083
subj04,V1,fold_1,vis2vis,5,0.509128969386254,0.7045048948783221
subj04,V1,fold_1,vis2vis,6,0.5103551465070156,0.7028114789793004
subj04,V1,fold_1,vis2vis,7,0.5099590654511785,0.7007917938319554
subj04,V1,fold_1,vis2vis,8,0.5110004567044353,0.7023903796078307
subj04,V1,fold_1,vis2vis,9,0.511144184179519,0.7023040229864702
subj04,V1,fold_1,vis2vis,10,0.5122575558275174,0.7032861896064343
subj04,V1,fold_1,vis2vis,11,0.5126135089038342,0.7035691473481772
subj04,V1,fold_1,vis2vis,12,0.5126188220769339,0.7035691504429142
subj04,V1,fold_2,vis2vis,1,0.28694417863419863,0.7355198056834358
subj04,V1,fold_2,vis2vis,2,0.28902648448409957,0.733169292264441
subj04,V1,fold_2,vis2vis,3,0.30558326301865035,0.7323819431683394
subj04,V1,fold_2,vis2vis,4,0.324816737519448,0.7189159234243503
subj04,V1,fold_2,vis2vis,5,0.3559176908764451,0.7203477376369514
subj04,V1,fold_2,vis2vis,6,0.3575400480619566,0.7194362749050046
subj04,V1,fold_2,vis2vis,7,0.3590430316251908,0.7189428209947947
subj04,V1,fold_2,vis2vis,8,0.3577101777746988,0.7213038254914308
subj04,V1,fold_2,vis2vis,9,0.3554642626095269,0.7219718348265641
subj04,V1,fold_2,vis2vis,10,0.35301166160297565,0.7222678241271289
subj04,V1,fold_2,vis2vis,11,0.3524150406753883,0.7222580312268028
subj04,V1,fold_2,vis2vis,12,0.3525489589471875,0.7201050470549065
subj04,V1,fold_3,vis2vis,1,0.6706451099270248,0.3637925078396995
subj04,V1,fold_3,vis2vis,2,0.6558517310550681,0.40133555617296524
subj04,V1,fold_3,vis2vis,3,0.6616971633900782,0.4351293712115482
subj04,V1,fold_3,vis2vis,4,0.6564058593855884,0.42981757854783564
subj04,V1,fold_3,vis2vis,5,0.6545690307596561,0.4365710684007152
subj04,V1,fold_3,vis2vis,6,0.660486332270245,0.43513965352690104
subj04,V1,fold_3,vis2vis,7,0.659901766929271,0.4349903546168209
subj04,V1,fold_3,vis2vis,8,0.6562918688072401,0.4386538458059612
subj04,V1,fold_3,vis2vis,9,0.6550235844372035,0.43909820937406163
subj04,V1,fold_3,vis2vis,10,0.6571214503668865,0.4392231764912036
subj04,V1,fold_3,vis2vis,11,0.6573956041347782,0.43867268494108724
subj04,V1,fold_3,vis2vis,12,0.6578830681589456,0.43873840993175334
subj04,V2,fold_0,vis2vis,1,0.7115434801739624,0.7890508953222471
subj04,V2,fold_0,vis2vis,2,0.7293720490133896,0.8079837262528295
subj04,V2,fold_0,vis2vis,3,0.725832781767514,0.8100635404711636
subj04,V2,fold_0,vis2vis,4,0.7266492304522377,0.8095726402971616
subj04,V2,fold_0,vis2vis,5,0.7265081072648016,0.808947419788017
subj04,V2,fold_0,vis2vis,6,0.7235132623773706,0.8100183499963554
subj04,V2,fold_0,vis2vis,7,0.7225727825051098,0.8111845340293078
subj04,V2,fold_0,vis2vis,8,0.7224993332165952,0.8111703633833648
subj04,V2,fold_0,vis2vis,9,0.7225970755038698,0.8112816890807246
subj04,V2,fold_0,vis2vis,10,0.7232586382762486,0.8112832833753051
subj04,V2,fold_0,vis2vis,11,0.7232617615662218,0.8112638378277375
subj04,V2,fold_0,vis2vis,12,0.7232685908318166,0.8112620846943173
subj04,V2,fold_1,vis2vis,1,0.7121505765651721,0.8053016561221544
subj04,V2,fold_1,vis2vis,2,0.7159391050126577,0.813415833490972
subj04,V2,fold_1,vis2vis,3,0.7149125915037424,0.815835654056998
subj04,V2,fold_1,vis2vis,4,0.7142318343565887,0.8161436754088243
subj04,V2,fold_1,vis2vis,5,0.7143077512720581,0.8159781843447755
subj04,V2,fold_1,vis2vis,6,0.7138779480657815,0.8156443520858975
subj04,V2,fold_1,vis2vis,7,0.7137229669393083,0.815565797645317
subj04,V2,fold_1,vis2vis,8,0.7136027364323805,0.8157337748965339
subj04,V2,fold_1,vis2vis,9,0.713595633424097,0.8158437683426432
subj04,V2,fold_1,vis2vis,10,0.7140440425399996,0.8159696858209624
subj04,V2,fold_1,vis2vis,11,0.7140557565014012,0.815965443947023
subj04,V2,fold_1,vis2vis,12,0.7140155579245332,0.8159207898844216
subj04,V2,fold_2,vis2vis,1,0.38350324574415584,0.8066693824366234
subj04,V2,fold_2,vis2vis,2,0.3884551066578725,0.8121043497237913
subj04,V2,fold_2,vis2vis,3,0.3956128730923021,0.8160019570506376
subj04,V2,fold_2,vis2vis,4,0.39647794964401883,0.8163507463209618
subj04,V2,fold_2,vis2vis,5,0.3962868384788931,0.8163905305930753
subj04,V2,fold_2,vis2vis,6,0.3951138563660465,0.8163879668255295
subj04,V2,fold_2,vis2vis,7,0.3947352060270508,0.8168301583881896
subj04,V2,fold_2,vis2vis,8,0.39531137365692803,0.8165475450380094
subj04,V2,fold_2,vis2vis,9,0.395005215989332,0.8167548879615696
subj04,V2,fold_2,vis2vis,10,0.39481818891713455,0.8168770760444042
subj04,V2,fold_2,vis2vis,11,0.39475724663013634,0.8169489179232652
subj04,V2,fold_2,vis2vis,12,0.3949069966228199,0.8171574081521351
subj04,V2,fold_3,vis2vis,1,0.8082038215791694,0.45268281767997404
subj04,V2,fold_3,vis2vis,2,0.8180327533564582,0.46373352626177833
subj04,V2,fold_3,vis2vis,3,0.818516707695745,0.4728887515295337
subj04,V2,fold_3,vis2vis,4,0.8144503852285166,0.46742613477567324
subj04,V2,fold_3,vis2vis,5,0.8147602222901139,0.46735759098391355
subj04,V2,fold_3,vis2vis,6,0.814737311828726,0.46673108448056083
subj04,V2,fold_3,vis2vis,7,0.8148802032463809,0.46536640809096164
subj04,V2,fold_3,vis2vis,8,0.8136693029352133,0.46400078419656654
subj04,V2,fold_3,vis2vis,9,0.8140236147582722,0.46350514692015427
subj04,V2,fold_3,vis2vis,10,0.8129408049757318,0.46285165808171236
subj04,V2,fold_3,vis2vis,11,0.8132007943718251,0.46260697637252335
subj04,V2,fold_3,vis2vis,12,0.8134632464868026,0.46337732188078384
subj04,V3,fold_0,vis2vis,1,0.5034149473707092,0.47320123539046954
subj04,V3,fold_0,vis2vis,2,0.4909324566919683,0.5009024165490343
subj04,V3,fold_0,vis2vis,3,0.4884491342786874,0.5055387741326814
subj04,V3,fold_0,vis2vis,4,0.484052140735862,0.5007648167690143
subj04,V3,fold_0,vis2vis,5,0.4828418162072949,0.502672918703336
subj04,V3,fold_0,vis2vis,6,0.482013275037136,0.5077424213691754
subj04,V3,fold_0,vis2vis,7,0.4810207342690641,0.5101598844826376
subj04,V3,fold_0,vis2vis,8,0.48165640148964817,0.5105864847976358
subj04,V3,fold_0,vis2vis,9,0.481978887645703,0.510567439563137
subj04,V3,fold_0,vis2vis,10,0.48262539011612177,0.5102134097370359
subj04,V3,fold_0,vis2vis,11,0.48302564517415597,0.5115072506354172
subj04,V3,fold_0,vis2vis,12,0.4827181826355992,0.5106593262265168
subj04,V3,fold_1,vis2vis,1,0.5071474502448023,0.5192163752322189
subj04,V3,fold_1,vis2vis,2,0.5575917294321849,0.5037757377171328
subj04,V3,fold_1,vis2vis,3,0.5572820313368622,0.5269678623651052
subj04,V3,fold_1,vis2vis,4,0.5553447525751428,0.5258880224994977
subj04,V3,fold_1,vis2vis,5,0.5621348560844653,0.535971981116866
subj04,V3,fold_1,vis2vis,6,0.561200408635018,0.5337442454018435
subj04,V3,fold_1,vis2vis,7,0.5575327719244946,0.5304258636451524
subj04,V3,fold_1,vis2vis,8,0.5616210263585951,0.5301086728004243
subj04,V3,fold_1,vis2vis,9,0.5588165425281145,0.5304876527581988
subj04,V3,fold_1,vis2vis,10,0.5575677952239741,0.530934962547231
subj04,V3,fold_1,vis2vis,11,0.5582820369703531,0.5305740572241118
subj04,V3,fold_1,vis2vis,12,0.5586391298462848,0.5310458369224459
subj04,V3,fold_2,vis2vis,1,0.508360625292219,0.48969668278110523
subj04,V3,fold_2,vis2vis,2,0.5073694754860156,0.5151893723016822
subj04,V3,fold_2,vis2vis,3,0.5165699879244127,0.5254634767006727
subj04,V3,fold_2,vis2vis,4,0.5110090977612357,0.5186307385644893
subj04,V3,fold_2,vis2vis,5,0.5100059980677684,0.5240631012415551
subj04,V3,fold_2,vis2vis,6,0.5069202408233469,0.5205749713936725
subj04,V3,fold_2,vis2vis,7,0.508400993392657,0.519607167505431
subj04,V3,fold_2,vis2vis,8,0.5090714580001362,0.5195142377667201
subj04,V3,fold_2,vis2vis,9,0.506898614021961,0.5201684372927304
subj04,V3,fold_2,vis2vis,10,0.50744473401089,0.5193112461584116
subj04,V3,fold_2,vis2vis,11,0.5071091753633032,0.5190960620362245
subj04,V3,fold_2,vis2vis,12,0.5072244438155763,0.51926849226
subj04,V3,fold_3,vis2vis,1,0.5413767210990348,0.49831496686946186
subj04,V3,fold_3,vis2vis,2,0.5260812777248887,0.522880002050584
subj04,V3,fold_3,vis2vis,3,0.529141049102321,0.5365127001160528
subj04,V3,fold_3,vis2vis,4,0.5366800462721486,0.5312695559184183
subj04,V3,fold_3,vis2vis,5,0.5241203396310308,0.5179914877153693
subj04,V3,fold_3,vis2vis,6,0.530298448176481,0.5022104070002136
subj04,V3,fold_3,vis2vis,7,0.5318628397791465,0.5091112225135495
subj04,V3,fold_3,vis2vis,8,0.53293391545265,0.5085119841738525
subj04,V3,fold_3,vis2vis,9,0.5335111504719023,0.5074168739938291
subj04,V3,fold_3,vis2vis,10,0.5271675882227707,0.5018457325713175
subj04,V3,fold_3,vis2vis,11,0.5252376928215998,0.5033564432735295
subj04,V3,fold_3,vis2vis,12,0.5249982398152941,0.5038188357329656
subj04,hV4,fold_0,vis2vis,1,0.342991175316997,-0.0728629210823435
subj04,hV4,fold_0,vis2vis,2,0.34531557678600205,-0.0030938312481210207
subj04,hV4,fold_0,vis2vis,3,0.3282483653332386,-0.01167850358640577
subj04,hV4,fold_0,vis2vis,4,0.30803681242738595,-0.01536148880149218
subj04,hV4,fold_0,vis2vis,5,0.31774557598942477,-0.013280661078000725
subj04,hV4,fold_0,vis2vis,6,0.3243280325511364,-0.0018723627107173745
subj04,hV4,fold_0,vis2vis,7,0.3275932893649137,-0.0027052421616011843
subj04,hV4,fold_0,vis2vis,8,0.3250765671283588,0.00047856827243606125
subj04,hV4,fold_0,vis2vis,9,0.32539437690733053,-0.0004709398204476113
subj04,hV4,fold_0,vis2vis,10,0.3253591552323916,-0.0003871697161411072
subj04,hV4,fold_1,vis2vis,1,0.3532816898608704,0.252526707342826
subj04,hV4,fold_1,vis2vis,2,0.3376496770839166,0.25661010089157255
subj04,hV4,fold_1,vis2vis,3,0.316372848402346,0.23100830789414722
subj04,hV4,fold_1,vis2vis,4,0.30215896715367846,0.21105466859039054
subj04,hV4,fold_1,vis2vis,5,0.2895338219865757,0.21150693119968392
subj04,hV4,fold_1,vis2vis,6,0.2713575303229212,0.18979598368421735
subj04,hV4,fold_1,vis2vis,7,0.272988925208197,0.19060956674690668
subj04,hV4,fold_1,vis2vis,8,0.2700215773080679,0.19107608253488934
subj04,hV4,fold_1,vis2vis,9,0.2678983056947727,0.19070411613787344
subj04,hV4,fold_1,vis2vis,10,0.2678217080140567,0.19067826070226257
subj04,hV4,fold_2,vis2vis,1,0.2646842814632385,0.3108797445693831
subj04,hV4,fold_2,vis2vis,2,0.24072075644379504,0.3187201764147396
subj04,hV4,fold_2,vis2vis,3,0.2411315901106103,0.2986253959554218
subj04,hV4,fold_2,vis2vis,4,0.25462089978253294,0.27215024077726746
subj04,hV4,fold_2,vis2vis,5,0.242826002223356,0.2689962101868121
subj04,hV4,fold_2,vis2vis,6,0.23522465950961813,0.27184758894848704
subj04,hV4,fold_2,vis2vis,7,0.23314606478136818,0.27587144316266154
subj04,hV4,fold_2,vis2vis,8,0.23696523326525587,0.28540069134364
subj04,hV4,fold_2,vis2vis,9,0.2344172090649242,0.28506541158582294
subj04,hV4,fold_2,vis2vis,10,0.23454958990253094,0.28524618217124453
subj04,hV4,fold_3,vis2vis,1,0.13666853341931634,0.17861202110548818
subj04,hV4,fold_3,vis2vis,2,0.12437890959698972,0.2309949434382425
subj04,hV4,fold_3,vis2vis,3,0.13324936090324108,0.22010603763500014
subj04,hV4,fold_3,vis2vis,4,0.15197943371787304,0.2253527494877614
subj04,hV4,fold_3,vis2vis,5,0.1566025358781205,0.2509408286517535
subj04,hV4,fold_3,vis2vis,6,0.0945535953350122,0.23729482581176256
subj04,hV4,fold_3,vis2vis,7,0.08695919837781894,0.23176224209608076
subj04,hV4,fold_3,vis2vis,8,0.08717835359286004,0.2297991824083229
subj04,hV4,fold_3,vis2vis,9,0.08504777576686125,0.23123132547021757
subj04,hV4,fold_3,vis2vis,10,0.08506921598138896,0.23069195093472122
subj04,ventral,fold_0,vis2vis,1,0.39283839735393017,0.19556637355043038
subj04,ventral,fold_0,vis2vis,2,0.4444356583848654,0.24414780394182428
subj04,ventral,fold_0,vis2vis,3,0.4519981515644088,0.2587724606058528
subj04,ventral,fold_0,vis2vis,4,0.44621425094771505,0.25833537282670305
subj04,ventral,fold_0,vis2vis,5,0.4291129314508475,0.2525821682916098
subj04,ventral,fold_0,vis2vis,6,0.4353823729820512,0.2468606927847597
subj04,ventral,fold_0,vis2vis,7,0.42667895607786754,0.24839030650543334
subj04,ventral,fold_0,vis2vis,8,0.42375402755575864,0.25049496568254737
subj04,ventral,fold_0,vis2vis,9,0.42286739283651864,0.2496639495154267
subj04,ventral,fold_0,vis2vis,10,0.42075606400829246,0.24646084774167534
subj04,ventral,fold_0,vis2vis,11,0.4049003670263829,0.24160896800473664
subj04,ventral,fold_0,vis2vis,12,0.40277304509887335,0.23788176447924067
subj04,ventral,fold_1,vis2vis,1,0.3257961724786204,0.23844906942250754
subj04,ventral,fold_1,vis2vis,2,0.33414246243251616,0.29351621813720774
subj04,ventral,fold_1,vis2vis,3,0.33848433171616105,0.3076378966914151
subj04,ventral,fold_1,vis2vis,4,0.3715736765487858,0.30912686264028055
subj04,ventral,fold_1,vis2vis,5,0.35880393649706005,0.3103148496922595
subj04,ventral,fold_1,vis2vis,6,0.3583165166035534,0.30518312051124413
subj04,ventral,fold_1,vis2vis,7,0.35682455898932813,0.31238974129989044
subj04,ventral,fold_1,vis2vis,8,0.3629874939359109,0.31494903129177304
subj04,ventral,fold_1,vis2vis,9,0.3633459691964028,0.3228082793436598
subj04,ventral,fold_1,vis2vis,10,0.3624238125112392,0.32146718763797383
subj04,ventral,fold_1,vis2vis,11,0.35972414939886455,0.32253167957616824
subj04,ventral,fold_1,vis2vis,12,0.36195248608651864,0.3238437872668084
subj04,ventral,fold_2,vis2vis,1,0.3023547984650145,0.41388787800850874
subj04,ventral,fold_2,vis2vis,2,0.2700702927931815,0.38301923363154167
subj04,ventral,fold_2,vis2vis,3,0.26835137124073727,0.4017640793787983
subj04,ventral,fold_2,vis2vis,4,0.23889321260251692,0.40775307319674287
subj04,ventral,fold_2,vis2vis,5,0.23846568997811374,0.40773825339310305
subj04,ventral,fold_2,vis2vis,6,0.24959259777309248,0.39885730880379083
subj04,ventral,fold_2,vis2vis,7,0.24618076267924702,0.3970675219885571
subj04,ventral,fold_2,vis2vis,8,0.2438845519216293,0.4037892594768833
subj04,ventral,fold_2,vis2vis,9,0.24656623613883089,0.40683228573452285
subj04,ventral,fold_2,vis2vis,10,0.24450295447666756,0.40855708080046854
subj04,ventral,fold_2,vis2vis,11,0.24579424241184916,0.40309562770825924
subj04,ventral,fold_2,vis2vis,12,0.23624188732799756,0.4009373310835167
subj04,ventral,fold_3,vis2vis,1,0.4045501514129479,0.19434775270987592
subj04,ventral,fold_3,vis2vis,2,0.34718956737955786,0.2047398193900284
subj04,ventral,fold_3,vis2vis,3,0.3433434875549294,0.2156894284533511
subj04,ventral,fold_3,vis2vis,4,0.32372324844801104,0.2493828944088501
subj04,ventral,fold_3,vis2vis,5,0.32494926620812875,0.24488637263420426
subj04,ventral,fold_3,vis2vis,6,0.32390384361935715,0.24285586197216577
subj04,ventral,fold_3,vis2vis,7,0.3149530497755613,0.24051098566392984
subj04,ventral,fold_3,vis2vis,8,0.31022018032991955,0.24270760330819383
subj04,ventral,fold_3,vis2vis,9,0.317245596905034,0.2409448270736576
subj04,ventral,fold_3,vis2vis,10,0.3140021715173312,0.23429479594246694
subj04,ventral,fold_3,vis2vis,11,0.3108707544891785,0.24096590006005641
subj04,ventral,fold_3,vis2vis,12,0.31149198274265744,0.24851589165525756
subj04,lateral,fold_0,vis2vis,1,0.025495028216925213,0.039892009637581084
subj04,lateral,fold_0,vis2vis,2,0.11793926287714315,0.18088419787823132
subj04,lateral,fold_0,vis2vis,3,0.14841658390282209,0.17377858285217712
subj04,lateral,fold_0,vis2vis,4,0.15774946423187422,0.17215810844665566
subj04,lateral,fold_0,vis2vis,5,0.14390408165876054,0.1776385472362161
subj04,lateral,fold_0,vis2vis,6,0.1452745420211297,0.17448154711575276
subj04,lateral,fold_0,vis2vis,7,0.13886883838955424,0.17468049432537627
subj04,lateral,fold_0,vis2vis,8,0.13723480140516972,0.1837645525276375
subj04,lateral,fold_0,vis2vis,9,0.1373963203092743,0.17679279233177952
subj04,lateral,fold_0,vis2vis,10,0.13953487161791583,0.1808774115762412
subj04,lateral,fold_0,vis2vis,11,0.11393655523295701,0.16484477975367856
subj04,lateral,fold_0,vis2vis,12,0.1118350076274021,0.16354248169746924
subj04,lateral,fold_1,vis2vis,1,0.21010824063291614,0.06354153645865694
subj04,lateral,fold_1,vis2vis,2,0.25999752686416555,0.13602521549048766
subj04,lateral,fold_1,vis2vis,3,0.24818189003228366,0.15328122773072378
subj04,lateral,fold_1,vis2vis,4,0.2815668874771404,0.17354408365048804
subj04,lateral,fold_1,vis2vis,5,0.2813008957928126,0.17039721223146706
subj04,lateral,fold_1,vis2vis,6,0.29891697176026943,0.19627495663871344
subj04,lateral,fold_1,vis2vis,7,0.2945433527095813,0.1989792846096652
subj04,lateral,fold_1,vis2vis,8,0.2916083484602588,0.20177244513888332
subj04,lateral,fold_1,vis2vis,9,0.2796833342929682,0.20013246201984838
subj04,lateral,fold_1,vis2vis,10,0.2768716127886281,0.2009923353937077
subj04,lateral,fold_1,vis2vis,11,0.2789643518316584,0.20063428405383912
subj04,lateral,fold_1,vis2vis,12,0.28123296760147937,0.19909005396926804
subj04,lateral,fold_2,vis2vis,1,0.2168784770071164,0.1986601153096816
subj04,lateral,fold_2,vis2vis,2,0.2756613399739334,0.3082968320868722
subj04,lateral,fold_2,vis2vis,3,0.239275396211631,0.31717733646985063
subj04,lateral,fold_2,vis2vis,4,0.2361756951876232,0.3193732238766662
subj04,lateral,fold_2,vis2vis,5,0.2137276543998116,0.3170017682705822
subj04,lateral,fold_2,vis2vis,6,0.2117398200128867,0.31605538726090127
subj04,lateral,fold_2,vis2vis,7,0.20844948865269525,0.31123828919893815
subj04,lateral,fold_2,vis2vis,8,0.20849701070676396,0.31113037689460865
subj04,lateral,fold_2,vis2vis,9,0.20959802880736575,0.3111566152428666
subj04,lateral,fold_2,vis2vis,10,0.20864890646616838,0.312189427290591
subj04,lateral,fold_2,vis2vis,11,0.20553660829076595,0.31185136600845104
subj04,lateral,fold_2,vis2vis,12,0.2037711171225301,0.3085889923124684
subj04,lateral,fold_3,vis2vis,1,0.3408230017219096,0.2973556140341942
subj04,lateral,fold_3,vis2vis,2,0.337854268133483,0.3302594610705457
subj04,lateral,fold_3,vis2vis,3,0.34423786918891536,0.3298720462372755
subj04,lateral,fold_3,vis2vis,4,0.2798886796266542,0.32224295132088043
subj04,lateral,fold_3,vis2vis,5,0.2788951596912526,0.33678957917963726
subj04,lateral,fold_3,vis2vis,6,0.27247131241962447,0.3410215738737008
subj04,lateral,fold_3,vis2vis,7,0.26518892124507415,0.3423569992247727
subj04,lateral,fold_3,vis2vis,8,0.27384327345666837,0.3449805867211061
subj04,lateral,fold_3,vis2vis,9,0.27254233910326614,0.341366531893621
subj04,lateral,fold_3,vis2vis,10,0.270575296877567,0.3420965764135201
subj04,lateral,fold_3,vis2vis,11,0.2707117787523939,0.3399869282477191
subj04,lateral,fold_3,vis2vis,12,0.2623778039235254,0.3391051290932537
subj04,parietal,fold_0,vis2vis,1,0.08338342464901975,-0.027057138823083655
subj04,parietal,fold_0,vis2vis,2,0.07408593574662738,-0.002391628751130079
subj04,parietal,fold_0,vis2vis,3,0.10997033093780983,0.028078488282718677
subj04,parietal,fold_0,vis2vis,4,0.09136112454134378,0.02649715529395434
subj04,parietal,fold_0,vis2vis,5,0.1141467155318502,0.035345842399563246
subj04,parietal,fold_0,vis2vis,6,0.10861883046380542,0.061115602682140883
subj04,parietal,fold_0,vis2vis,7,0.13122493047623848,0.06851854941992158
subj04,parietal,fold_0,vis2vis,8,0.10727101631151059,0.06598813667122475
subj04,parietal,fold_0,vis2vis,9,0.1081434541112718,0.06337287608786536
subj04,parietal,fold_0,vis2vis,10,0.10803917092988312,0.07520758148304033
