participant,ROI,outer_fold,model,identity,family,held_out_r,lam,rank,normalized_mse,cosine,explained_variance,centroid_norm_ratio
subj02,V1,2,O4,B:D,naturalistic,0.802491547620603,1.2067926406393288,4,0.3518317013910034,0.979013615159587,-0.3789917662784552,1.5360588678781784
subj02,V1,3,O0,A:P,simple,0.8224331736564636,0.0,1,0.39588719606399536,0.9095601439476013,0.5951652526855469,1.3819866180419922
subj02,V1,3,O0,B:K,naturalistic,0.8178689479827881,0.0,1,0.03062031976878643,0.9918006658554077,0.6583101749420166,0.8722641468048096
subj02,V1,3,O1,A:P,simple,0.8187848329544067,0.0,1,0.40843766927719116,0.9119749069213867,0.6095070838928223,1.402011513710022
subj02,V1,3,O1,B:K,naturalistic,0.842422604560852,0.0,1,0.0354987308382988,0.9924862384796143,0.70179283618927,0.8492113947868347
subj02,V1,3,O2,A:P,simple,0.8281852006912231,2.559547922699533,1,0.3900419771671295,0.9166996479034424,0.6354101300239563,1.3966790437698364
subj02,V1,3,O2,B:K,naturalistic,0.888261079788208,2.559547922699533,1,0.03189074620604515,0.9948933124542236,0.7888575792312622,0.8475723266601562
subj02,V1,3,O3,A:P,simple,0.6705390925818827,0.05963623316594643,5,0.43366390534156174,0.9076455472326787,0.15550706447173002,1.4150746483315109
subj02,V1,3,O3,B:K,naturalistic,0.7425534250589725,0.05963623316594643,5,0.21116413852623175,0.9073497408269735,-0.7566666296484099,0.7217487471222614
subj02,V1,3,O4,A:P,simple,0.914806443588028,3.727593720314938,1,0.44914091020560465,0.9328482778235057,0.7852946321261297,1.4979560270047168
subj02,V1,3,O4,B:K,naturalistic,0.8928752446034091,3.727593720314938,1,0.035935481893193476,0.9954962850795254,0.7928003667540102,0.831336659735641
subj02,V1,4,O0,A:R,simple,0.8525732159614563,0.0,1,0.06962280720472336,0.9798179864883423,0.6537890434265137,0.8075791001319885
subj02,V1,4,O0,B:T,naturalistic,0.5302079916000366,0.0,1,0.07096990942955017,0.9638651609420776,0.15604466199874878,0.9614520072937012
subj02,V1,4,O1,A:R,simple,0.8305773735046387,0.0,1,0.05063492804765701,0.9776312708854675,0.655369758605957,0.897644579410553
subj02,V1,4,O1,B:T,naturalistic,0.5332936644554138,0.0,1,0.10925028473138809,0.9605980515480042,0.21592801809310913,0.7817162871360779
subj02,V1,4,O2,A:R,simple,0.8842998147010803,5.428675439323859,1,0.04005776718258858,0.984799861907959,0.75853031873703,0.885358989238739
subj02,V1,4,O2,B:T,naturalistic,0.6852707266807556,5.428675439323859,1,0.07384826987981796,0.9762181043624878,0.46819835901260376,0.8123582601547241
subj02,V1,4,O3,A:R,simple,0.6884979659196306,0.18420699693267145,7,0.16893192113006125,0.9565081392617018,0.11610523138697548,1.2460590712461785
subj02,V1,4,O3,B:T,naturalistic,-0.03079708366057943,0.18420699693267145,7,1.4929820966852014,-0.01717004848513937,-5.802746156174482,0.6851666958521337
subj02,V1,4,O4,A:R,simple,0.9005674999512819,11.513953993264458,2,0.02785138150923268,0.9864177174963036,0.7956751305135101,0.9568999565776254
subj02,V1,4,O4,B:T,naturalistic,0.626210629646999,11.513953993264458,2,0.1253626078288338,0.9669043647574094,0.3726899872552215,0.7214118810847447
subj02,V1,5,O0,A:V,simple,0.92156982421875,0.0,1,0.16459253430366516,0.9945943355560303,0.7868956923484802,0.6024076342582703
subj02,V1,5,O0,B:W,naturalistic,0.5975111126899719,0.0,1,0.04962887242436409,0.9750807285308838,0.0028989315032958984,0.995365560054779
subj02,V1,5,O1,A:V,simple,0.9223079085350037,0.0,1,0.15825848281383514,0.9947805404663086,0.7884513139724731,0.6102719902992249
subj02,V1,5,O1,B:W,naturalistic,0.5969941020011902,0.0,1,0.050855591893196106,0.9746232628822327,-0.024710655212402344,1.0019370317459106
subj02,V1,5,O2,A:V,simple,0.9052711725234985,2.559547922699533,1,0.15813440084457397,0.9828523993492126,0.8159492015838623,0.6305269002914429
subj02,V1,5,O2,B:W,naturalistic,0.4843040108680725,2.559547922699533,1,0.09633335471153259,0.9569253921508789,-0.9220978021621704,1.066650152206421
subj02,V1,5,O3,A:V,simple,0.8623373236316814,0.12648552168552957,7,0.1537388366285651,0.955729938831728,0.5033445289030121,0.6965802770391483
subj02,V1,5,O3,B:W,naturalistic,0.2445018962157558,0.12648552168552957,7,0.4598900332069059,0.7363022695600228,-3.637453505820303,0.6912349065979642
subj02,V1,5,O4,A:V,simple,0.8931829489048866,16.768329368110066,1,0.16083467728209652,0.9703463566550885,0.7325191515971436,0.6503358513999622
subj02,V1,5,O4,B:W,naturalistic,0.5094647857403186,16.768329368110066,1,0.0746349842870787,0.9631502000392205,-0.504030601471448,1.0110386630242838
subj02,V2,0,O0,A:E,simple,0.6715151071548462,0.0,1,0.5821205377578735,0.7714747786521912,0.44285935163497925,1.1925376653671265
subj02,V2,0,O0,B:B,naturalistic,0.7867875099182129,0.0,1,0.39935335516929626,0.8017763495445251,0.5297834873199463,1.0071995258331299
subj02,V2,0,O1,A:E,simple,0.6693977117538452,0.0,1,0.5912044048309326,0.7734581232070923,0.4438934326171875,1.2087074518203735
subj02,V2,0,O1,B:B,naturalistic,0.7757222652435303,0.0,1,0.3406132459640503,0.8185701370239258,0.5342527627944946,0.9218683242797852
subj02,V2,0,O2,A:E,simple,0.6954808831214905,11.513953993264458,1,0.5729368329048157,0.7801482677459717,0.47375380992889404,1.2062562704086304
subj02,V2,0,O2,B:B,naturalistic,0.7756491303443909,11.513953993264458,1,0.378866970539093,0.8065470457077026,0.5269625186920166,0.9779680967330933
subj02,V2,0,O3,A:E,simple,0.3930446382221828,7.9060432109076855,7,1.2276250048559025,0.6619500570603959,-0.620846807934337,1.4779175236084863
subj02,V2,0,O3,B:B,naturalistic,0.5735639147380999,7.9060432109076855,7,0.6534522552387824,0.7423899789595712,0.010207141263460673,1.194711901258384
subj02,V2,0,O4,A:E,simple,0.757743966131896,16.768329368110066,3,0.49788477331110154,0.797008984809282,0.5366713147341087,1.161848845454272
subj02,V2,0,O4,B:B,naturalistic,0.8282683038169779,16.768329368110066,3,0.28124759649229897,0.8578963821983133,0.6477865601374371,0.9891738381392642
subj02,V2,1,O0,A:H,simple,0.7292563915252686,0.0,1,0.10672581940889359,0.9460514783859253,0.4529265761375427,0.9043487310409546
subj02,V2,1,O0,B:C,naturalistic,0.6369314789772034,0.0,1,0.18535345792770386,0.9045318961143494,0.3692812919616699,0.963956892490387
subj02,V2,1,O1,A:H,simple,0.7629955410957336,0.0,1,0.10650365054607391,0.9495999813079834,0.3862462639808655,1.0403952598571777
subj02,V2,1,O1,B:C,naturalistic,0.6610251069068909,0.0,1,0.18212677538394928,0.9044157266616821,0.3990320563316345,0.8946952819824219
subj02,V2,1,O2,A:H,simple,0.8165604472160339,7.9060432109076855,1,0.06641964614391327,0.9662272334098816,0.6251800060272217,0.9700595140457153
subj02,V2,1,O2,B:C,naturalistic,0.7372668981552124,7.9060432109076855,1,0.14918631315231323,0.9224002361297607,0.5061442852020264,0.9253094792366028
subj02,V2,1,O3,A:H,simple,0.8503392197634521,11.513953993264458,5,0.8846193244076431,0.8374726790125556,-4.066190516569332,1.6029658528995565
subj02,V2,1,O3,B:C,naturalistic,0.619976910464073,11.513953993264458,5,0.8973047178150756,0.6648414231782737,-1.7416082496120802,1.247352198516072
subj02,V2,1,O4,A:H,simple,0.8922818249951094,24.420530945486497,3,0.042975109235514654,0.9798605149985833,0.7838628451271874,1.0355532097977778
subj02,V2,1,O4,B:C,naturalistic,0.6536969262716635,24.420530945486497,3,0.2281943425536248,0.8828701956200056,0.23925335672865666,0.9703580864899152
subj02,V2,2,O0,A:L,simple,0.5542492866516113,0.0,1,0.1156487837433815,0.9474245309829712,-0.04626572132110596,0.8322643637657166
subj02,V2,2,O0,B:D,naturalistic,0.8077395558357239,0.0,1,1.275301456451416,0.7649387717247009,0.6509277820587158,1.6925339698791504
subj02,V2,2,O1,A:L,simple,0.5715151429176331,0.0,1,0.09383900463581085,0.9548529386520386,0.010709226131439209,0.8801320195198059
subj02,V2,2,O1,B:D,naturalistic,0.785133421421051,0.0,1,1.0929811000823975,0.772685170173645,0.6162967681884766,1.60336172580719
subj02,V2,2,O2,A:L,simple,0.6664060354232788,5.428675439323859,1,0.08561480045318604,0.9605934619903564,0.183285653591156,0.8691902756690979
subj02,V2,2,O2,B:D,naturalistic,0.877518892288208,5.428675439323859,1,1.2479774951934814,0.844874382019043,0.7188879251480103,1.825583577156067
subj02,V2,2,O3,A:L,simple,0.5312991222038779,11.513953993264458,7,0.37622427637740025,0.8578278240278132,-3.98199384551197,1.1926304521951376
subj02,V2,2,O3,B:D,naturalistic,0.49580438587073444,11.513953993264458,7,4.583466156395765,0.6034697297031895,-5.195168996795163,2.590337058006563
subj02,V2,2,O4,A:L,simple,0.785362647963852,16.768329368110066,2,0.05686949666761585,0.9756262569695199,0.49324289841818447,0.8822665923501573
subj02,V2,2,O4,B:D,naturalistic,0.8859764302548383,16.768329368110066,2,1.0333088827159742,0.8735967938977827,0.6835202387029677,1.7660541924414597
subj02,V2,3,O0,A:P,simple,0.6825230121612549,0.0,1,0.1874200850725174,0.9026291966438293,0.46314579248428345,0.9491008520126343
subj02,V2,3,O0,B:K,naturalistic,0.802840530872345,0.0,1,0.1259535402059555,0.9698097705841064,0.6343444585800171,0.711963951587677
subj02,V2,3,O1,A:P,simple,0.6472814679145813,0.0,1,0.21754631400108337,0.8948240280151367,0.41672563552856445,1.0299403667449951
subj02,V2,3,O1,B:K,naturalistic,0.8183351159095764,0.0,1,0.10882862657308578,0.9686431884765625,0.6696701645851135,0.7516220211982727
subj02,V2,3,O2,A:P,simple,0.6705220341682434,5.428675439323859,1,0.20720906555652618,0.8972218632698059,0.4450613260269165,1.0077483654022217
subj02,V2,3,O2,B:K,naturalistic,0.7379500269889832,5.428675439323859,1,0.14492055773735046,0.9487873315811157,0.5271024703979492,0.7363775968551636
subj02,V2,3,O3,A:P,simple,0.466045645311602,1.7575106248547894,7,0.41389612737514225,0.8336282953089459,-0.11758566854672403,1.1635257216929749
subj02,V2,3,O3,B:K,naturalistic,0.41843176375701396,1.7575106248547894,7,0.8522324014532849,0.6276242097928167,-3.8193255068311585,1.123753746423716
subj02,V2,3,O4,A:P,simple,0.821872489676556,11.513953993264458,3,0.17405401435971446,0.9224218162536648,0.6222707008830402,1.080270077386474
subj02,V2,3,O4,B:K,naturalistic,0.8422266711168166,11.513953993264458,3,0.16897508411792628,0.9712570733665672,0.6923506132590249,0.6361222844172819
subj02,V2,4,O0,A:R,simple,0.7200709581375122,0.0,1,0.17262785136699677,0.9132377505302429,0.36493414640426636,0.9946687817573547
subj02,V2,4,O0,B:T,naturalistic,0.8991799354553223,0.0,1,0.1443549245595932,0.9434770345687866,0.7290796041488647,0.7577247619628906
subj02,V2,4,O1,A:R,simple,0.7117887139320374,0.0,1,0.2560102939605713,0.8834190964698792,0.058222055435180664,1.0743108987808228
subj02,V2,4,O1,B:T,naturalistic,0.8952162861824036,0.0,1,0.20388858020305634,0.9422613978385925,0.7531141042709351,0.639366865158081
subj02,V2,4,O2,A:R,simple,0.7284905314445496,16.768329368110066,1,0.18773363530635834,0.9067521691322327,0.3152046203613281,1.0064164400100708
subj02,V2,4,O2,B:T,naturalistic,0.9095011949539185,16.768329368110066,1,0.1470363438129425,0.9543473720550537,0.7579114437103271,0.7138990163803101
subj02,V2,4,O3,A:R,simple,0.6753666925053018,3.727593720314938,6,3.2528767340444107,0.5299832801252409,-10.547070558313031,2.1217619335451734
subj02,V2,4,O3,B:T,naturalistic,0.8196174747162231,3.727593720314938,6,0.5428313464771921,0.7460119686708716,0.2863524376812959,1.0612344904880426
subj02,V2,4,O4,A:R,simple,0.8028748200692113,51.79474679231202,4,0.15116717952457737,0.9215222916504566,0.5075896769099879,0.9407697834443036
subj02,V2,4,O4,B:T,naturalistic,0.9529182587307153,51.79474679231202,4,0.14648692521945797,0.959247932109787,0.8861058587079147,0.7010937518473355
subj02,V2,5,O0,A:V,simple,0.5388379693031311,0.0,1,0.15129685401916504,0.9503595232963562,0.09549349546432495,0.7169498205184937
subj02,V2,5,O0,B:W,naturalistic,0.8622342348098755,0.0,1,0.09243360161781311,0.9543157815933228,0.6786208152770996,0.898171603679657
subj02,V2,5,O1,A:V,simple,0.5307002663612366,0.0,1,0.12489114701747894,0.9508084654808044,0.01011282205581665,0.7807265520095825
subj02,V2,5,O1,B:W,naturalistic,0.8683860301971436,0.0,1,0.09128358215093613,0.9547057151794434,0.6824509501457214,0.9022977352142334
subj02,V2,5,O2,A:V,simple,0.5692732334136963,7.9060432109076855,1,0.13116644322872162,0.9586736559867859,0.19175803661346436,0.7345717549324036
subj02,V2,5,O2,B:W,naturalistic,0.8695648908615112,7.9060432109076855,1,0.08962172269821167,0.9558247923851013,0.6883738040924072,0.8990553021430969
subj02,V2,5,O3,A:V,simple,0.03214117820579783,3.727593720314938,7,0.41246373425517896,0.8297120511442257,-4.856368551146163,1.1473373425914168
subj02,V2,5,O3,B:W,naturalistic,0.4687127243219124,3.727593720314938,7,0.28241799817652763,0.8613797548572406,0.02594424814182994,1.0175627382192225
subj02,V2,5,O4,A:V,simple,0.48083135891757417,16.768329368110066,2,0.09249933516784349,0.9662163741726582,0.16480980569958725,0.8047436806597001
subj02,V2,5,O4,B:W,naturalistic,0.8542752362500503,16.768329368110066,2,0.09725827869809267,0.9511254248077359,0.6617789373528962,0.9075605463535127
subj02,V3,0,O0,A:E,simple,0.4717865586280823,0.0,1,0.7182701230049133,0.6939069628715515,0.22258055210113525,1.1408710479736328
subj02,V3,0,O0,B:B,naturalistic,0.45999282598495483,0.0,1,0.4546772837638855,0.7540778517723083,0.20879685878753662,0.9067561626434326
subj02,V3,0,O1,A:E,simple,0.4982520043849945,0.0,1,0.8249028325080872,0.7017305493354797,0.2472938895225525,1.2650498151779175
subj02,V3,0,O1,B:B,naturalistic,0.24370913207530975,0.0,1,0.5376166701316833,0.6950280070304871,0.010406672954559326,0.8388356566429138
subj02,V3,0,O2,A:E,simple,0.6682586669921875,5.428675439323859,1,0.7103968858718872,0.7474385499954224,0.4280840754508972,1.2661495208740234
subj02,V3,0,O2,B:B,naturalistic,0.25334805250167847,5.428675439323859,1,0.5582993030548096,0.7032471299171448,0.028270423412322998,0.9331508874893188
subj02,V3,0,O3,A:E,simple,0.5706512673146408,3.727593720314938,7,1.0427484597639034,0.7501381870663044,0.1785121094327159,1.5282486050050736
subj02,V3,0,O3,B:B,naturalistic,-0.03703927602611545,3.727593720314938,7,0.9892214845779306,0.5121042981529297,-0.824908676214672,1.0135744203140666
subj02,V3,0,O4,A:E,simple,0.8636909665160433,5.428675439323859,3,0.7535228312600292,0.7863486868093265,0.6404091857122229,1.3961577791034316
subj02,V3,0,O4,B:B,naturalistic,0.3962862912649062,5.428675439323859,3,0.46220953983209095,0.7401392679875116,0.15652000966843183,0.840217430886545
subj02,V3,1,O0,A:H,simple,0.7276332974433899,0.0,1,0.17161376774311066,0.911025881767273,0.5218645930290222,0.8712531328201294
subj02,V3,1,O0,B:C,naturalistic,0.602849543094635,0.0,1,0.2668227553367615,0.8670721650123596,0.3556818962097168,0.7305554151535034
subj02,V3,1,O1,A:H,simple,0.726499617099762,0.0,1,0.17772585153579712,0.9115152955055237,0.5218511819839478,1.0041766166687012
subj02,V3,1,O1,B:C,naturalistic,0.6000676155090332,0.0,1,0.2943427562713623,0.864784836769104,0.35248059034347534,0.6593689918518066
subj02,V3,1,O2,A:H,simple,0.7419247031211853,7.9060432109076855,1,0.162397101521492,0.915774405002594,0.5477268695831299,0.8835278153419495
subj02,V3,1,O2,B:C,naturalistic,0.6661039590835571,7.9060432109076855,1,0.2491293102502823,0.8845227360725403,0.43305879831314087,0.7070128321647644
subj02,V3,1,O3,A:H,simple,0.7096989729329314,2.559547922699533,7,0.4959408724196067,0.7923015133350404,-0.29551754194431235,1.1439868726804692
subj02,V3,1,O3,B:C,naturalistic,0.676399207540706,2.559547922699533,7,0.29482707523853663,0.8607243307241036,0.4547691669164766,0.6718500769750885
subj02,V3,1,O4,A:H,simple,0.8818980211081121,16.768329368110066,2,0.1023933638666721,0.9475730442940555,0.7308513920910373,0.9645462861898849
subj02,V3,1,O4,B:C,naturalistic,0.747841074414979,16.768329368110066,2,0.22868294881700818,0.9030929317573443,0.5549855974632485,0.6927127329884596
subj02,V3,2,O0,A:L,simple,0.35746943950653076,0.0,1,0.1828843355178833,0.9154841899871826,-0.23170208930969238,0.7705852389335632
subj02,V3,2,O0,B:D,naturalistic,0.7943980693817139,0.0,1,1.3913824558258057,0.5440139770507812,0.5776661038398743,1.3730698823928833
subj02,V3,2,O1,A:L,simple,0.36907920241355896,0.0,1,0.16053161025047302,0.9222971200942993,-0.21915626525878906,0.8166390061378479
subj02,V3,2,O1,B:D,naturalistic,0.8112350106239319,0.0,1,1.1744740009307861,0.5729133486747742,0.6003144979476929,1.2819294929504395
subj02,V3,2,O2,A:L,simple,0.4802778959274292,5.428675439323859,1,0.15072974562644958,0.9287401437759399,-0.07402229309082031,0.8134660720825195
subj02,V3,2,O2,B:D,naturalistic,0.8698797225952148,5.428675439323859,1,1.0716367959976196,0.6766071319580078,0.7506135702133179,1.4042291641235352
subj02,V3,2,O3,A:L,simple,0.6727310961494133,3.727593720314938,6,0.1529689354921801,0.9283765481078083,-0.4910930680528023,1.050245430102708
subj02,V3,2,O3,B:D,naturalistic,0.6987993658839067,3.727593720314938,6,1.5609223258163187,0.6877569402599685,0.04205919396206115,1.704581405868709
subj02,V3,2,O4,A:L,simple,0.7491646274374488,11.513953993264458,2,0.07164491090252,0.969035003712722,0.49702030802707553,0.8657207785912381
subj02,V3,2,O4,B:D,naturalistic,0.9373213620437931,11.513953993264458,2,0.8528559580576944,0.7780441268958903,0.8780476636978044,1.4549552269804273
subj02,V3,3,O0,A:P,simple,0.8513196110725403,0.0,1,0.48095589876174927,0.8158290386199951,0.6760913133621216,1.1986255645751953
subj02,V3,3,O0,B:K,naturalistic,0.8806366920471191,0.0,1,0.14085905253887177,0.9785988330841064,0.7461796998977661,0.6647282242774963
subj02,V3,3,O1,A:P,simple,0.798342764377594,0.0,1,0.6158971786499023,0.8039816617965698,0.6315818428993225,1.3161180019378662
subj02,V3,3,O1,B:K,naturalistic,0.8888309597969055,0.0,1,0.1704544872045517,0.9548768401145935,0.7864453196525574,0.6680942177772522
subj02,V3,3,O2,A:P,simple,0.8268280625343323,0.5689866029018293,1,0.5592164397239685,0.8041412234306335,0.6526683568954468,1.2578586339950562
subj02,V3,3,O2,B:K,naturalistic,0.8642733693122864,0.5689866029018293,1,0.33632680773735046,0.8191254734992981,0.383650541305542,0.7337249517440796
subj02,V3,3,O3,A:P,simple,0.47152493512487187,1.2067926406393288,7,1.832619795767879,0.6844809084203018,-0.10788440010644029,1.825153498169618
subj02,V3,3,O3,B:K,naturalistic,0.5078519612171363,1.2067926406393288,7,0.929683490067552,0.5154297010431367,-2.6347249510398525,0.9574153101629996
subj02,V3,3,O4,A:P,simple,0.8343424404457968,7.9060432109076855,5,0.8098629191711172,0.804786455188281,0.6902822031324984,1.4812065580644962
subj02,V3,3,O4,B:K,naturalistic,0.822616695105681,7.9060432109076855,5,0.30218386065717945,0.9091810848022656,0.6723104996027545,0.5503021096016021
subj02,V3,4,O0,A:R,simple,0.2596578001976013,0.0,1,0.36953431367874146,0.7945497632026672,-0.16402649879455566,0.7655048370361328
subj02,V3,4,O0,B:T,naturalistic,0.6754682064056396,0.0,1,0.2512671649456024,0.8661429286003113,0.45600569248199463,0.9044930934906006
subj02,V3,4,O1,A:R,simple,0.40972161293029785,0.0,1,0.31263330578804016,0.8291565179824829,-0.025303363800048828,0.840723991394043
subj02,V3,4,O1,B:T,naturalistic,0.7057228684425354,0.0,1,0.2763276696205139,0.8628542423248291,0.49751555919647217,0.7184756398200989
subj02,V3,4,O2,A:R,simple,0.44455400109291077,7.9060432109076855,1,0.2646842896938324,0.8590076565742493,0.13333380222320557,0.8082305788993835
subj02,V3,4,O2,B:T,naturalistic,0.6709017753601074,7.9060432109076855,1,0.2596800923347473,0.86077880859375,0.44476306438446045,0.8358719944953918
subj02,V3,4,O3,A:R,simple,0.5980055424099615,2.559547922699533,6,0.9749492709324856,0.705377521815785,-2.3385345123431778,1.392768768141523
subj02,V3,4,O3,B:T,naturalistic,0.6996160167681277,2.559547922699533,6,0.962696250197951,0.6500325130844365,-0.7431290717627708,1.2707083778798707
subj02,V3,4,O4,A:R,simple,0.7691790730329385,7.9060432109076855,2,0.14778417871233632,0.9258049716538396,0.5637086784868546,0.8558120033607571
subj02,V3,4,O4,B:T,naturalistic,0.6066390278276685,7.9060432109076855,2,0.6636987866312458,0.6371379630809783,-0.045954870812620285,0.9010386890360277
subj02,V3,5,O0,A:V,simple,0.20730921626091003,0.0,1,0.23210617899894714,0.9235813021659851,-0.17337608337402344,0.6318477988243103
subj02,V3,5,O0,B:W,naturalistic,0.812465488910675,0.0,1,0.08173170685768127,0.9583738446235657,0.6310381889343262,0.9438108801841736
subj02,V3,5,O1,A:V,simple,0.22201135754585266,0.0,1,0.1766781210899353,0.932905912399292,-0.1627901792526245,0.7161309719085693
subj02,V3,5,O1,B:W,naturalistic,0.7913174033164978,0.0,1,0.08773162961006165,0.9555065631866455,0.603364884853363,0.9285914301872253
subj02,V3,5,O2,A:V,simple,0.40087881684303284,5.428675439323859,1,0.16763323545455933,0.9491697549819946,0.10213649272918701,0.6873369812965393
subj02,V3,5,O2,B:W,naturalistic,0.7353071570396423,5.428675439323859,1,0.1022169217467308,0.9475498199462891,0.537788987159729,0.9393348693847656
subj02,V3,5,O3,A:V,simple,0.507575945043683,5.428675439323859,6,0.16491772981837569,0.9139759152615227,-0.5387759707707889,0.8975569836653855
subj02,V3,5,O3,B:W,naturalistic,0.35175903018509574,5.428675439323859,6,1.1116219716250746,0.6662847920946664,-4.023248040870605,1.4116420273329213
subj02,V3,5,O4,A:V,simple,0.6836390103796216,11.513953993264458,2,0.11012055635348449,0.9642089567803875,0.41649117618038145,0.7646611165250726
subj02,V3,5,O4,B:W,naturalistic,0.8740999100881864,11.513953993264458,2,0.05557262166652985,0.9730507970262748,0.7535395513926758,0.9240559974819883
subj02,hV4,0,O0,A:E,simple,0.8586668968200684,0.0,1,0.2732953429222107,0.9545443654060364,0.7314331531524658,1.3840209245681763
subj02,hV4,0,O0,B:B,naturalistic,0.22964982688426971,0.0,1,0.13580738008022308,0.9312487840652466,-1.7974820137023926,0.8761872053146362
subj02,hV4,0,O1,A:E,simple,0.8643836379051208,0.0,1,0.2800150513648987,0.9546838402748108,0.7437628507614136,1.3922184705734253
subj02,hV4,0,O1,B:B,naturalistic,0.2252645343542099,0.0,1,0.1413964182138443,0.9284813404083252,-1.8664252758026123,0.8695394992828369
subj02,hV4,0,O2,A:E,simple,0.8586938977241516,10000.0,1,0.2732612192630768,0.9545513391494751,0.731479823589325,1.38400399684906
subj02,hV4,0,O2,B:B,naturalistic,0.22961869835853577,10000.0,1,0.13580209016799927,0.9312520623207092,-1.7973661422729492,0.8761836886405945
subj02,hV4,0,O3,A:E,simple,0.8097118818048247,0.12648552168552957,6,0.12062640868766931,0.9378907309600603,0.5931442858708913,0.954182899229984
subj02,hV4,0,O3,B:B,naturalistic,0.2606854030107436,0.12648552168552957,6,0.11908939172798519,0.9419700914064105,-2.0380007249805234,1.021952016791118
subj02,hV4,0,O4,A:E,simple,0.8543277559701583,16.768329368110066,1,0.2720810293317031,0.9534116691594966,0.7247764232221074,1.378940557737657
subj02,hV4,0,O4,B:B,naturalistic,0.2172776638706681,16.768329368110066,1,0.13301234334757286,0.9339863880435197,-1.6343683008218859,0.8608907052018777
subj02,hV4,1,O0,A:H,simple,0.9258747100830078,0.0,1,0.023897606879472733,0.9894559383392334,0.811837375164032,0.9354139566421509
subj02,hV4,1,O0,B:C,naturalistic,0.8995892405509949,0.0,1,0.14763425290584564,0.9929424524307251,0.7328675389289856,0.6274716258049011
subj02,hV4,1,O1,A:H,simple,0.9265204071998596,0.0,1,0.023132460191845894,0.9889370799064636,0.8092713356018066,0.9553369879722595
subj02,hV4,1,O1,B:C,naturalistic,0.9027838706970215,0.0,1,0.14886434376239777,0.9930129647254944,0.74322110414505,0.6256725192070007
subj02,hV4,1,O2,A:H,simple,0.9258774518966675,10000.0,1,0.023877987638115883,0.9894644021987915,0.8120003938674927,0.9354484677314758
subj02,hV4,1,O2,B:C,naturalistic,0.8995904922485352,10000.0,1,0.14762012660503387,0.9929430484771729,0.7328511476516724,0.6274899244308472
subj02,hV4,1,O3,A:H,simple,0.8832115642812259,0.12648552168552957,7,0.0336627747186872,0.983975631126112,0.7581989400667949,0.9407222006097351
subj02,hV4,1,O3,B:C,naturalistic,0.6339817493004081,0.12648552168552957,7,0.0600256230697956,0.9740867767331659,0.3411736163665815,0.8799028897969656
subj02,hV4,1,O4,A:H,simple,0.9666242751694312,11.513953993264458,1,0.008821481124673918,0.9960253742778746,0.9342563754432774,1.0258258882665858
subj02,hV4,1,O4,B:C,naturalistic,0.8852135115189039,11.513953993264458,1,0.14217540494694955,0.9915290411774277,0.7333104698710133,0.6375443219699238
subj02,hV4,2,O0,A:L,simple,0.9211786389350891,0.0,1,0.056641656905412674,0.9857748746871948,0.8442818522453308,1.154279351234436
subj02,hV4,2,O0,B:D,naturalistic,0.8239947557449341,0.0,1,0.3142136335372925,0.9651268720626831,0.6614387035369873,1.4607915878295898
subj02,hV4,2,O1,A:L,simple,0.9239765405654907,0.0,1,0.052365005016326904,0.9867209196090698,0.851424515247345,1.1479136943817139
subj02,hV4,2,O1,B:D,naturalistic,0.8265618085861206,0.0,1,0.33281126618385315,0.9653555154800415,0.6638790369033813,1.4798678159713745
subj02,hV4,2,O2,A:L,simple,0.9211706519126892,10000.0,1,0.05661160498857498,0.9857760071754456,0.8442699909210205,1.1541976928710938
subj02,hV4,2,O2,B:D,naturalistic,0.8238803148269653,10000.0,1,0.31422245502471924,0.9651017785072327,0.6613374948501587,1.4607263803482056
subj02,hV4,2,O3,A:L,simple,0.8344306404693571,0.040949150623804234,7,0.0857328309445291,0.9698683196679807,0.6875659499202342,0.8074575085492558
subj02,hV4,2,O3,B:D,naturalistic,0.2048723195563692,0.040949150623804234,7,0.3262480876038022,0.8858791714194755,-0.35332469682051815,1.2190908923792663
subj02,hV4,2,O4,A:L,simple,0.9715714591605354,2.559547922699533,1,0.021634619942281996,0.9952723215899533,0.9111621147412836,0.8848119601497938
subj02,hV4,2,O4,B:D,naturalistic,0.7502053796449103,2.559547922699533,1,0.1997576772102431,0.9569276190021244,0.5379116182399211,1.2967337500189213
subj02,hV4,3,O0,A:P,simple,0.9742221236228943,0.0,1,0.5810020565986633,0.9377272129058838,0.9476025104522705,1.6162067651748657
subj02,hV4,3,O0,B:K,naturalistic,0.9782165884971619,0.0,1,0.07393421232700348,0.9948906898498535,0.9493623375892639,0.7424196600914001
subj02,hV4,3,O1,A:P,simple,0.9741966128349304,0.0,1,0.5861397385597229,0.9376782774925232,0.9476920366287231,1.6198660135269165
subj02,hV4,3,O1,B:K,naturalistic,0.9782981872558594,0.0,1,0.07255284488201141,0.9948514103889465,0.9503244161605835,0.7452875375747681
subj02,hV4,3,O2,A:P,simple,0.9742268919944763,10000.0,1,0.5810319781303406,0.9377421140670776,0.9476213455200195,1.6162643432617188
subj02,hV4,3,O2,B:K,naturalistic,0.9782117605209351,10000.0,1,0.0739162266254425,0.9948846101760864,0.9493908286094666,0.7424730062484741
subj02,hV4,3,O3,A:P,simple,0.9496462323145144,0.2682695795279725,6,0.676899524314306,0.9393397251959386,0.8934373009936679,1.6871756679083232
