participant,ROI,direction,model,held_out_r
subj07,hV4,naturalistic_to_simple,O1,0.9613137940565745
subj07,hV4,naturalistic_to_simple,O2,0.9623223543167114
subj07,hV4,naturalistic_to_simple,O3,0.922030355485985
subj07,hV4,naturalistic_to_simple,O4,0.9627931961116712
subj07,ventral,simple_to_naturalistic,O0,0.5011163602272669
subj07,ventral,simple_to_naturalistic,O1,0.5644469459851583
subj07,ventral,simple_to_naturalistic,O2,0.5011052787303925
subj07,ventral,simple_to_naturalistic,O3,0.5100958824671111
subj07,ventral,simple_to_naturalistic,O4,0.45760466450421927
subj07,ventral,naturalistic_to_simple,O0,0.4383532653252284
subj07,ventral,naturalistic_to_simple,O1,0.4632265716791153
subj07,ventral,naturalistic_to_simple,O2,0.42981643974781036
subj07,ventral,naturalistic_to_simple,O3,0.6452744360723617
subj07,ventral,naturalistic_to_simple,O4,0.4319090379275674
subj07,lateral,simple_to_naturalistic,O0,0.5354573825995127
subj07,lateral,simple_to_naturalistic,O1,0.4938486764828364
subj07,lateral,simple_to_naturalistic,O2,0.53542859852314
subj07,lateral,simple_to_naturalistic,O3,0.2483642290607547
subj07,lateral,simple_to_naturalistic,O4,0.5233160383087255
subj07,lateral,naturalistic_to_simple,O0,0.5746965159972509
subj07,lateral,naturalistic_to_simple,O1,0.5701900025208791
subj07,lateral,naturalistic_to_simple,O2,0.5746927012999853
subj07,lateral,naturalistic_to_simple,O3,0.6023182741250427
subj07,lateral,naturalistic_to_simple,O4,0.5743820671919945
subj07,parietal,simple_to_naturalistic,O0,0.3630722376207511
subj07,parietal,simple_to_naturalistic,O1,0.3704582676291466
subj07,parietal,simple_to_naturalistic,O2,0.3630465753376484
subj07,parietal,simple_to_naturalistic,O3,0.29601701642713835
subj07,parietal,simple_to_naturalistic,O4,0.3876656382326184
subj07,parietal,naturalistic_to_simple,O0,0.7124499976634979
subj07,parietal,naturalistic_to_simple,O1,0.7341994643211365
subj07,parietal,naturalistic_to_simple,O2,0.7223474482695261
subj07,parietal,naturalistic_to_simple,O3,0.7386228060026649
subj07,parietal,naturalistic_to_simple,O4,0.7301203840245956
subj08,V1,simple_to_naturalistic,O0,-0.1691392002006372
subj08,V1,simple_to_naturalistic,O1,-0.12575593094031015
subj08,V1,simple_to_naturalistic,O2,-0.16906578140333295
subj08,V1,simple_to_naturalistic,O3,0.40145622570409706
subj08,V1,simple_to_naturalistic,O4,-0.10567709043920799
subj08,V1,naturalistic_to_simple,O0,0.7122131884098053
subj08,V1,naturalistic_to_simple,O1,0.7117816110452017
subj08,V1,naturalistic_to_simple,O2,0.7122212052345276
subj08,V1,naturalistic_to_simple,O3,0.5984453339161903
subj08,V1,naturalistic_to_simple,O4,0.644738592179527
subj08,V2,simple_to_naturalistic,O0,0.19695678791807344
subj08,V2,simple_to_naturalistic,O1,0.12279694837828477
subj08,V2,simple_to_naturalistic,O2,0.1895100697875023
subj08,V2,simple_to_naturalistic,O3,0.1617224082937491
subj08,V2,simple_to_naturalistic,O4,0.2183173850413017
subj08,V2,naturalistic_to_simple,O0,0.8699130117893219
subj08,V2,naturalistic_to_simple,O1,0.867277185122172
subj08,V2,naturalistic_to_simple,O2,0.8699144919713339
subj08,V2,naturalistic_to_simple,O3,0.798135052055454
subj08,V2,naturalistic_to_simple,O4,0.8699551001891548
subj08,V3,simple_to_naturalistic,O0,0.5173676709334055
subj08,V3,simple_to_naturalistic,O1,0.5274922847747803
subj08,V3,simple_to_naturalistic,O2,0.5174467712640762
subj08,V3,simple_to_naturalistic,O3,0.5451478324690792
subj08,V3,simple_to_naturalistic,O4,0.5182079970088528
subj08,V3,naturalistic_to_simple,O0,0.9238795836766561
subj08,V3,naturalistic_to_simple,O1,0.9225605030854543
subj08,V3,naturalistic_to_simple,O2,0.923900822798411
subj08,V3,naturalistic_to_simple,O3,0.8727729465619524
subj08,V3,naturalistic_to_simple,O4,0.9215037987335374
subj08,hV4,simple_to_naturalistic,O0,0.23674282928307852
subj08,hV4,simple_to_naturalistic,O1,0.25234033167362213
subj08,hV4,simple_to_naturalistic,O2,0.1394896631439527
subj08,hV4,simple_to_naturalistic,O3,-0.01717229146901199
subj08,hV4,simple_to_naturalistic,O4,0.23676506444574683
subj08,hV4,naturalistic_to_simple,O0,0.9156879385312399
subj08,hV4,naturalistic_to_simple,O1,0.9206421375274658
subj08,hV4,naturalistic_to_simple,O2,0.9156822860240936
subj08,hV4,naturalistic_to_simple,O3,0.8347263625707404
subj08,hV4,naturalistic_to_simple,O4,0.9155289238500406
subj08,ventral,simple_to_naturalistic,O0,0.06484420426810782
subj08,ventral,simple_to_naturalistic,O1,0.06428067867333691
subj08,ventral,simple_to_naturalistic,O2,0.0649143848568201
subj08,ventral,simple_to_naturalistic,O3,0.045503225035289585
subj08,ventral,simple_to_naturalistic,O4,0.064820510945764
subj08,ventral,naturalistic_to_simple,O0,0.3152887299656868
subj08,ventral,naturalistic_to_simple,O1,0.33135343094666797
subj08,ventral,naturalistic_to_simple,O2,0.3174663136402766
subj08,ventral,naturalistic_to_simple,O3,0.22527687121268267
subj08,ventral,naturalistic_to_simple,O4,0.21905265397430818
subj08,lateral,simple_to_naturalistic,O0,-0.016839608550071716
subj08,lateral,simple_to_naturalistic,O1,-0.013337412228186926
subj08,lateral,simple_to_naturalistic,O2,-0.016709429522355396
subj08,lateral,simple_to_naturalistic,O3,0.14561710406440656
subj08,lateral,simple_to_naturalistic,O4,-0.017418006880800953
subj08,lateral,naturalistic_to_simple,O0,0.12575475995739302
subj08,lateral,naturalistic_to_simple,O1,0.15816301355759302
subj08,lateral,naturalistic_to_simple,O2,0.13252777668337026
subj08,lateral,naturalistic_to_simple,O3,0.24331148716124681
subj08,lateral,naturalistic_to_simple,O4,0.12291642000350604
subj08,parietal,simple_to_naturalistic,O0,-0.04390593858746191
subj08,parietal,simple_to_naturalistic,O1,-0.042907015730937324
subj08,parietal,simple_to_naturalistic,O2,-0.04385019248972336
subj08,parietal,simple_to_naturalistic,O3,-0.018740387333359518
subj08,parietal,simple_to_naturalistic,O4,-0.04657428060416785
subj08,parietal,naturalistic_to_simple,O0,0.4937775532404582
subj08,parietal,naturalistic_to_simple,O1,0.5264313270648321
subj08,parietal,naturalistic_to_simple,O2,0.49374234676361084
subj08,parietal,naturalistic_to_simple,O3,0.49961978613889785
subj08,parietal,naturalistic_to_simple,O4,0.4893930542463239
