subject,spearman_ventral_lateral_repeat_quality
subj01,-0.09523809523809523
subj02,0.7142857142857143
subj03,0.6428571428571429
subj04,0.6904761904761905
subj05,0.5952380952380952
subj06,0.7142857142857143
subj07,0.5714285714285714
subj08,0.9523809523809523
