subject,roi,family,component,fold,R0,R_PRIOR,R_CORR,R_NULL_mean,E_NATIVE,R_ORACLE
subj02,ventral,behavior,OUT,3,0.09842362724020332,0.0019177348291399678,0.007576312682798018,0.004437363164497197,0.003138949518300821,0.49095287213469396
subj02,ventral,behavior,OUT,4,0.07471680356922494,0.0043531364339145446,0.00872345920535849,0.006484014803498698,0.002239444401859792,0.4141709261872758
subj02,ventral,behavior,OUT,5,0.12135082484129478,0.0037424143897900135,0.010422090541513464,0.007770174446784012,0.0026519160947294524,0.44009119690527454
subj03,ventral,anatomy,IN,0,0.05563350908085189,0.07734287150182216,0.058944550120153594,0.054890974816004176,0.004053575304149418,0.14166729268508882
subj03,ventral,anatomy,IN,1,0.03328079445697759,0.06143986011722975,0.05135967931424908,0.04667888226996773,0.004680797044281357,0.12439384189407329
subj03,ventral,anatomy,IN,2,0.045057596078440426,0.051342255802234615,0.04417332377056075,0.042128745986164604,0.002044577784396144,0.15549170299003365
subj03,ventral,anatomy,IN,3,0.04488653835174137,0.05242827869961895,0.05840470272254967,0.055511564411533244,0.0028931383110164244,0.12025227973971461
subj03,ventral,anatomy,IN,4,0.0564731213194927,0.03361204080192914,0.051449005743128426,0.04502470732002919,0.006424298423099238,0.14854221437444562
subj03,ventral,anatomy,IN,5,0.023853698392255485,0.060893927863906745,0.05527939771816137,0.055077932640816146,0.00020146507734522534,0.13487030886154477
subj03,ventral,anatomy,OUT,0,0.05563350908085189,0.0016149104457649733,0.01474003349022062,0.01519966716724052,-0.00045963367701989943,0.49104961962794375
subj03,ventral,anatomy,OUT,1,0.03328079445697759,0.004874330714468489,0.019730590073601614,0.019125384984042787,0.0006052050895588267,0.5082566875999919
subj03,ventral,anatomy,OUT,2,0.045057596078440426,0.003694430437764026,0.010431919275322662,0.011843075436922052,-0.0014111561615993903,0.46475199662527666
subj03,ventral,anatomy,OUT,3,0.04488653835174137,0.006121514638930639,0.030944079551691633,0.0333134123491117,-0.0023693327974200658,0.5110208022955391
subj03,ventral,anatomy,OUT,4,0.0564731213194927,0.002348713866827979,0.038096037113379576,0.0396953544249733,-0.001599317311593726,0.5453632301563416
subj03,ventral,anatomy,OUT,5,0.023853698392255485,0.0037659059026719094,0.014342258657764778,0.017338276161557503,-0.0029960175037927247,0.5018406043078696
subj03,ventral,behavior,IN,0,0.05563350908085189,0.07734287150182216,0.03454510777563027,0.06383043470525654,-0.029285326929626272,0.14166729268508882
subj03,ventral,behavior,IN,1,0.03328079445697759,0.06143986011722975,0.027365073991074705,0.04948224143267547,-0.022117167441600763,0.12439384189407329
subj03,ventral,behavior,IN,2,0.045057596078440426,0.051342255802234615,0.0467483874547721,0.05934400487450953,-0.012595617419737436,0.15549170299003365
subj03,ventral,behavior,IN,3,0.04488653835174137,0.05242827869961895,0.02635726013710093,0.056808567479026226,-0.030451307341925294,0.12025227973971461
subj03,ventral,behavior,IN,4,0.0564731213194927,0.03361204080192914,0.061107872113563215,0.0501958405737334,0.010912031539829815,0.14854221437444562
subj03,ventral,behavior,IN,5,0.023853698392255485,0.060893927863906745,0.06347274960754837,0.05947440718955164,0.0039983424179967295,0.13487030886154477
subj03,ventral,behavior,OUT,0,0.05563350908085189,0.0016149104457649733,0.0019866665217248307,0.008121298726347731,-0.0061346322046229,0.49104961962794375
subj03,ventral,behavior,OUT,1,0.03328079445697759,0.004874330714468489,0.00440968461995757,0.012413045343859284,-0.008003360723901714,0.5082566875999919
subj03,ventral,behavior,OUT,2,0.045057596078440426,0.003694430437764026,0.011000491106346991,0.0074790611608019884,0.003521429945545003,0.46475199662527666
subj03,ventral,behavior,OUT,3,0.04488653835174137,0.006121514638930639,0.00278092490487571,0.010966767603998366,-0.008185842699122656,0.5110208022955391
subj03,ventral,behavior,OUT,4,0.0564731213194927,0.002348713866827979,0.00909475494857016,0.010788388310932033,-0.001693633362361873,0.5453632301563416
subj03,ventral,behavior,OUT,5,0.023853698392255485,0.0037659059026719094,0.006648134013627691,0.009745354999261982,-0.0030972209856342907,0.5018406043078696
subj04,ventral,anatomy,IN,0,0.03169004135716613,0.061123597807929586,0.03882295495561326,0.04147779211889404,-0.002654837163280778,0.12457934510026208
subj04,ventral,anatomy,IN,1,0.07487473703282638,0.09721544453665988,0.07278543742534826,0.07571989345810624,-0.002934456032757979,0.14025278146238854
subj04,ventral,anatomy,IN,2,0.08993644627769014,0.1429430282959475,0.13871816190045932,0.11958163402789453,0.0191365278725648,0.20715030137069654
subj04,ventral,anatomy,IN,3,0.056623822318314185,0.09041191462094192,0.08654662305540986,0.07153735031329198,0.015009272742117885,0.12446700747281923
subj04,ventral,anatomy,IN,4,0.0910385928948324,0.13023107297825878,0.08340876932924066,0.09737143308929885,-0.013962663760058197,0.22921320034050474
subj04,ventral,anatomy,IN,5,0.09262952019969077,0.08717639174205657,0.0597207197391118,0.06622370724816444,-0.006502987509052642,0.16306780837257556
subj04,ventral,anatomy,OUT,0,0.03169004135716613,0.009935946565784438,0.031464772264915626,0.023251030183324226,0.0082137420815914,0.5683298398276464
subj04,ventral,anatomy,OUT,1,0.07487473703282638,0.00308065541790742,0.006956936622610915,0.017789445860724645,-0.01083250923811373,0.4421500309642939
subj04,ventral,anatomy,OUT,2,0.08993644627769014,0.0029061822403359215,0.007539137510098973,0.02150493347097006,-0.013965795960871085,0.5056238629025237
subj04,ventral,anatomy,OUT,3,0.056623822318314185,0.00396374145689373,0.009324570814965398,0.018075663683599412,-0.008751092868634014,0.49405777546210145
subj04,ventral,anatomy,OUT,4,0.0910385928948324,0.003701177618480997,0.010295464865244937,0.011799945982349305,-0.001504481117104368,0.37261369804922917
subj04,ventral,anatomy,OUT,5,0.09262952019969077,0.0038326230964735915,0.004964229421246517,0.01209488407134552,-0.007130654650099003,0.5416812158265558
subj04,ventral,behavior,IN,0,0.03169004135716613,0.061123597807929586,0.040256377495704015,0.04266096852253581,-0.0024045910268317913,0.12457934510026208
subj04,ventral,behavior,IN,1,0.07487473703282638,0.09721544453665988,0.1170409157412711,0.06736631813903848,0.04967459760223261,0.14025278146238854
subj04,ventral,behavior,IN,2,0.08993644627769014,0.1429430282959475,0.16924416842734819,0.12513674402910854,0.04410742439823964,0.20715030137069654
subj04,ventral,behavior,IN,3,0.056623822318314185,0.09041191462094192,0.07434206972475793,0.07591569463850148,-0.0015736249137435487,0.12446700747281923
subj04,ventral,behavior,IN,4,0.0910385928948324,0.13023107297825878,0.0859004768523711,0.09410437948028327,-0.00820390262791218,0.22921320034050474
subj04,ventral,behavior,IN,5,0.09262952019969077,0.08717639174205657,0.06545604994803016,0.06684584336019547,-0.001389793412165316,0.16306780837257556
subj04,ventral,behavior,OUT,0,0.03169004135716613,0.009935946565784438,0.0027558402841063026,0.023631525102409717,-0.020875684818303413,0.5683298398276464
subj04,ventral,behavior,OUT,1,0.07487473703282638,0.00308065541790742,0.009144062969258748,0.016511693491361397,-0.007367630522102649,0.4421500309642939
subj04,ventral,behavior,OUT,2,0.08993644627769014,0.0029061822403359215,0.012343355292108215,0.017729586899691337,-0.005386231607583123,0.5056238629025237
subj04,ventral,behavior,OUT,3,0.056623822318314185,0.00396374145689373,0.005471617235626032,0.016787287638970506,-0.011315670403344474,0.49405777546210145
subj04,ventral,behavior,OUT,4,0.0910385928948324,0.003701177618480997,0.001222839119338332,0.010441461041672173,-0.009218621922333841,0.37261369804922917
subj04,ventral,behavior,OUT,5,0.09262952019969077,0.0038326230964735915,0.007075013574912688,0.010004166841161627,-0.002929153266248938,0.5416812158265558
subj05,ventral,anatomy,IN,0,0.034305190882839384,0.03562921069248756,0.050923617989496975,0.04169555613160551,0.009228061857891462,0.10661870554268328
subj05,ventral,anatomy,IN,1,0.04989708230557105,0.06229071126982612,0.05613319758975915,0.048759689123727634,0.007373508466031513,0.1456456782154934
subj05,ventral,anatomy,IN,2,0.08945668530965731,0.03584488203514313,0.05217627495057236,0.04440756907621999,0.007768705874352369,0.13298847648339493
subj05,ventral,anatomy,IN,3,0.05494836761930069,0.02753323636720153,0.061815286340913156,0.042251484675710424,0.019563801665202732,0.10872738879414662
subj05,ventral,anatomy,IN,4,0.09064902591766223,0.05818325941711888,0.06438379116644517,0.05162368939047943,0.012760101775965746,0.1766669382966261
subj05,ventral,anatomy,IN,5,0.0571264037565907,0.02345755148537941,0.05303536688713696,0.034793063061629166,0.018242303825507795,0.0895066623198745
subj05,ventral,anatomy,OUT,0,0.034305190882839384,0.005965459015309562,0.05458915116124513,0.02579675503449546,0.02879239612674967,0.6174916338859042
subj05,ventral,anatomy,OUT,1,0.04989708230557105,0.006507276255442719,0.051361590001843815,0.02246060998020151,0.028900980021642306,0.5090526963790754
subj05,ventral,anatomy,OUT,2,0.08945668530965731,0.014704677998004364,0.013701992555554092,0.02813237343333153,-0.014430380877777437,0.6210073237083163
subj05,ventral,anatomy,OUT,3,0.05494836761930069,0.007775647252975587,0.03986181395907119,0.01933860776911701,0.020523206189954183,0.542936288132193
subj05,ventral,anatomy,OUT,4,0.09064902591766223,0.012424239614342804,0.04178925577611603,0.02582059038687511,0.01596866538924092,0.6052615536617008
subj05,ventral,anatomy,OUT,5,0.0571264037565907,0.004168019339589436,0.033961560278767185,0.019492792631851087,0.014468767646916098,0.6001354873408148
subj05,ventral,behavior,IN,0,0.034305190882839384,0.03562921069248756,0.047114204175547784,0.048087974753262326,-0.0009737705777145417,0.10661870554268328
subj05,ventral,behavior,IN,1,0.04989708230557105,0.06229071126982612,0.05453727875104706,0.054261378528202675,0.00027590022284438437,0.1456456782154934
subj05,ventral,behavior,IN,2,0.08945668530965731,0.03584488203514313,0.037744806481241414,0.038241419998338695,-0.0004966135170972816,0.13298847648339493
subj05,ventral,behavior,IN,3,0.05494836761930069,0.02753323636720153,0.03432887734501479,0.034044933496065834,0.0002839438489489546,0.10872738879414662
subj05,ventral,behavior,IN,4,0.09064902591766223,0.05818325941711888,0.03369517246378971,0.034774887668430426,-0.001079715204640716,0.1766669382966261
subj05,ventral,behavior,IN,5,0.0571264037565907,0.02345755148537941,0.03580528697469919,0.03662448606454628,-0.0008191990898470947,0.0895066623198745
subj05,ventral,behavior,OUT,0,0.034305190882839384,0.005965459015309562,0.04711138166545974,0.04623395601363368,0.0008774256518260595,0.6174916338859042
subj05,ventral,behavior,OUT,1,0.04989708230557105,0.006507276255442719,0.046344117421613845,0.04647435451192984,-0.00013023709031599606,0.5090526963790754
subj05,ventral,behavior,OUT,2,0.08945668530965731,0.014704677998004364,0.06300549570641147,0.06631644335937754,-0.0033109476529660786,0.6210073237083163
subj05,ventral,behavior,OUT,3,0.05494836761930069,0.007775647252975587,0.040689047873550016,0.04150103469411674,-0.0008119868205667263,0.542936288132193
subj05,ventral,behavior,OUT,4,0.09064902591766223,0.012424239614342804,0.05321018831098538,0.054718116577577955,-0.001507928266592573,0.6052615536617008
subj05,ventral,behavior,OUT,5,0.0571264037565907,0.004168019339589436,0.040061026004598654,0.04015883436500024,-9.780836040158836e-05,0.6001354873408148
subj06,ventral,anatomy,IN,0,0.051041215255136586,0.03968893121942363,0.04761431867010662,0.0378578542100562,0.00975646446005042,0.19013243188390258
subj06,ventral,anatomy,IN,1,0.08332968126213525,0.04854009018905043,0.0297855556150955,0.044230480262842785,-0.014444924647747284,0.23069985793892978
subj06,ventral,anatomy,IN,2,0.0879529212148983,0.07329336522871768,0.057273571586405975,0.06816578009736983,-0.010892208510963855,0.18129188728536078
subj06,ventral,anatomy,IN,3,0.022920926806815012,0.018432842027313788,0.01175937836253748,0.025974512743873947,-0.014215134381336467,0.15186271062484336
subj06,ventral,anatomy,IN,4,0.05746171939490791,0.04760977033013035,0.0425503303497279,0.03954088602331167,0.0030094443264162274,0.22195488550084808
subj06,ventral,anatomy,IN,5,0.04037001597669514,0.0411606897036607,0.04465140234361063,0.03661930486168993,0.0080320974819207,0.20117922805150912
subj06,ventral,anatomy,OUT,0,0.051041215255136586,0.00540147599780883,0.003557429499103549,0.0037273361250822305,-0.0001699066259786817,0.45934712763160607
subj06,ventral,anatomy,OUT,1,0.08332968126213525,0.007250577031264431,0.02287411634627045,0.004900807789887465,0.017973308556382985,0.3085885356534645
subj06,ventral,anatomy,OUT,2,0.0879529212148983,0.003938950553272971,0.02267731463270104,0.005582765962037527,0.017094548670663515,0.3827370642740888
subj06,ventral,anatomy,OUT,3,0.022920926806815012,0.0047245552826868,0.012330236372093947,0.005915711312933177,0.00641452505916077,0.3942521601306702
subj06,ventral,anatomy,OUT,4,0.05746171939490791,0.0012106210021790211,0.010691521647044802,0.0037156703813831537,0.006975851265661649,0.515997509672611
subj06,ventral,anatomy,OUT,5,0.04037001597669514,0.007210229303617782,0.023335666932722758,0.008393975673166887,0.014941691259555872,0.46134275683269654
subj06,ventral,behavior,IN,0,0.051041215255136586,0.03968893121942363,0.04277903327467841,0.03935957126362159,0.0034194620110568202,0.19013243188390258
subj06,ventral,behavior,IN,1,0.08332968126213525,0.04854009018905043,0.04148631595195658,0.04535817657505478,-0.0038718606230982028,0.23069985793892978
subj06,ventral,behavior,IN,2,0.0879529212148983,0.07329336522871768,0.044406509752406204,0.06559066781957137,-0.02118415806716517,0.18129188728536078
subj06,ventral,behavior,IN,3,0.022920926806815012,0.018432842027313788,0.018248082106262428,0.02432647589401792,-0.006078393787755491,0.15186271062484336
subj06,ventral,behavior,IN,4,0.05746171939490791,0.04760977033013035,0.054485337201702684,0.038147630078385106,0.01633770712331758,0.22195488550084808
subj06,ventral,behavior,IN,5,0.04037001597669514,0.0411606897036607,0.037418355445775126,0.035466242759913696,0.001952112685861429,0.20117922805150912
subj06,ventral,behavior,OUT,0,0.051041215255136586,0.00540147599780883,0.0036482881992955293,0.003713295538403958,-6.500733910842858e-05,0.45934712763160607
subj06,ventral,behavior,OUT,1,0.08332968126213525,0.007250577031264431,0.0027959386949962983,0.0102348787663028,-0.007438940071306502,0.3085885356534645
subj06,ventral,behavior,OUT,2,0.0879529212148983,0.003938950553272971,0.009568586296794478,0.008368910036124727,0.0011996762606697516,0.3827370642740888
subj06,ventral,behavior,OUT,3,0.022920926806815012,0.0047245552826868,0.009557845094899842,0.006808789324773284,0.0027490557701265583,0.3942521601306702
subj06,ventral,behavior,OUT,4,0.05746171939490791,0.0012106210021790211,0.0030710547903539656,0.006341995182768215,-0.0032709403924142495,0.515997509672611
subj06,ventral,behavior,OUT,5,0.04037001597669514,0.007210229303617782,0.0036139244135490476,0.012975151376399064,-0.009361226962850015,0.46134275683269654
subj07,ventral,anatomy,IN,0,0.04909128624831283,0.02834654943459835,0.05320617367531091,0.033249007491085676,0.01995716618422523,0.2449966234318162
subj07,ventral,anatomy,IN,1,0.04960039466467116,0.060526591245194675,0.06481421617339908,0.05088421762536522,0.01392999854803386,0.23057889254087685
subj07,ventral,anatomy,IN,2,0.029029886594618904,0.04990924938840295,0.05662875434220696,0.04543218843231678,0.011196565909890183,0.25286585870664247
subj07,ventral,anatomy,IN,3,0.04246593698577296,0.03254397124708405,0.03956628531321888,0.030233319667055714,0.009332965646163167,0.21330423884378108
subj07,ventral,anatomy,IN,4,0.08212049288907314,0.05608277800806283,0.08336831319934199,0.05142381615665064,0.031944497042691346,0.2209198874307628
subj07,ventral,anatomy,IN,5,0.08552139280510399,0.07169546364467105,0.06337733300118964,0.06501212311922117,-0.001634790118031526,0.28373071368557135
subj07,ventral,anatomy,OUT,0,0.04909128624831283,0.006574684953740247,0.013368060949131226,0.017173327130971285,-0.0038052661818400585,0.5081068243674749
subj07,ventral,anatomy,OUT,1,0.04960039466467116,0.00947781491968516,0.007192061555114458,0.024452310060964332,-0.017260248505849875,0.5298883170525592
subj07,ventral,anatomy,OUT,2,0.029029886594618904,0.00960110170639561,0.009145880797277071,0.021634637139162794,-0.012488756341885723,0.4939271451818975
subj07,ventral,anatomy,OUT,3,0.04246593698577296,0.013002136862527078,0.017984878537383155,0.03227581113373987,-0.014290932596356713,0.5497376833445173
subj07,ventral,anatomy,OUT,4,0.08212049288907314,0.006109883236318026,0.004819813718235769,0.01942759842501528,-0.014607784706779512,0.47464410552419767
subj07,ventral,anatomy,OUT,5,0.08552139280510399,0.0074265294617617585,0.010504696301649531,0.031252908381645274,-0.02074821207999574,0.48207277153779376
subj07,ventral,behavior,IN,0,0.04909128624831283,0.02834654943459835,0.02893775958015514,0.04040371367497801,-0.011465954094822872,0.2449966234318162
subj07,ventral,behavior,IN,1,0.04960039466467116,0.060526591245194675,0.025712477015101626,0.06434493468870155,-0.03863245767359992,0.23057889254087685
subj07,ventral,behavior,IN,2,0.029029886594618904,0.04990924938840295,0.026766393902034624,0.05139082742285281,-0.024624433520818185,0.25286585870664247
subj07,ventral,behavior,IN,3,0.04246593698577296,0.03254397124708405,0.0190353201875786,0.03151476359329858,-0.012479443405719978,0.21330423884378108
subj07,ventral,behavior,IN,4,0.08212049288907314,0.05608277800806283,0.03136019214474297,0.05619369410939727,-0.024833501964654302,0.2209198874307628
subj07,ventral,behavior,IN,5,0.08552139280510399,0.07169546364467105,0.05014383597015046,0.06429807016864851,-0.014154234198498053,0.28373071368557135
subj07,ventral,behavior,OUT,0,0.04909128624831283,0.006574684953740247,0.01507301256891408,0.01290364491278885,0.002169367656125229,0.5081068243674749
subj07,ventral,behavior,OUT,1,0.04960039466467116,0.00947781491968516,0.03599343225967098,0.015557227716584143,0.020436204543086835,0.5298883170525592
subj07,ventral,behavior,OUT,2,0.029029886594618904,0.00960110170639561,0.03505356188506046,0.014130704434711644,0.020922857450348817,0.4939271451818975
subj07,ventral,behavior,OUT,3,0.04246593698577296,0.013002136862527078,0.018357336949688854,0.023203485935585813,-0.004846148985896959,0.5497376833445173
subj07,ventral,behavior,OUT,4,0.08212049288907314,0.006109883236318026,0.06356555102435324,0.014658453178767163,0.04890709784558608,0.47464410552419767
subj07,ventral,behavior,OUT,5,0.08552139280510399,0.0074265294617617585,0.05187321997958877,0.014166574698050716,0.037706645281538054,0.48207277153779376
subj08,ventral,anatomy,IN,0,0.07772693248099158,0.05617259292878002,0.04891740220184006,0.0481326518119088,0.0007847503899312547,0.20913871647014856
subj08,ventral,anatomy,IN,1,0.0611981838034457,0.04425662214203766,0.03687853104425196,0.035084365369632345,0.0017941656746196175,0.11961319037397557
subj08,ventral,anatomy,IN,2,0.08242595104951156,0.0248242900799823,0.02094258550278608,0.02120463832185081,-0.00026205281906473143,0.11690664656836157
subj08,ventral,anatomy,IN,3,0.10113737392592892,0.05853694291044047,0.03716736244118242,0.03645584527755754,0.0007115171636248793,0.16568126734548272
subj08,ventral,anatomy,IN,4,0.05034875602711626,0.0664447335626594,0.04460355378578067,0.042943701275406164,0.001659852510374503,0.13027393382558294
subj08,ventral,anatomy,IN,5,0.055102901016561324,0.03193136575518179,0.02936435258567121,0.028875193316655234,0.0004891592690159756,0.15649990755066887
subj08,ventral,anatomy,OUT,0,0.07772693248099158,0.0012353215613335323,0.006652397303151833,0.008362413697257048,-0.0017100163941052154,0.37030670161391177
subj08,ventral,anatomy,OUT,1,0.0611981838034457,0.002123240783771339,0.008275886068282985,0.009429194293231519,-0.0011533082249485342,0.30481914153357537
subj08,ventral,anatomy,OUT,2,0.08242595104951156,0.005247127021545365,0.015750783119912754,0.015397672391159684,0.00035311072875307027,0.27250574749605994
subj08,ventral,anatomy,OUT,3,0.10113737392592892,0.007776006646504978,0.013354230738523386,0.01465581709146257,-0.0013015863529391835,0.1813429995348245
subj08,ventral,anatomy,OUT,4,0.05034875602711626,0.006544295838880235,0.01090715397063155,0.009328638632949228,0.0015785153376823222,0.3506484066421294
subj08,ventral,anatomy,OUT,5,0.055102901016561324,0.0020631993929177608,0.012015175122711077,0.010505236717562918,0.0015099384051481587,0.2569531168326441
subj08,ventral,behavior,IN,0,0.07772693248099158,0.05617259292878002,0.035622388955336357,0.05230491669227078,-0.016682527736934426,0.20913871647014856
subj08,ventral,behavior,IN,1,0.0611981838034457,0.04425662214203766,0.03303699525075111,0.03912639470364895,-0.0060893994528978465,0.11961319037397557
subj08,ventral,behavior,IN,2,0.08242595104951156,0.0248242900799823,0.02225749088404726,0.02779518551084706,-0.005537694626799799,0.11690664656836157
subj08,ventral,behavior,IN,3,0.10113737392592892,0.05853694291044047,0.043986924841349195,0.04215775523029357,0.0018291696110556283,0.16568126734548272
subj08,ventral,behavior,IN,4,0.05034875602711626,0.0664447335626594,0.050429246814625246,0.044426495613264144,0.006002751201361102,0.13027393382558294
subj08,ventral,behavior,IN,5,0.055102901016561324,0.03193136575518179,0.0229658143003231,0.03094638546607804,-0.00798057116575494,0.15649990755066887
subj08,ventral,behavior,OUT,0,0.07772693248099158,0.0012353215613335323,0.002985212918255935,0.005191415444942556,-0.0022062025266866214,0.37030670161391177
subj08,ventral,behavior,OUT,1,0.0611981838034457,0.002123240783771339,0.006769472387582191,0.004336484174300824,0.002432988213281367,0.30481914153357537
