subject,roi,family,component,fold,SIM_PRIOR,SIM_CORR,SIM_NULL_mean,E_GEOM
subj03,lateral,anatomy,OUT,5,0.19314205060493855,0.06438931607263586,0.09172518267818237,-0.027335866605546516
subj03,lateral,behavior,IN,0,0.5244619462837015,0.3178717287419773,0.35134322875652124,-0.033471500014543965
subj03,lateral,behavior,IN,1,0.47644768945256016,0.31013770170265864,0.3230691562062605,-0.012931454503601836
subj03,lateral,behavior,IN,2,0.5750470180013646,0.3151649575993179,0.3626151391571659,-0.047450181557848026
subj03,lateral,behavior,IN,3,0.5154751852682355,0.32408521158268405,0.3384233438336322,-0.014338132250948155
subj03,lateral,behavior,IN,4,0.507153757512338,0.3172504879121673,0.34509166671789093,-0.02784117880572362
subj03,lateral,behavior,IN,5,0.5340445449767742,0.30900692837004934,0.35856548544664363,-0.04955855707659429
subj03,lateral,behavior,OUT,0,0.26959220759640096,0.011990946836594782,0.1389809148727019,-0.12698996803610713
subj03,lateral,behavior,OUT,1,0.24314643439508968,0.141272712722163,0.1367026426830171,0.00457007003914589
subj03,lateral,behavior,OUT,2,0.24676478930538875,0.06774223799721017,0.13916589129015813,-0.07142365329294796
subj03,lateral,behavior,OUT,3,0.2353621750535963,0.128708610510423,0.1284040261607685,0.0003045843496545242
subj03,lateral,behavior,OUT,4,0.2395184798292898,0.017039404309150574,0.1325068519347689,-0.11546744762561834
subj03,lateral,behavior,OUT,5,0.19314205060493855,0.11816042419774393,0.07990122062320258,0.03825920357454135
subj04,lateral,anatomy,IN,0,0.5022297729931612,0.31219511758203033,0.33231442692694274,-0.020119309344912406
subj04,lateral,anatomy,IN,1,0.4628790589118261,0.29969694857659673,0.3006938545242428,-0.000996905947646065
subj04,lateral,anatomy,IN,2,0.46572927427182886,0.295728492625246,0.3060391544154129,-0.01031066179016693
subj04,lateral,anatomy,IN,3,0.49012511662891417,0.3240453557267522,0.3145285281000019,0.009516827626750268
subj04,lateral,anatomy,IN,4,0.4792198207988765,0.3030822990840623,0.30212127992247656,0.0009610191615857522
subj04,lateral,anatomy,IN,5,0.48057117644172725,0.30057312628169314,0.30705841799626826,-0.006485291714575125
subj04,lateral,anatomy,OUT,0,0.08269491820631229,0.008755222987768188,0.03371209725464915,-0.024956874266880966
subj04,lateral,anatomy,OUT,1,0.15244740759435405,0.03164678510127573,0.08329243667308163,-0.0516456515718059
subj04,lateral,anatomy,OUT,2,0.26597058328062256,0.04599215525733461,0.15642649441788273,-0.11043433916054812
subj04,lateral,anatomy,OUT,3,0.2036775151681184,0.08858219321469002,0.11612835392206533,-0.02754616070737531
subj04,lateral,anatomy,OUT,4,0.23454469257523242,0.030677751846224233,0.1252680086168004,-0.09459025677057617
subj04,lateral,anatomy,OUT,5,0.02624628752907228,0.00966039852171069,0.008318333740085079,0.0013420647816256102
subj04,lateral,behavior,IN,0,0.5022297729931612,0.3141481079574179,0.3336030214038579,-0.019454913446440014
subj04,lateral,behavior,IN,1,0.4628790589118261,0.3008530812483713,0.3074925189953244,-0.006639437746953136
subj04,lateral,behavior,IN,2,0.46572927427182886,0.260123710919988,0.3150705404602225,-0.0549468295402345
subj04,lateral,behavior,IN,3,0.49012511662891417,0.32456076440186116,0.3126379791300471,0.011922785271814063
subj04,lateral,behavior,IN,4,0.4792198207988765,0.27351102102015196,0.31665192759217653,-0.04314090657202457
subj04,lateral,behavior,IN,5,0.48057117644172725,0.26680270042098186,0.3083935612875258,-0.041590860866543955
subj04,lateral,behavior,OUT,0,0.08269491820631229,0.028217876452164885,0.03108490544060267,-0.0028670289884377836
subj04,lateral,behavior,OUT,1,0.15244740759435405,0.08169533294221919,0.07466358918708478,0.007031743755134406
subj04,lateral,behavior,OUT,2,0.26597058328062256,0.15886036407167328,0.14001434191491666,0.018846022156756626
subj04,lateral,behavior,OUT,3,0.2036775151681184,0.11115964482060535,0.11123421955780778,-7.45747372024319e-05
subj04,lateral,behavior,OUT,4,0.23454469257523242,0.12826327548672745,0.11324368206735848,0.015019593419368968
subj04,lateral,behavior,OUT,5,0.02624628752907228,0.013457092948736166,0.00781860172623118,0.005638491222504986
subj05,lateral,anatomy,IN,0,0.5593856165223083,0.37282267946546704,0.3588109857558058,0.014011693709661266
subj05,lateral,anatomy,IN,1,0.5466994591463371,0.37816322941325503,0.36293125528020737,0.015231974133047665
subj05,lateral,anatomy,IN,2,0.5638781955411644,0.38805867043059594,0.36200086345051574,0.0260578069800802
subj05,lateral,anatomy,IN,3,0.4765491429119011,0.3267252954983885,0.3216379360906154,0.005087359407773107
subj05,lateral,anatomy,IN,4,0.5330813885212051,0.3727564908715624,0.3584080733049542,0.014348417566608151
subj05,lateral,anatomy,IN,5,0.5527969833381335,0.3447157926834364,0.35047829272135944,-0.005762500037923057
subj05,lateral,anatomy,OUT,0,0.30119629389634234,0.15197831481252916,0.12287335698482205,0.029104957827707112
subj05,lateral,anatomy,OUT,1,0.34730884518881444,0.2612876873120064,0.21230782326924583,0.048979864042760585
subj05,lateral,anatomy,OUT,2,0.2522820693376061,0.1327891161460297,0.12862795257858295,0.004161163567446752
subj05,lateral,anatomy,OUT,3,0.26015829554554615,0.16036230335848906,0.14202622887013355,0.018336074488355503
subj05,lateral,anatomy,OUT,4,0.10011825458087348,0.029134308700386653,0.02959918525628973,-0.0004648765559030765
subj05,lateral,anatomy,OUT,5,0.17874599338782154,0.07324942904264986,0.06683197262232363,0.006417456420326234
subj05,lateral,behavior,IN,0,0.5593856165223083,0.3812608687530313,0.3809763642993594,0.0002845044536718966
subj05,lateral,behavior,IN,1,0.5466994591463371,0.38398589110307696,0.3843177539875943,-0.00033186288451736434
subj05,lateral,behavior,IN,2,0.5638781955411644,0.3923740266277367,0.3929719574730244,-0.0005979308452876975
subj05,lateral,behavior,IN,3,0.4765491429119011,0.3368848797423687,0.3370368951590461,-0.00015201541667742013
subj05,lateral,behavior,IN,4,0.5330813885212051,0.3770338653938237,0.3771258665454056,-9.200115158186639e-05
subj05,lateral,behavior,IN,5,0.5527969833381335,0.3657727562130458,0.3665189572245626,-0.0007462010115168449
subj05,lateral,behavior,OUT,0,0.30119629389634234,0.1444266116365754,0.1475631699773529,-0.0031365583407774733
subj05,lateral,behavior,OUT,1,0.34730884518881444,0.24138017899091066,0.24564760544128486,-0.004267426450374201
subj05,lateral,behavior,OUT,2,0.2522820693376061,0.13614090728765027,0.13877921064223198,-0.002638303354581706
subj05,lateral,behavior,OUT,3,0.26015829554554615,0.15092947125202819,0.15341683338245868,-0.0024873621304304927
subj05,lateral,behavior,OUT,4,0.10011825458087348,0.024303310748431832,0.02521333603168499,-0.0009100252832531588
subj05,lateral,behavior,OUT,5,0.17874599338782154,0.06755532705764503,0.07004671206748003,-0.0024913850098350065
subj06,lateral,anatomy,IN,0,0.462889916799869,0.2376012518105249,0.3263202661537038,-0.08871901434317889
subj06,lateral,anatomy,IN,1,0.45801693223025247,0.2601401384177539,0.333267668269568,-0.07312752985181409
subj06,lateral,anatomy,IN,2,0.41686840707893147,0.29064371862183513,0.31339353745609366,-0.02274981883425853
subj06,lateral,anatomy,IN,3,0.4640194883708251,0.2815849528324015,0.33520013949100325,-0.053615186658601766
subj06,lateral,anatomy,IN,4,0.4284271135124589,0.2611207173912468,0.32098016111865746,-0.059859443727410644
subj06,lateral,anatomy,IN,5,0.47470330237231556,0.28400034512167954,0.3307332111273269,-0.046732866005647355
subj06,lateral,anatomy,OUT,0,0.2886556665349454,0.16245988364516364,0.12703492840844943,0.03542495523671421
subj06,lateral,anatomy,OUT,1,0.26930970299613455,0.15034315399788523,0.163481343563891,-0.013138189566005765
subj06,lateral,anatomy,OUT,2,0.248559731333109,0.1400616685926409,0.15020532129996922,-0.01014365270732831
subj06,lateral,anatomy,OUT,3,0.26535182577829214,0.15787232221052006,0.16156608158044392,-0.0036937593699238602
subj06,lateral,anatomy,OUT,4,0.24483342761282653,0.1362664099978485,0.1416896969045286,-0.0054232869066800915
subj06,lateral,anatomy,OUT,5,0.26281858897809174,0.14651768894765815,0.14056227639027344,0.005955412557384715
subj06,lateral,behavior,IN,0,0.462889916799869,0.2918654880680443,0.3042553284620275,-0.01238984039398322
subj06,lateral,behavior,IN,1,0.45801693223025247,0.28234522102000886,0.3142514634951306,-0.03190624247512175
subj06,lateral,behavior,IN,2,0.41686840707893147,0.27351194252706,0.3071573319670845,-0.03364538944002449
subj06,lateral,behavior,IN,3,0.4640194883708251,0.32931766325470374,0.3172892613298747,0.012028401924829013
subj06,lateral,behavior,IN,4,0.4284271135124589,0.2731429388781141,0.3131921452217532,-0.04004920634363912
subj06,lateral,behavior,IN,5,0.47470330237231556,0.28133536802901493,0.3277313128931762,-0.046395944864161265
subj06,lateral,behavior,OUT,0,0.2886556665349454,0.04360544775604217,0.14266170319371813,-0.09905625543767596
subj06,lateral,behavior,OUT,1,0.26930970299613455,0.08785033554525765,0.16180176915114816,-0.07395143360589052
subj06,lateral,behavior,OUT,2,0.248559731333109,0.13503186138401743,0.13440931986273064,0.0006225415212867957
subj06,lateral,behavior,OUT,3,0.26535182577829214,0.11622457658756047,0.17058855893712235,-0.054363982349561885
subj06,lateral,behavior,OUT,4,0.24483342761282653,0.11937189347201227,0.13677441939894402,-0.017402525926931756
subj06,lateral,behavior,OUT,5,0.26281858897809174,0.021373207611516454,0.15541229718960822,-0.13403908957809177
subj07,lateral,anatomy,IN,0,0.44797399665129806,0.34453814610542227,0.3006481104793026,0.04389003562611965
subj07,lateral,anatomy,IN,1,0.44803747045459724,0.34437803392708255,0.31225087959368664,0.03212715433339591
subj07,lateral,anatomy,IN,2,0.4631099784339745,0.356935340473352,0.322053498982587,0.03488184149076501
subj07,lateral,anatomy,IN,3,0.4874858936967137,0.3035892241734894,0.33381558682931844,-0.030226362655829064
subj07,lateral,anatomy,IN,4,0.4555764369366106,0.367165896758816,0.32097887281894716,0.04618702393986884
subj07,lateral,anatomy,IN,5,0.4542923127956023,0.3289051256105679,0.3188308758780323,0.010074249732535567
subj07,lateral,anatomy,OUT,0,0.031411994848659745,0.018275019795890614,0.00776227031978233,0.010512749476108283
subj07,lateral,anatomy,OUT,1,0.1320696100134476,0.08700265798062709,0.08461566604059302,0.0023869919400340694
subj07,lateral,anatomy,OUT,2,0.08188288477522274,0.043790131228213756,0.04644665637273115,-0.002656525144517391
subj07,lateral,anatomy,OUT,3,0.24286013739950643,0.13390669429538735,0.14767787313809883,-0.013771178842711479
subj07,lateral,anatomy,OUT,4,0.04545611508202072,0.01601007766360308,0.027888954493049744,-0.011878876829446664
subj07,lateral,anatomy,OUT,5,0.31609698337595404,0.1011075924350377,0.18186890932985425,-0.08076131689481655
subj07,lateral,behavior,IN,0,0.44797399665129806,0.2959849316655301,0.30840064642591214,-0.012415714760382057
subj07,lateral,behavior,IN,1,0.44803747045459724,0.2815939078403384,0.3057506882590251,-0.02415678041868674
subj07,lateral,behavior,IN,2,0.4631099784339745,0.32670982570158896,0.3166576866079583,0.010052139093630674
subj07,lateral,behavior,IN,3,0.4874858936967137,0.33799464317249495,0.3227050245248793,0.015289618647615633
subj07,lateral,behavior,IN,4,0.4555764369366106,0.2987511363324638,0.32201400793481283,-0.023262871602349022
subj07,lateral,behavior,IN,5,0.4542923127956023,0.31133242531966615,0.31923051968420707,-0.00789809436454092
subj07,lateral,behavior,OUT,0,0.031411994848659745,0.006575720269107686,0.009501068155629925,-0.0029253478865222393
subj07,lateral,behavior,OUT,1,0.1320696100134476,0.11916151334146055,0.07452318383914579,0.044638329502314764
subj07,lateral,behavior,OUT,2,0.08188288477522274,0.04357045273328162,0.04306059594120307,0.0005098567920785516
subj07,lateral,behavior,OUT,3,0.24286013739950643,0.13332257297855293,0.14165255842315772,-0.008329985444604782
subj07,lateral,behavior,OUT,4,0.04545611508202072,0.011935369083700359,0.026329305876224604,-0.014393936792524245
subj07,lateral,behavior,OUT,5,0.31609698337595404,0.10479753631749077,0.17550085836390417,-0.0707033220464134
subj08,lateral,anatomy,IN,0,0.34340996023616405,0.2140228423699069,0.25733587140722625,-0.043313029037319345
subj08,lateral,anatomy,IN,1,0.3297064490413751,0.23391248776216375,0.2504020179212994,-0.01648953015913565
subj08,lateral,anatomy,IN,2,0.3622236866281027,0.2647843569758027,0.2657344271848254,-0.0009500702090226576
subj08,lateral,anatomy,IN,3,0.33468962167712496,0.2527047612791536,0.2503181356113913,0.0023866256677622655
subj08,lateral,anatomy,IN,4,0.3560635676406438,0.24857203444126266,0.26016959978782506,-0.011597565346562394
subj08,lateral,anatomy,IN,5,0.37807867508825477,0.2450567383116603,0.26816471095871114,-0.023107972647050834
subj08,lateral,anatomy,OUT,0,0.3318917540175064,0.19636095946187182,0.1568102616550239,0.03955069780684792
subj08,lateral,anatomy,OUT,1,0.3092299927131333,0.17657774605609827,0.17662213496914536,-4.4388913047088696e-05
subj08,lateral,anatomy,OUT,2,0.33153352558013943,0.18176708050177146,0.18720666178114406,-0.005439581279372607
subj08,lateral,anatomy,OUT,3,0.3260286657424304,0.18930103330322848,0.19442316884763255,-0.005122135544404077
subj08,lateral,anatomy,OUT,4,0.3112376796034113,0.17339418301650103,0.15231292080627373,0.021081262210227297
subj08,lateral,anatomy,OUT,5,0.32977207968681843,0.18885661804427797,0.17917852522077474,0.009678092823503237
subj08,lateral,behavior,IN,0,0.34340996023616405,0.2715769874002812,0.2494715691152611,0.02210541828502008
subj08,lateral,behavior,IN,1,0.3297064490413751,0.2765451871566475,0.25095472722902157,0.02559045992762593
subj08,lateral,behavior,IN,2,0.3622236866281027,0.28485424741460763,0.2711565837953492,0.013697663619258449
subj08,lateral,behavior,IN,3,0.33468962167712496,0.26531971987359915,0.2501534699954077,0.015166249878191429
subj08,lateral,behavior,IN,4,0.3560635676406438,0.27401503266020627,0.25894467507636626,0.01507035758384001
subj08,lateral,behavior,IN,5,0.37807867508825477,0.2949084344455387,0.2655338529978522,0.02937458144768651
subj08,lateral,behavior,OUT,0,0.3318917540175064,0.23945929672245803,0.15375097993194906,0.08570831679050897
subj08,lateral,behavior,OUT,1,0.3092299927131333,0.23612287852969527,0.1732661570794647,0.06285672145023058
subj08,lateral,behavior,OUT,2,0.33153352558013943,0.2613347624421472,0.19786531549753963,0.06346944694460757
subj08,lateral,behavior,OUT,3,0.3260286657424304,0.25358599074831684,0.20375099352763995,0.049834997220676885
subj08,lateral,behavior,OUT,4,0.3112376796034113,0.23226701872617314,0.15479802914595284,0.0774689895802203
subj08,lateral,behavior,OUT,5,0.32977207968681843,0.25614535819218237,0.16359072386150728,0.0925546343306751
