subject,roi,fold,identity,split_id,SPLIT_HALF_COS2
subj03,ventral,1,B:B,34,0.24473302349657874
subj03,ventral,1,B:D,0,0.18409068145668067
subj03,ventral,1,B:D,1,0.2769597269218448
subj03,ventral,1,B:D,2,0.3241388985741014
subj03,ventral,1,B:D,3,0.2850288154237779
subj03,ventral,1,B:D,4,0.20936506716247805
subj03,ventral,1,B:D,5,0.1275769614798905
subj03,ventral,1,B:D,6,0.2988418153053359
subj03,ventral,1,B:D,7,0.3484014903314511
subj03,ventral,1,B:D,8,0.21120700400133247
subj03,ventral,1,B:D,9,0.34657598018556396
subj03,ventral,1,B:D,10,0.39771978984240197
subj03,ventral,1,B:D,11,0.21804282420416077
subj03,ventral,1,B:D,12,0.3454473782506665
subj03,ventral,1,B:D,13,0.37132342874571106
subj03,ventral,1,B:D,14,0.2214359263995082
subj03,ventral,1,B:D,15,0.20256643390824605
subj03,ventral,1,B:D,16,0.35299898788869005
subj03,ventral,1,B:D,17,0.44154249588832106
subj03,ventral,1,B:D,18,0.32157978375827384
subj03,ventral,1,B:D,19,0.3673139550609692
subj03,ventral,1,B:D,20,0.4517289663330802
subj03,ventral,1,B:D,21,0.2996229478523012
subj03,ventral,1,B:D,22,0.31114048491858903
subj03,ventral,1,B:D,23,0.3939383536996463
subj03,ventral,1,B:D,24,0.25488785320131047
subj03,ventral,1,B:D,25,0.17250583666759456
subj03,ventral,1,B:D,26,0.2964893267118264
subj03,ventral,1,B:D,27,0.15094308566180417
subj03,ventral,1,B:D,28,0.3764272605187764
subj03,ventral,1,B:D,29,0.3966103541573213
subj03,ventral,1,B:D,30,0.3393206077958477
subj03,ventral,1,B:D,31,0.3051789463038922
subj03,ventral,1,B:D,32,0.2894591839774027
subj03,ventral,1,B:D,33,0.244214475186304
subj03,ventral,1,B:D,34,0.2386353102787695
subj03,ventral,1,B:K,0,0.05066175079721063
subj03,ventral,1,B:K,1,0.16250837141647576
subj03,ventral,1,B:K,2,0.1154967561146491
subj03,ventral,1,B:K,3,0.15038596867790194
subj03,ventral,1,B:K,4,0.1072576982177566
subj03,ventral,1,B:K,5,0.40072108645399546
subj03,ventral,1,B:K,6,0.3711643144908328
subj03,ventral,1,B:K,7,0.4176291893271711
subj03,ventral,1,B:K,8,0.2493819452862554
subj03,ventral,1,B:K,9,0.3263642756531142
subj03,ventral,1,B:K,10,0.370572447829719
subj03,ventral,1,B:K,11,0.37967704345876596
subj03,ventral,1,B:K,12,0.43364500944798784
subj03,ventral,1,B:K,13,0.45055073138432544
subj03,ventral,1,B:K,14,0.29923075997518556
subj03,ventral,1,B:K,15,0.40117924423105583
subj03,ventral,1,B:K,16,0.2882526739163278
subj03,ventral,1,B:K,17,0.34005116900988425
subj03,ventral,1,B:K,18,0.3041677670038748
subj03,ventral,1,B:K,19,0.26305103302583993
subj03,ventral,1,B:K,20,0.3132285495152948
subj03,ventral,1,B:K,21,0.476603579697667
subj03,ventral,1,B:K,22,0.2857464640183355
subj03,ventral,1,B:K,23,0.4412299580721199
subj03,ventral,1,B:K,24,0.30600817037433076
subj03,ventral,1,B:K,25,0.3338003256276372
subj03,ventral,1,B:K,26,0.3565190382034279
subj03,ventral,1,B:K,27,0.43327793580665164
subj03,ventral,1,B:K,28,0.4038363419814677
subj03,ventral,1,B:K,29,0.49796069602958176
subj03,ventral,1,B:K,30,0.31083621697712616
subj03,ventral,1,B:K,31,0.12319383670543568
subj03,ventral,1,B:K,32,0.28113806843515315
subj03,ventral,1,B:K,33,0.17038018419061574
subj03,ventral,1,B:K,34,0.25650045763002977
subj03,ventral,1,B:T,0,0.221972590239204
subj03,ventral,1,B:T,1,0.28930696804086686
subj03,ventral,1,B:T,2,0.23905510554446868
subj03,ventral,1,B:T,3,0.4297995573237343
subj03,ventral,1,B:T,4,0.1755109543281974
subj03,ventral,1,B:T,5,0.2820515890893305
subj03,ventral,1,B:T,6,0.14878597686941636
subj03,ventral,1,B:T,7,0.39132324880712516
subj03,ventral,1,B:T,8,0.1151302274195488
subj03,ventral,1,B:T,9,0.4003614772331891
subj03,ventral,1,B:T,10,0.3934947528839627
subj03,ventral,1,B:T,11,0.3262544446401542
subj03,ventral,1,B:T,12,0.2889501690841728
subj03,ventral,1,B:T,13,0.08268870161928403
subj03,ventral,1,B:T,14,0.3354916535211039
subj03,ventral,1,B:T,15,0.2940022643674114
subj03,ventral,1,B:T,16,0.4363264612823052
subj03,ventral,1,B:T,17,0.44647030100187496
subj03,ventral,1,B:T,18,0.40066253351152264
subj03,ventral,1,B:T,19,0.40365976541805443
subj03,ventral,1,B:T,20,0.15805503977064925
subj03,ventral,1,B:T,21,0.37739086218454726
subj03,ventral,1,B:T,22,0.32456385359189466
subj03,ventral,1,B:T,23,0.294718629524441
subj03,ventral,1,B:T,24,0.43250937771415393
subj03,ventral,1,B:T,25,0.4546979652462864
subj03,ventral,1,B:T,26,0.2553033651606359
subj03,ventral,1,B:T,27,0.4494277489804133
subj03,ventral,1,B:T,28,0.3389571023561123
subj03,ventral,1,B:T,29,0.23856671737665933
subj03,ventral,1,B:T,30,0.4720940275646052
subj03,ventral,1,B:T,31,0.24370979247062213
subj03,ventral,1,B:T,32,0.4446422258914288
subj03,ventral,1,B:T,33,0.3513794726996827
subj03,ventral,1,B:T,34,0.24401250244707487
subj03,ventral,1,B:W,0,0.15832811244100778
subj03,ventral,1,B:W,1,0.37607794602143463
subj03,ventral,1,B:W,2,0.24877281521425315
subj03,ventral,1,B:W,3,0.18852628016275327
subj03,ventral,1,B:W,4,0.25873206491789613
subj03,ventral,1,B:W,5,0.3629335945231663
subj03,ventral,1,B:W,6,0.3556140516258572
subj03,ventral,1,B:W,7,0.1977363366992318
subj03,ventral,1,B:W,8,0.28301743994879786
subj03,ventral,1,B:W,9,0.3972589073819799
subj03,ventral,1,B:W,10,0.39736949091709806
subj03,ventral,1,B:W,11,0.44552480928006577
subj03,ventral,1,B:W,12,0.2807647281140589
subj03,ventral,1,B:W,13,0.27518471192593374
subj03,ventral,1,B:W,14,0.3118457147062244
subj03,ventral,1,B:W,15,0.3361426823102835
subj03,ventral,1,B:W,16,0.4073962990277279
subj03,ventral,1,B:W,17,0.3070976595265258
subj03,ventral,1,B:W,18,0.31229328535087414
subj03,ventral,1,B:W,19,0.35557231192615046
subj03,ventral,1,B:W,20,0.460840691117265
subj03,ventral,1,B:W,21,0.38254684996475186
subj03,ventral,1,B:W,22,0.4073375199918333
subj03,ventral,1,B:W,23,0.29253531906202823
subj03,ventral,1,B:W,24,0.4299202904967572
subj03,ventral,1,B:W,25,0.3889654256953353
subj03,ventral,1,B:W,26,0.37754333825290987
subj03,ventral,1,B:W,27,0.32444176690072946
subj03,ventral,1,B:W,28,0.4838025021845616
subj03,ventral,1,B:W,29,0.36290628461526747
subj03,ventral,1,B:W,30,0.39737836442470614
subj03,ventral,1,B:W,31,0.3691813514180028
subj03,ventral,1,B:W,32,0.22094543703167036
subj03,ventral,1,B:W,33,0.4234733118965639
subj03,ventral,1,B:W,34,0.34470298425275275
subj03,ventral,2,A:E,0,0.09205106984417857
subj03,ventral,2,A:E,1,0.2715398781458428
subj03,ventral,2,A:E,2,0.4123943341832666
subj03,ventral,2,A:E,3,0.3253656297954511
subj03,ventral,2,A:E,4,0.2760222140293128
subj03,ventral,2,A:E,5,0.139197119188242
subj03,ventral,2,A:E,6,0.3066298728622468
subj03,ventral,2,A:E,7,0.15686535270587101
subj03,ventral,2,A:E,8,0.20741618532287415
subj03,ventral,2,A:E,9,0.41894249906160097
subj03,ventral,2,A:E,10,0.30490788757351456
subj03,ventral,2,A:E,11,0.3175986023704207
subj03,ventral,2,A:E,12,0.3753413005222478
subj03,ventral,2,A:E,13,0.2919291195672537
subj03,ventral,2,A:E,14,0.14800372538356424
subj03,ventral,2,A:E,15,0.14880781690402736
subj03,ventral,2,A:E,16,0.24578539644980943
subj03,ventral,2,A:E,17,0.27541067503770844
subj03,ventral,2,A:E,18,0.3102393095477357
subj03,ventral,2,A:E,19,0.3119094065063984
subj03,ventral,2,A:E,20,0.467889625942677
subj03,ventral,2,A:E,21,0.4284499741320714
subj03,ventral,2,A:E,22,0.44111181325863497
subj03,ventral,2,A:E,23,0.3015708203742033
subj03,ventral,2,A:E,24,0.33562729835805094
subj03,ventral,2,A:E,25,0.29268558619747037
subj03,ventral,2,A:E,26,0.30032149716535544
subj03,ventral,2,A:E,27,0.41213375387262435
subj03,ventral,2,A:E,28,0.3871730227293863
subj03,ventral,2,A:E,29,0.3971479274126733
subj03,ventral,2,A:E,30,0.29996840564992466
subj03,ventral,2,A:E,31,0.35181019176445144
subj03,ventral,2,A:E,32,0.29296184552951526
subj03,ventral,2,A:E,33,0.3001658905173431
subj03,ventral,2,A:E,34,0.16524588960528477
subj03,ventral,2,A:H,0,0.3908027248998525
subj03,ventral,2,A:H,1,0.4523984351989381
subj03,ventral,2,A:H,2,0.45532321596720127
subj03,ventral,2,A:H,3,0.46483252072580517
subj03,ventral,2,A:H,4,0.39562345707409385
subj03,ventral,2,A:H,5,0.4844864140003028
subj03,ventral,2,A:H,6,0.4614381536432864
subj03,ventral,2,A:H,7,0.48243985457985805
subj03,ventral,2,A:H,8,0.48584263027437635
subj03,ventral,2,A:H,9,0.5230384962386972
subj03,ventral,2,A:H,10,0.5797906944797421
subj03,ventral,2,A:H,11,0.45359851478780183
subj03,ventral,2,A:H,12,0.4934807762204308
subj03,ventral,2,A:H,13,0.49281101962892826
subj03,ventral,2,A:H,14,0.4445652354291022
subj03,ventral,2,A:H,15,0.3680798330882318
subj03,ventral,2,A:H,16,0.39316539355067015
subj03,ventral,2,A:H,17,0.41680328320715315
subj03,ventral,2,A:H,18,0.41287513991813346
subj03,ventral,2,A:H,19,0.4952725124913178
subj03,ventral,2,A:H,20,0.5553918399754851
subj03,ventral,2,A:H,21,0.4269259276431249
subj03,ventral,2,A:H,22,0.529443772699934
subj03,ventral,2,A:H,23,0.5201060780570594
subj03,ventral,2,A:H,24,0.47490473205359085
subj03,ventral,2,A:H,25,0.43555079213054865
subj03,ventral,2,A:H,26,0.5011853369868524
subj03,ventral,2,A:H,27,0.4549083675017087
subj03,ventral,2,A:H,28,0.4517920287431404
subj03,ventral,2,A:H,29,0.5241739872077311
subj03,ventral,2,A:H,30,0.49050595726471613
subj03,ventral,2,A:H,31,0.5907569023328235
subj03,ventral,2,A:H,32,0.5327886332997026
subj03,ventral,2,A:H,33,0.5303792220883184
subj03,ventral,2,A:H,34,0.5442443663885252
subj03,ventral,2,A:P,0,0.2936459377770653
subj03,ventral,2,A:P,1,0.28839484468251
subj03,ventral,2,A:P,2,0.2722892218044962
subj03,ventral,2,A:P,3,0.31100921817072935
subj03,ventral,2,A:P,4,0.32007271793079917
subj03,ventral,2,A:P,5,0.19090726446407905
subj03,ventral,2,A:P,6,0.26957586948135304
subj03,ventral,2,A:P,7,0.3490789101489172
subj03,ventral,2,A:P,8,0.3445800418912363
subj03,ventral,2,A:P,9,0.26335172220545616
subj03,ventral,2,A:P,10,0.25162691188663916
subj03,ventral,2,A:P,11,0.2930592325063306
subj03,ventral,2,A:P,12,0.19968415593530525
subj03,ventral,2,A:P,13,0.3003099004190941
subj03,ventral,2,A:P,14,0.26155442933533546
subj03,ventral,2,A:P,15,0.2572910006792675
subj03,ventral,2,A:P,16,0.3459417014337515
subj03,ventral,2,A:P,17,0.4962566425226023
subj03,ventral,2,A:P,18,0.32126330908362194
subj03,ventral,2,A:P,19,0.45363110562330644
subj03,ventral,2,A:P,20,0.48508390624675385
subj03,ventral,2,A:P,21,0.36901161015302686
subj03,ventral,2,A:P,22,0.3797182681694826
subj03,ventral,2,A:P,23,0.36481812202472663
subj03,ventral,2,A:P,24,0.3584792362227914
subj03,ventral,2,A:P,25,0.27841113272213763
subj03,ventral,2,A:P,26,0.3396580555697528
subj03,ventral,2,A:P,27,0.24376695275162805
subj03,ventral,2,A:P,28,0.3855118807228616
subj03,ventral,2,A:P,29,0.355602500595348
subj03,ventral,2,A:P,30,0.39599615361736257
subj03,ventral,2,A:P,31,0.37511333813409165
subj03,ventral,2,A:P,32,0.406228956548012
subj03,ventral,2,A:P,33,0.33596991038456836
subj03,ventral,2,A:P,34,0.2813734387169969
subj03,ventral,2,A:R,0,0.13249075392727724
subj03,ventral,2,A:R,1,0.2573513075496671
subj03,ventral,2,A:R,2,0.13753770554854539
subj03,ventral,2,A:R,3,0.2894168865264518
subj03,ventral,2,A:R,4,0.15171382326136226
subj03,ventral,2,A:R,5,0.39661828523085335
subj03,ventral,2,A:R,6,0.3620547589755802
subj03,ventral,2,A:R,7,0.3941899601457645
subj03,ventral,2,A:R,8,0.25635668102723547
subj03,ventral,2,A:R,9,0.387286664583946
subj03,ventral,2,A:R,10,0.4447319465371566
subj03,ventral,2,A:R,11,0.37234657872037125
subj03,ventral,2,A:R,12,0.3382057803598203
subj03,ventral,2,A:R,13,0.3726711280144313
subj03,ventral,2,A:R,14,0.34838788243006735
subj03,ventral,2,A:R,15,0.3787501955263823
subj03,ventral,2,A:R,16,0.3366799407971827
subj03,ventral,2,A:R,17,0.4748055053062547
subj03,ventral,2,A:R,18,0.2889658507400627
subj03,ventral,2,A:R,19,0.32172641941206814
subj03,ventral,2,A:R,20,0.48041591103688885
subj03,ventral,2,A:R,21,0.3740053608753859
subj03,ventral,2,A:R,22,0.357365471125699
subj03,ventral,2,A:R,23,0.36510713439877956
subj03,ventral,2,A:R,24,0.4424903804726367
subj03,ventral,2,A:R,25,0.3388894678275806
subj03,ventral,2,A:R,26,0.2828082358677142
subj03,ventral,2,A:R,27,0.25891418130088634
subj03,ventral,2,A:R,28,0.3331920679309641
subj03,ventral,2,A:R,29,0.40394674714025103
subj03,ventral,2,A:R,30,0.2726469436762882
subj03,ventral,2,A:R,31,0.19247083860858075
subj03,ventral,2,A:R,32,0.3061138913334711
subj03,ventral,2,A:R,33,0.2165883479170681
subj03,ventral,2,A:R,34,0.2830129514558031
subj03,ventral,2,A:V,0,0.21047093278997003
subj03,ventral,2,A:V,1,0.20014367024036864
subj03,ventral,2,A:V,2,0.22213095463916913
subj03,ventral,2,A:V,3,0.3232416667848109
subj03,ventral,2,A:V,4,0.21553037082275533
subj03,ventral,2,A:V,5,0.2913686668627122
subj03,ventral,2,A:V,6,0.23671430010045125
subj03,ventral,2,A:V,7,0.307189295755083
subj03,ventral,2,A:V,8,0.22991224739779115
subj03,ventral,2,A:V,9,0.30894908164709994
subj03,ventral,2,A:V,10,0.28784629464352984
subj03,ventral,2,A:V,11,0.26330008937755695
subj03,ventral,2,A:V,12,0.31825305629221684
subj03,ventral,2,A:V,13,0.2740427760307578
subj03,ventral,2,A:V,14,0.12915837348259998
subj03,ventral,2,A:V,15,0.27463582748560844
subj03,ventral,2,A:V,16,0.2028970524535233
subj03,ventral,2,A:V,17,0.3399068939660049
subj03,ventral,2,A:V,18,0.3455025836558776
subj03,ventral,2,A:V,19,0.243198386874344
subj03,ventral,2,A:V,20,0.29165372823678803
subj03,ventral,2,A:V,21,0.3598585929231939
subj03,ventral,2,A:V,22,0.2950373074042897
subj03,ventral,2,A:V,23,0.34351945352925756
subj03,ventral,2,A:V,24,0.21882393414998566
subj03,ventral,2,A:V,25,0.23951298322715966
subj03,ventral,2,A:V,26,0.25714031834751977
subj03,ventral,2,A:V,27,0.355995565482547
subj03,ventral,2,A:V,28,0.1889075405154696
subj03,ventral,2,A:V,29,0.2499165301413929
subj03,ventral,2,A:V,30,0.13746351870933166
subj03,ventral,2,A:V,31,0.22265054558575995
subj03,ventral,2,A:V,32,0.35528427962959325
subj03,ventral,2,A:V,33,0.14104978707886487
subj03,ventral,2,A:V,34,0.13202427959567542
subj03,ventral,2,B:B,0,0.16335225958135008
subj03,ventral,2,B:B,1,0.3670577736560784
subj03,ventral,2,B:B,2,0.3525729371225488
subj03,ventral,2,B:B,3,0.37266803040219254
subj03,ventral,2,B:B,4,0.3866567443363351
subj03,ventral,2,B:B,5,0.27728895329346204
subj03,ventral,2,B:B,6,0.29170855594814477
subj03,ventral,2,B:B,7,0.34633971663499474
subj03,ventral,2,B:B,8,0.36264000083597864
subj03,ventral,2,B:B,9,0.46717094408084875
subj03,ventral,2,B:B,10,0.4546567641610199
subj03,ventral,2,B:B,11,0.48181065288605807
subj03,ventral,2,B:B,12,0.4303501325550355
subj03,ventral,2,B:B,13,0.45414631070148365
subj03,ventral,2,B:B,14,0.41470959341703384
subj03,ventral,2,B:B,15,0.3929173484403358
subj03,ventral,2,B:B,16,0.3862173393742228
subj03,ventral,2,B:B,17,0.4082330989856695
subj03,ventral,2,B:B,18,0.46282198951540343
subj03,ventral,2,B:B,19,0.5087385133390712
subj03,ventral,2,B:B,20,0.4429443526044832
subj03,ventral,2,B:B,21,0.5089067180019642
subj03,ventral,2,B:B,22,0.3921316908836637
subj03,ventral,2,B:B,23,0.44984755359130824
subj03,ventral,2,B:B,24,0.3668863269419575
subj03,ventral,2,B:B,25,0.45608091351187013
subj03,ventral,2,B:B,26,0.44374167065458897
subj03,ventral,2,B:B,27,0.5150188374537891
subj03,ventral,2,B:B,28,0.4296698102541372
subj03,ventral,2,B:B,29,0.49638347004050426
subj03,ventral,2,B:B,30,0.45360838378718693
subj03,ventral,2,B:B,31,0.34788961804208735
subj03,ventral,2,B:B,32,0.41081903373960776
subj03,ventral,2,B:B,33,0.3067667404276146
subj03,ventral,2,B:B,34,0.2647199286313261
subj03,ventral,2,B:C,0,0.2562404630557134
subj03,ventral,2,B:C,1,0.2749508188255285
subj03,ventral,2,B:C,2,0.34763952337431203
subj03,ventral,2,B:C,3,0.3709147112729733
subj03,ventral,2,B:C,4,0.271863185398772
subj03,ventral,2,B:C,5,0.17296987760696347
subj03,ventral,2,B:C,6,0.2175009016894912
subj03,ventral,2,B:C,7,0.2880502783407353
subj03,ventral,2,B:C,8,0.1900150956730965
subj03,ventral,2,B:C,9,0.08399713584946021
subj03,ventral,2,B:C,10,0.31661611855040367
subj03,ventral,2,B:C,11,0.10352241327433939
subj03,ventral,2,B:C,12,0.19011320185706423
subj03,ventral,2,B:C,13,0.14870234160011503
subj03,ventral,2,B:C,14,0.20257530571467794
subj03,ventral,2,B:C,15,0.23190079278424122
subj03,ventral,2,B:C,16,0.30377171419786125
subj03,ventral,2,B:C,17,0.19241025834383504
subj03,ventral,2,B:C,18,0.2421491480852239
subj03,ventral,2,B:C,19,0.2305117405803571
subj03,ventral,2,B:C,20,0.37071602099970624
subj03,ventral,2,B:C,21,0.25518604596942035
subj03,ventral,2,B:C,22,0.23747904128767364
subj03,ventral,2,B:C,23,0.3590154123880215
subj03,ventral,2,B:C,24,0.22850304239423824
subj03,ventral,2,B:C,25,0.17218562584196964
subj03,ventral,2,B:C,26,0.34783925177754293
subj03,ventral,2,B:C,27,0.22009440370662353
subj03,ventral,2,B:C,28,0.21642750078073225
subj03,ventral,2,B:C,29,0.30495791950375273
subj03,ventral,2,B:C,30,0.2393025854829153
subj03,ventral,2,B:C,31,0.16637379528720705
subj03,ventral,2,B:C,32,0.1211600828861979
subj03,ventral,2,B:C,33,0.2589910065812082
subj03,ventral,2,B:C,34,0.16932992420333043
subj03,ventral,2,B:K,0,0.0882477400550844
subj03,ventral,2,B:K,1,0.22259850923021413
subj03,ventral,2,B:K,2,0.17984515911625523
subj03,ventral,2,B:K,3,0.18267068576398368
subj03,ventral,2,B:K,4,0.15516987804398458
subj03,ventral,2,B:K,5,0.45445827869146593
subj03,ventral,2,B:K,6,0.4315523439489223
subj03,ventral,2,B:K,7,0.45516422297059844
subj03,ventral,2,B:K,8,0.30298888329101153
subj03,ventral,2,B:K,9,0.372726158955151
subj03,ventral,2,B:K,10,0.442107143678765
subj03,ventral,2,B:K,11,0.43047024750193885
subj03,ventral,2,B:K,12,0.4788398162433931
subj03,ventral,2,B:K,13,0.4982443587344308
subj03,ventral,2,B:K,14,0.3727809204772812
subj03,ventral,2,B:K,15,0.46699001333034046
subj03,ventral,2,B:K,16,0.37572948615170576
subj03,ventral,2,B:K,17,0.36548634850671713
subj03,ventral,2,B:K,18,0.36451204107271734
subj03,ventral,2,B:K,19,0.3257147093085278
subj03,ventral,2,B:K,20,0.3561705757933166
subj03,ventral,2,B:K,21,0.5164992304533611
subj03,ventral,2,B:K,22,0.32729686774985406
subj03,ventral,2,B:K,23,0.506975528832459
subj03,ventral,2,B:K,24,0.34993769234782246
subj03,ventral,2,B:K,25,0.3755132471988031
subj03,ventral,2,B:K,26,0.423866064407692
subj03,ventral,2,B:K,27,0.47833336685334693
subj03,ventral,2,B:K,28,0.4495729687663675
subj03,ventral,2,B:K,29,0.5428359127168638
subj03,ventral,2,B:K,30,0.3857348425016583
subj03,ventral,2,B:K,31,0.16552575729406402
subj03,ventral,2,B:K,32,0.30480377811019077
subj03,ventral,2,B:K,33,0.24093785883210125
subj03,ventral,2,B:K,34,0.31615554288816566
subj03,ventral,2,B:T,0,0.23891176912764492
subj03,ventral,2,B:T,1,0.3133482114713693
subj03,ventral,2,B:T,2,0.2767905789213571
subj03,ventral,2,B:T,3,0.4333942496126943
subj03,ventral,2,B:T,4,0.20917835619187053
subj03,ventral,2,B:T,5,0.2949401117827755
subj03,ventral,2,B:T,6,0.2007960490811917
subj03,ventral,2,B:T,7,0.40456081821599477
subj03,ventral,2,B:T,8,0.1623451839413937
subj03,ventral,2,B:T,9,0.4283306639525259
subj03,ventral,2,B:T,10,0.39300678810436646
subj03,ventral,2,B:T,11,0.33569237544264574
subj03,ventral,2,B:T,12,0.34157706940991955
subj03,ventral,2,B:T,13,0.1606497735189737
subj03,ventral,2,B:T,14,0.4122533135859115
subj03,ventral,2,B:T,15,0.3691941380530829
subj03,ventral,2,B:T,16,0.46115172703233287
subj03,ventral,2,B:T,17,0.4783679626007194
subj03,ventral,2,B:T,18,0.41204580111932193
subj03,ventral,2,B:T,19,0.43472009277910617
subj03,ventral,2,B:T,20,0.20929265031355607
subj03,ventral,2,B:T,21,0.36884406913440315
subj03,ventral,2,B:T,22,0.3338295291390917
subj03,ventral,2,B:T,23,0.32997998706570447
subj03,ventral,2,B:T,24,0.43800454236992453
subj03,ventral,2,B:T,25,0.4622068562080835
subj03,ventral,2,B:T,26,0.28055482640462565
subj03,ventral,2,B:T,27,0.4194699927518428
subj03,ventral,2,B:T,28,0.34816276449154077
subj03,ventral,2,B:T,29,0.2971106938287377
subj03,ventral,2,B:T,30,0.4832650607529408
subj03,ventral,2,B:T,31,0.24422850651541927
subj03,ventral,2,B:T,32,0.42558046932942106
subj03,ventral,2,B:T,33,0.32777982452752147
subj03,ventral,2,B:T,34,0.2888816808374289
subj03,ventral,2,B:W,0,0.17425180330468706
subj03,ventral,2,B:W,1,0.3795911202268981
subj03,ventral,2,B:W,2,0.27528165726157033
subj03,ventral,2,B:W,3,0.24444767356055913
subj03,ventral,2,B:W,4,0.26569622989731795
subj03,ventral,2,B:W,5,0.3583107665185715
subj03,ventral,2,B:W,6,0.3828204585196558
subj03,ventral,2,B:W,7,0.23562866912246944
subj03,ventral,2,B:W,8,0.3022263826600027
subj03,ventral,2,B:W,9,0.39644045372226233
subj03,ventral,2,B:W,10,0.42797382784858456
subj03,ventral,2,B:W,11,0.4265586138785626
subj03,ventral,2,B:W,12,0.3215513805061671
subj03,ventral,2,B:W,13,0.28342771521284954
subj03,ventral,2,B:W,14,0.33594107749607216
subj03,ventral,2,B:W,15,0.3280077768668724
subj03,ventral,2,B:W,16,0.4171168601705258
subj03,ventral,2,B:W,17,0.3195045748955401
subj03,ventral,2,B:W,18,0.32058134586399833
subj03,ventral,2,B:W,19,0.3761078717732083
subj03,ventral,2,B:W,20,0.4890163044498433
subj03,ventral,2,B:W,21,0.39195473929042485
subj03,ventral,2,B:W,22,0.44149693984536964
subj03,ventral,2,B:W,23,0.3117943494857518
subj03,ventral,2,B:W,24,0.4446373042699923
subj03,ventral,2,B:W,25,0.41264745231089067
subj03,ventral,2,B:W,26,0.38147701128948147
subj03,ventral,2,B:W,27,0.3549921259519023
subj03,ventral,2,B:W,28,0.49746117567940046
subj03,ventral,2,B:W,29,0.41081640075865644
subj03,ventral,2,B:W,30,0.41449691455304827
subj03,ventral,2,B:W,31,0.3872559009513948
subj03,ventral,2,B:W,32,0.2512212777218877
subj03,ventral,2,B:W,33,0.4356492137778692
subj03,ventral,2,B:W,34,0.35760620989689706
subj03,ventral,3,A:E,0,0.07318429579850164
subj03,ventral,3,A:E,1,0.24343035798515236
subj03,ventral,3,A:E,2,0.38344803584764864
subj03,ventral,3,A:E,3,0.29926229277836086
subj03,ventral,3,A:E,4,0.23803173273445574
subj03,ventral,3,A:E,5,0.11491937001484602
subj03,ventral,3,A:E,6,0.2735445071402624
subj03,ventral,3,A:E,7,0.13670729097547155
subj03,ventral,3,A:E,8,0.17387199692986327
subj03,ventral,3,A:E,9,0.3949195747550117
subj03,ventral,3,A:E,10,0.2970641490364249
subj03,ventral,3,A:E,11,0.2902108393184322
subj03,ventral,3,A:E,12,0.35714782955613805
subj03,ventral,3,A:E,13,0.2586014081492313
subj03,ventral,3,A:E,14,0.12315372904688406
subj03,ventral,3,A:E,15,0.12480141225200779
subj03,ventral,3,A:E,16,0.22250395274999998
subj03,ventral,3,A:E,17,0.25334358283780484
subj03,ventral,3,A:E,18,0.28501170861428865
subj03,ventral,3,A:E,19,0.28237357428076376
subj03,ventral,3,A:E,20,0.449179972494346
subj03,ventral,3,A:E,21,0.4020550660750616
subj03,ventral,3,A:E,22,0.4162979101042022
subj03,ventral,3,A:E,23,0.27591990425684426
subj03,ventral,3,A:E,24,0.3020464338398592
subj03,ventral,3,A:E,25,0.2607203994101969
subj03,ventral,3,A:E,26,0.28395130513533434
subj03,ventral,3,A:E,27,0.38804070012836395
subj03,ventral,3,A:E,28,0.3667309406776386
subj03,ventral,3,A:E,29,0.3721182437947208
subj03,ventral,3,A:E,30,0.27576751808455435
subj03,ventral,3,A:E,31,0.340684897223205
subj03,ventral,3,A:E,32,0.2745097689101594
subj03,ventral,3,A:E,33,0.28906405547622627
subj03,ventral,3,A:E,34,0.1449086992486877
subj03,ventral,3,A:H,0,0.3133684505030471
subj03,ventral,3,A:H,1,0.37102812713914435
subj03,ventral,3,A:H,2,0.37518391187312794
subj03,ventral,3,A:H,3,0.3946032398532634
subj03,ventral,3,A:H,4,0.3190945283478333
subj03,ventral,3,A:H,5,0.41198060548040605
subj03,ventral,3,A:H,6,0.3879676530857311
subj03,ventral,3,A:H,7,0.41264727017449626
subj03,ventral,3,A:H,8,0.41052906293855673
subj03,ventral,3,A:H,9,0.4659403347483805
subj03,ventral,3,A:H,10,0.5375711314120312
subj03,ventral,3,A:H,11,0.3858179109202227
subj03,ventral,3,A:H,12,0.42677210551517103
subj03,ventral,3,A:H,13,0.4255669164177199
subj03,ventral,3,A:H,14,0.3783147156159399
subj03,ventral,3,A:H,15,0.2887898465957137
subj03,ventral,3,A:H,16,0.32225274487445993
subj03,ventral,3,A:H,17,0.3501693111130444
subj03,ventral,3,A:H,18,0.3406960325851662
subj03,ventral,3,A:H,19,0.4199253276316665
subj03,ventral,3,A:H,20,0.49438808034348625
subj03,ventral,3,A:H,21,0.3459510425198033
subj03,ventral,3,A:H,22,0.46236907845589603
subj03,ventral,3,A:H,23,0.45131682145459817
subj03,ventral,3,A:H,24,0.40917773692766407
subj03,ventral,3,A:H,25,0.3642642771034843
subj03,ventral,3,A:H,26,0.43511555503279165
subj03,ventral,3,A:H,27,0.37314686314847
subj03,ventral,3,A:H,28,0.3783925353159491
subj03,ventral,3,A:H,29,0.4527843887457228
subj03,ventral,3,A:H,30,0.41539532689572367
subj03,ventral,3,A:H,31,0.54269715467812
subj03,ventral,3,A:H,32,0.4684413775831516
