subject,roi,fold,identity_idx,leak_ratio
subj02,lateral,5,7,2.5025559596883183e-16
subj02,lateral,5,8,5.00059006312275e-16
subj02,lateral,5,9,4.589143879663294e-16
subj03,lateral,0,0,5.315448558818567e-16
subj03,lateral,0,1,6.121577121096455e-16
subj03,lateral,0,2,4.858067176648356e-16
subj03,lateral,0,3,4.938069356318075e-16
subj03,lateral,0,4,4.998193674089189e-16
subj03,lateral,0,5,2.1190577485927663e-16
subj03,lateral,0,6,2.9209605815004887e-16
subj03,lateral,0,7,4.2240224229551987e-16
subj03,lateral,0,8,3.7569774270566593e-16
subj03,lateral,0,9,3.7241122270985825e-16
subj03,lateral,1,0,6.047676771315013e-16
subj03,lateral,1,1,5.414500960090947e-16
subj03,lateral,1,2,4.69217946268504e-16
subj03,lateral,1,3,4.2010007055259647e-16
subj03,lateral,1,4,3.3331975736079657e-16
subj03,lateral,1,5,2.192057871216753e-16
subj03,lateral,1,6,4.1825195797414227e-16
subj03,lateral,1,7,3.7645426658305683e-16
subj03,lateral,1,8,3.4656992790799456e-16
subj03,lateral,1,9,3.5602650604833853e-16
subj03,lateral,2,0,5.050985243017012e-16
subj03,lateral,2,1,4.3460081521496904e-16
subj03,lateral,2,2,4.1564826795997136e-16
subj03,lateral,2,3,3.988453532027703e-16
subj03,lateral,2,4,3.7660563388010063e-16
subj03,lateral,2,5,3.5662723356663495e-16
subj03,lateral,2,6,3.6382753239813803e-16
subj03,lateral,2,7,3.8750239438565657e-16
subj03,lateral,2,8,4.776374458556352e-16
subj03,lateral,2,9,4.49801783631094e-16
subj03,lateral,3,0,5.227193031727293e-16
subj03,lateral,3,1,4.863644937631089e-16
subj03,lateral,3,2,6.183088068216598e-16
subj03,lateral,3,3,4.473312039057529e-16
subj03,lateral,3,4,4.128974516830356e-16
subj03,lateral,3,5,4.079271116811934e-16
subj03,lateral,3,6,4.095323941328074e-16
subj03,lateral,3,7,5.243525823710991e-16
subj03,lateral,3,8,3.56328077975343e-16
subj03,lateral,3,9,3.0139837738467536e-16
subj03,lateral,4,0,5.842814276733938e-16
subj03,lateral,4,1,5.959596902691185e-16
subj03,lateral,4,2,6.063477654976585e-16
subj03,lateral,4,3,5.104713112293377e-16
subj03,lateral,4,4,5.235158767588238e-16
subj03,lateral,4,5,3.5619554388496716e-16
subj03,lateral,4,6,3.3566713845036845e-16
subj03,lateral,4,7,3.596160376208452e-16
subj03,lateral,4,8,4.907406986572766e-16
subj03,lateral,4,9,3.9181183212994423e-16
subj03,lateral,5,0,5.703401509314388e-16
subj03,lateral,5,1,5.36766629271881e-16
subj03,lateral,5,2,5.036488980124256e-16
subj03,lateral,5,3,4.753459394668339e-16
subj03,lateral,5,4,4.442874800222556e-16
subj03,lateral,5,5,3.143936658310838e-16
subj03,lateral,5,6,2.8223988096916774e-16
subj03,lateral,5,7,3.468866214841826e-16
subj03,lateral,5,8,3.467727829529168e-16
subj03,lateral,5,9,3.723682265970055e-16
subj04,lateral,0,0,2.591195671811122e-16
subj04,lateral,0,1,2.2569227439855525e-16
subj04,lateral,0,2,2.7956073994798933e-16
subj04,lateral,0,3,2.660666835433445e-16
subj04,lateral,0,4,3.352592376187788e-16
subj04,lateral,0,5,2.1631789970214073e-16
subj04,lateral,0,6,2.7664015311077064e-16
subj04,lateral,0,7,2.343374301285187e-16
subj04,lateral,0,8,3.727213700097033e-16
subj04,lateral,0,9,1.6889330033158868e-16
subj04,lateral,1,0,2.7426675739491136e-16
subj04,lateral,1,1,2.9410528189398e-16
subj04,lateral,1,2,2.327772902467711e-16
subj04,lateral,1,3,2.703098785893771e-16
subj04,lateral,1,4,2.5460262919417864e-16
subj04,lateral,1,5,2.7997467963061804e-16
subj04,lateral,1,6,2.8047181473731387e-16
subj04,lateral,1,7,2.1869469587333028e-16
subj04,lateral,1,8,3.9609121385666856e-16
subj04,lateral,1,9,2.1913837796341318e-16
subj04,lateral,2,0,2.0357889991999533e-16
subj04,lateral,2,1,1.8151342620801482e-16
subj04,lateral,2,2,1.683153056623121e-16
subj04,lateral,2,3,1.7954053781618588e-16
subj04,lateral,2,4,2.8465353728017257e-16
subj04,lateral,2,5,3.0028151447791055e-16
subj04,lateral,2,6,2.323513641509977e-16
subj04,lateral,2,7,2.5122047656934596e-16
subj04,lateral,2,8,2.9965096150641433e-16
subj04,lateral,2,9,1.7769052708320787e-16
subj04,lateral,3,0,2.6099375493441676e-16
subj04,lateral,3,1,2.345985416689758e-16
subj04,lateral,3,2,2.509877227330797e-16
subj04,lateral,3,3,1.9350933979473897e-16
subj04,lateral,3,4,2.8895275350660973e-16
subj04,lateral,3,5,2.5032773005115337e-16
subj04,lateral,3,6,2.4879977341436183e-16
subj04,lateral,3,7,3.2759740689699e-16
subj04,lateral,3,8,3.259727180964799e-16
subj04,lateral,3,9,1.7771551403125093e-16
subj04,lateral,4,0,2.598409416202274e-16
subj04,lateral,4,1,2.405297090967802e-16
subj04,lateral,4,2,2.58251888285978e-16
subj04,lateral,4,3,1.8517668992761746e-16
subj04,lateral,4,4,2.1457365356015748e-16
subj04,lateral,4,5,3.2074266062241813e-16
subj04,lateral,4,6,2.502575323849402e-16
subj04,lateral,4,7,3.2173341970756865e-16
subj04,lateral,4,8,3.388763439172352e-16
subj04,lateral,4,9,2.0327966984077854e-16
subj04,lateral,5,0,2.340840244361935e-16
subj04,lateral,5,1,3.1801407608787165e-16
subj04,lateral,5,2,2.3644003462158105e-16
subj04,lateral,5,3,3.338497372924129e-16
subj04,lateral,5,4,2.2061358988681894e-16
subj04,lateral,5,5,3.434113237469926e-16
subj04,lateral,5,6,2.1112650256859168e-16
subj04,lateral,5,7,2.7360362860998334e-16
subj04,lateral,5,8,2.2050255506480861e-16
subj04,lateral,5,9,2.827739078160995e-16
subj05,lateral,0,0,6.56511513305003e-16
subj05,lateral,0,1,4.075504559738756e-16
subj05,lateral,0,2,4.4365406124334786e-16
subj05,lateral,0,3,3.685597462457541e-16
subj05,lateral,0,4,5.51608353334702e-16
subj05,lateral,0,5,2.0551829578044768e-16
subj05,lateral,0,6,2.897457100486714e-16
subj05,lateral,0,7,2.9724738296300197e-16
subj05,lateral,0,8,2.8175375096343273e-16
subj05,lateral,0,9,3.985953349440139e-16
subj05,lateral,1,0,5.328727391425362e-16
subj05,lateral,1,1,4.019152393949105e-16
subj05,lateral,1,2,3.0821136734032724e-16
subj05,lateral,1,3,3.3000896543648364e-16
subj05,lateral,1,4,6.061572666574367e-16
subj05,lateral,1,5,2.837983514892282e-16
subj05,lateral,1,6,2.3348134659177724e-16
subj05,lateral,1,7,2.3860139545623974e-16
subj05,lateral,1,8,2.9305247047034875e-16
subj05,lateral,1,9,3.899916590577845e-16
subj05,lateral,2,0,5.487512211395076e-16
subj05,lateral,2,1,6.191320137599855e-16
subj05,lateral,2,2,3.1288681191999803e-16
subj05,lateral,2,3,3.557256567823859e-16
subj05,lateral,2,4,6.510441062416462e-16
subj05,lateral,2,5,2.6094282021528427e-16
subj05,lateral,2,6,2.912716574542614e-16
subj05,lateral,2,7,2.403404420926279e-16
subj05,lateral,2,8,3.2035569706601717e-16
subj05,lateral,2,9,5.090656994301783e-16
subj05,lateral,3,0,6.356898549404216e-16
subj05,lateral,3,1,6.416886234019657e-16
subj05,lateral,3,2,4.735779361063626e-16
subj05,lateral,3,3,3.892370705572112e-16
subj05,lateral,3,4,7.61719527449821e-16
subj05,lateral,3,5,1.8026213320322737e-16
subj05,lateral,3,6,2.0782819375183918e-16
subj05,lateral,3,7,2.857478414761139e-16
subj05,lateral,3,8,3.302482675390387e-16
subj05,lateral,3,9,3.819498371434919e-16
subj05,lateral,4,0,5.84502449850299e-16
subj05,lateral,4,1,6.167921864863226e-16
subj05,lateral,4,2,4.290343505601913e-16
subj05,lateral,4,3,4.215872578009353e-16
subj05,lateral,4,4,6.223954541673653e-16
subj05,lateral,4,5,1.852249393920691e-16
subj05,lateral,4,6,2.0147715136620214e-16
subj05,lateral,4,7,1.812613780555701e-16
subj05,lateral,4,8,2.0173620094040547e-16
subj05,lateral,4,9,3.779582188663143e-16
subj05,lateral,5,0,5.833737440241795e-16
subj05,lateral,5,1,5.679483061696849e-16
subj05,lateral,5,2,3.918214127852794e-16
subj05,lateral,5,3,2.901074209753791e-16
subj05,lateral,5,4,3.4710655189484277e-16
subj05,lateral,5,5,2.0697230297669271e-16
subj05,lateral,5,6,1.7924261533336624e-16
subj05,lateral,5,7,3.075109406190041e-16
subj05,lateral,5,8,2.5648511970979626e-16
subj05,lateral,5,9,3.4545376429995816e-16
subj06,lateral,0,0,3.956395748785009e-16
subj06,lateral,0,1,2.947406327694241e-16
subj06,lateral,0,2,4.3242524200239135e-16
subj06,lateral,0,3,4.201121570206796e-16
subj06,lateral,0,4,3.7215190486453152e-16
subj06,lateral,0,5,2.506690572340494e-16
subj06,lateral,0,6,4.923679870111153e-16
subj06,lateral,0,7,3.3791829122403877e-16
subj06,lateral,0,8,4.233572559673893e-16
subj06,lateral,0,9,3.865516625492786e-16
subj06,lateral,1,0,3.3901240158309565e-16
subj06,lateral,1,1,2.78785732059587e-16
subj06,lateral,1,2,3.639504569526295e-16
subj06,lateral,1,3,3.722780241358715e-16
subj06,lateral,1,4,2.987949117096612e-16
subj06,lateral,1,5,1.8992011400730127e-16
subj06,lateral,1,6,3.9960514026817015e-16
subj06,lateral,1,7,2.25324722946615e-16
subj06,lateral,1,8,2.4438957798688543e-16
subj06,lateral,1,9,2.4767516978947604e-16
subj06,lateral,2,0,2.424422676725645e-16
subj06,lateral,2,1,2.8146324460167036e-16
subj06,lateral,2,2,3.8900362681139094e-16
subj06,lateral,2,3,3.075842265195474e-16
subj06,lateral,2,4,2.751157137544725e-16
subj06,lateral,2,5,2.771498792097822e-16
subj06,lateral,2,6,1.500292568568442e-16
subj06,lateral,2,7,2.9631763433296543e-16
subj06,lateral,2,8,3.017914951100937e-16
subj06,lateral,2,9,3.165058766168054e-16
subj06,lateral,3,0,2.4785749561611906e-16
subj06,lateral,3,1,2.980168889322043e-16
subj06,lateral,3,2,2.59352807515842e-16
subj06,lateral,3,3,3.3507510874586376e-16
subj06,lateral,3,4,3.3775361094372644e-16
subj06,lateral,3,5,1.9681219752680743e-16
subj06,lateral,3,6,2.467798315546617e-16
subj06,lateral,3,7,4.938202118059043e-16
subj06,lateral,3,8,2.605652328951572e-16
subj06,lateral,3,9,2.4659492873765707e-16
subj06,lateral,4,0,3.182453033090714e-16
subj06,lateral,4,1,3.394607666139961e-16
subj06,lateral,4,2,2.9480707822257685e-16
subj06,lateral,4,3,3.9744187668701826e-16
subj06,lateral,4,4,3.653397273186621e-16
subj06,lateral,4,5,2.359436152280383e-16
subj06,lateral,4,6,2.393656800768175e-16
subj06,lateral,4,7,4.665419095510054e-16
subj06,lateral,4,8,2.759531878066696e-16
subj06,lateral,4,9,4.756333818983449e-16
subj06,lateral,5,0,3.0288051689960443e-16
subj06,lateral,5,1,2.7858008273770634e-16
subj06,lateral,5,2,2.5555004689429694e-16
subj06,lateral,5,3,4.2819872400715753e-16
subj06,lateral,5,4,3.344861176684183e-16
subj06,lateral,5,5,2.457153030729957e-16
subj06,lateral,5,6,1.8987455685524804e-16
subj06,lateral,5,7,5.303500166304095e-16
subj06,lateral,5,8,2.7846528825370697e-16
subj06,lateral,5,9,2.905738147696666e-16
subj07,lateral,0,0,1.8244653957988857e-16
subj07,lateral,0,1,5.458694316264038e-16
subj07,lateral,0,2,4.482232666406957e-16
subj07,lateral,0,3,2.789733867114613e-16
subj07,lateral,0,4,4.72504776029676e-16
subj07,lateral,0,5,7.064891259993393e-16
subj07,lateral,0,6,7.007031177198411e-16
subj07,lateral,0,7,5.470444859305754e-16
subj07,lateral,0,8,4.523068984533699e-16
subj07,lateral,0,9,4.952105659429921e-16
subj07,lateral,1,0,5.031709467993346e-16
subj07,lateral,1,1,6.325379379096765e-16
subj07,lateral,1,2,4.451652622719035e-16
subj07,lateral,1,3,3.297156320236342e-16
subj07,lateral,1,4,5.435009659592698e-16
subj07,lateral,1,5,4.1105183329968167e-16
subj07,lateral,1,6,6.990680695241142e-16
subj07,lateral,1,7,4.944064109508201e-16
subj07,lateral,1,8,4.0296769124290083e-16
subj07,lateral,1,9,5.725078002149208e-16
subj07,lateral,2,0,2.803323168886646e-16
subj07,lateral,2,1,1.5984395110331765e-16
subj07,lateral,2,2,3.3490303254951554e-16
subj07,lateral,2,3,1.9454541366841222e-16
subj07,lateral,2,4,3.4704869012626353e-16
subj07,lateral,2,5,4.352616197761556e-16
subj07,lateral,2,6,9.03030187643416e-16
subj07,lateral,2,7,6.694832234249584e-16
subj07,lateral,2,8,5.146946696294604e-16
subj07,lateral,2,9,6.830869169219045e-16
subj07,lateral,3,0,4.616671769583074e-16
subj07,lateral,3,1,1.5166958957264164e-16
subj07,lateral,3,2,5.534176765465189e-16
subj07,lateral,3,3,2.560171982518333e-16
subj07,lateral,3,4,3.0608600254547624e-16
subj07,lateral,3,5,3.5990811918477167e-16
subj07,lateral,3,6,6.653817715300397e-16
subj07,lateral,3,7,6.220392194980592e-16
subj07,lateral,3,8,3.764947366384642e-16
subj07,lateral,3,9,4.555458971742407e-16
subj07,lateral,4,0,4.47212862276469e-16
subj07,lateral,4,1,1.8541795554650759e-16
subj07,lateral,4,2,5.002775892173937e-16
subj07,lateral,4,3,3.9069561643998795e-16
subj07,lateral,4,4,4.749615203228325e-16
subj07,lateral,4,5,4.392128902257525e-16
subj07,lateral,4,6,6.338839602175915e-16
subj07,lateral,4,7,6.868704744354561e-16
subj07,lateral,4,8,4.2881279352720295e-16
subj07,lateral,4,9,4.982616756000186e-16
subj07,lateral,5,0,6.653898066559756e-16
subj07,lateral,5,1,3.2399314746930423e-16
subj07,lateral,5,2,7.295456197457811e-16
subj07,lateral,5,3,6.484371024776686e-16
subj07,lateral,5,4,3.711097919104469e-16
subj07,lateral,5,5,4.623290956327734e-16
subj07,lateral,5,6,8.001965869797648e-16
subj07,lateral,5,7,8.00792620582553e-16
subj07,lateral,5,8,5.9402583656350355e-16
subj07,lateral,5,9,4.676908083138104e-16
subj08,lateral,0,0,2.86634871592479e-16
subj08,lateral,0,1,3.874975253335176e-16
subj08,lateral,0,2,5.172798327618314e-16
subj08,lateral,0,3,4.479636362097708e-16
subj08,lateral,0,4,4.299315243584722e-16
subj08,lateral,0,5,5.059689571704676e-16
subj08,lateral,0,6,5.883297265502884e-16
subj08,lateral,0,7,4.644646579393409e-16
subj08,lateral,0,8,5.458118086774492e-16
subj08,lateral,0,9,5.674322642944156e-16
subj08,lateral,1,0,3.116975147695055e-16
subj08,lateral,1,1,3.46679225775191e-16
subj08,lateral,1,2,5.430275299581901e-16
subj08,lateral,1,3,4.945379761254972e-16
subj08,lateral,1,4,4.284696405274778e-16
subj08,lateral,1,5,5.855060948895177e-16
subj08,lateral,1,6,5.784493690520213e-16
subj08,lateral,1,7,5.082410821603371e-16
subj08,lateral,1,8,5.179524436875823e-16
subj08,lateral,1,9,5.747145630335126e-16
subj08,lateral,2,0,3.056561292473003e-16
subj08,lateral,2,1,3.505938855765237e-16
subj08,lateral,2,2,4.733797977242311e-16
subj08,lateral,2,3,4.389082767307473e-16
subj08,lateral,2,4,3.9578556177436746e-16
subj08,lateral,2,5,6.057494484587955e-16
subj08,lateral,2,6,4.722211231648634e-16
subj08,lateral,2,7,4.441121676716902e-16
subj08,lateral,2,8,5.127214786338352e-16
subj08,lateral,2,9,5.597579333302407e-16
subj08,lateral,3,0,3.2157357039706605e-16
subj08,lateral,3,1,3.5300411260661407e-16
subj08,lateral,3,2,3.470769134409829e-16
subj08,lateral,3,3,4.4141994221800934e-16
subj08,lateral,3,4,4.602724743467658e-16
subj08,lateral,3,5,5.874538230273898e-16
subj08,lateral,3,6,5.154018341440511e-16
subj08,lateral,3,7,5.917563037690283e-16
subj08,lateral,3,8,5.264435175018431e-16
subj08,lateral,3,9,5.723797636464701e-16
subj08,lateral,4,0,3.611270071427867e-16
subj08,lateral,4,1,3.297196554430653e-16
subj08,lateral,4,2,3.6869694907143233e-16
subj08,lateral,4,3,4.759637761077043e-16
subj08,lateral,4,4,3.929960502665461e-16
subj08,lateral,4,5,6.556104318126418e-16
subj08,lateral,4,6,5.198623914868543e-16
subj08,lateral,4,7,5.789769825240877e-16
subj08,lateral,4,8,4.44802399806038e-16
subj08,lateral,4,9,6.233762137768165e-16
subj08,lateral,5,0,4.3874775715070914e-16
subj08,lateral,5,1,3.160747142265828e-16
subj08,lateral,5,2,3.6431626435442957e-16
subj08,lateral,5,3,4.544005490845415e-16
subj08,lateral,5,4,5.164316017961767e-16
subj08,lateral,5,5,6.138258743502048e-16
subj08,lateral,5,6,4.475763093919998e-16
subj08,lateral,5,7,5.069280130531261e-16
subj08,lateral,5,8,4.1701439928433715e-16
subj08,lateral,5,9,5.921940592101068e-16
