subject,roi,M,d,R_BASE,R_AUG,DELTA_OUT,R_NULL_mean,E_AUG,R_COND,OUT_BASIS_RECOVERY,TOTAL_RECOVERY,TRAIN_retention
subj02,ventral,10,6,0.1997222720728695,0.7066637772463538,0.5069415051734842,0.2310877425053779,0.4755760347409759,0.7066637772463538,1.0,1.0,0.9250649597898981
subj02,ventral,10,8,0.1997222720728695,0.7122548261868911,0.5125325541140215,0.24018822850920588,0.4720665976776852,0.7122548261868911,1.0,1.0,0.9617297976563993
subj02,ventral,10,10,0.1997222720728695,0.717745672866128,0.5180234007932585,0.2517335293976523,0.4660121434684757,0.717745672866128,1.0,1.0,0.989408424975383
subj03,ventral,2,1,0.1174018398499584,0.45097000794861963,0.33356816809866124,0.12296917201069531,0.32800083593792434,0.5337585951027671,0.8011594957697302,0.6653453291883907,0.748089333696425
subj03,ventral,2,2,0.1174018398499584,0.5033436140966456,0.38594177424668724,0.128648739139528,0.3746948749571176,0.6211156632854522,0.7661925408646472,0.7508011586377165,1.0
subj03,ventral,4,1,0.1276203541818101,0.5088331064422235,0.3812127522604134,0.1332224325843123,0.37561067385791114,0.5439771094346187,0.9155916109225702,0.7597581344151952,0.6783526348004835
subj03,ventral,4,2,0.1276203541818101,0.5770037085798934,0.4493833543980833,0.13891161602777494,0.43809209255211845,0.6313341776173039,0.892140206383738,0.8709892635696297,0.8580731319367837
subj03,ventral,4,4,0.1276203541818101,0.5934675944390055,0.4658472402571955,0.15014534756481623,0.4433222468741893,0.6517370724827952,0.8888234700227075,0.8978526996689689,1.0
subj03,ventral,6,1,0.13083832127001066,0.5308462513236042,0.40000793005359353,0.13644385411244206,0.3944023972111621,0.5471950765228194,0.9607336136787589,0.7956760650864151,0.6551462755046885
subj03,ventral,6,2,0.13083832127001066,0.6078470808900601,0.47700875962004946,0.14211182543024417,0.465735255459816,0.6345521447055044,0.9469836590282417,0.9213151081626129,0.81116626869555
subj03,ventral,6,4,0.13083832127001066,0.6260852431986772,0.49524692192866654,0.15343281525917515,0.472652427939502,0.6549550395709958,0.9449172381565979,0.9510735571666643,0.9287935743375614
subj03,ventral,6,6,0.13083832127001066,0.636850422401264,0.5060121011312533,0.16472907602081768,0.47212134638044634,0.6653677486635104,0.9466496608029531,0.9686386512204821,1.0
subj03,ventral,8,1,0.13242658262220244,0.5425024927830526,0.4100759101608502,0.13813032440699136,0.40437216837606127,0.5487833378750112,0.9849147515616868,0.8146950682721701,0.6371285520557418
subj03,ventral,8,2,0.13242658262220244,0.625506944562965,0.49308036194076255,0.14368053090724547,0.4818264136557195,0.6361404060576962,0.9788898755602784,0.9501299713947675,0.7810818830380808
subj03,ventral,8,4,0.13242658262220244,0.6443977468095413,0.5119711641873389,0.15478263049881438,0.48961511631072696,0.6565433009231875,0.9768266233654632,0.980953305773953,0.8831457611532193
subj03,ventral,8,6,0.13242658262220244,0.6549378852500812,0.5225113026278788,0.16628631876764008,0.4886515664824411,0.6669560100157024,0.9775164394143376,0.9981512101993485,0.9487784986247276
subj03,ventral,8,8,0.13242658262220244,0.6648963681183675,0.5324697854961651,0.17774316288649797,0.48715320523186956,0.6740315448191186,0.983133136993989,1.0,0.9935698278039791
subj03,ventral,10,1,0.13293432074386738,0.5492910759966761,0.4163567552528088,0.13852400411969368,0.41076707187698247,0.5492910759966761,1.0,0.8257717164538197,0.6261955504239822
subj03,ventral,10,2,0.13293432074386738,0.6366481441793611,0.5037138234354938,0.1440329293029298,0.49261521487643134,0.6366481441793611,1.0,0.9683086022797353,0.762850657157479
subj03,ventral,10,4,0.13293432074386738,0.6570510390448524,0.524116718300985,0.1562491430836332,0.5008018959612193,0.6570510390448524,1.0,1.0,0.8544309732622882
