subject,roi,fold,donor,CKA_IN,CKA_OUT,w_IN,w_OUT
subj07,ventral,3,subj05,0.46071249250843543,0.26181792330350795,0.2427799841491526,0.1783976567014918
subj07,ventral,3,subj06,0.34401047709150956,0.20384063235828775,0.12471159884888947,0.12608446150294716
subj07,ventral,3,subj08,0.32844688641433034,0.13653712264440515,0.08687833667437746,0.11489813130078341
subj07,ventral,4,subj01,0.41015029079260884,0.198302549948263,0.1753093000876901,0.21775735078112773
subj07,ventral,4,subj02,0.43257016191851644,0.2082633254096105,0.17371684937593415,0.12403243083640088
subj07,ventral,4,subj03,0.3840151732956634,0.16325390195676864,0.1468854544079519,0.13049725828229933
subj07,ventral,4,subj04,0.38784037775188657,0.20059554452153103,0.0497184764560043,0.10833271059494975
subj07,ventral,4,subj05,0.46071249250843543,0.26181792330350795,0.2427799841491526,0.1783976567014918
subj07,ventral,4,subj06,0.34401047709150956,0.20384063235828775,0.12471159884888947,0.12608446150294716
subj07,ventral,4,subj08,0.32844688641433034,0.13653712264440515,0.08687833667437746,0.11489813130078341
subj07,ventral,5,subj01,0.41015029079260884,0.198302549948263,0.1753093000876901,0.21775735078112773
subj07,ventral,5,subj02,0.43257016191851644,0.2082633254096105,0.17371684937593415,0.12403243083640088
subj07,ventral,5,subj03,0.3840151732956634,0.16325390195676864,0.1468854544079519,0.13049725828229933
subj07,ventral,5,subj04,0.38784037775188657,0.20059554452153103,0.0497184764560043,0.10833271059494975
subj07,ventral,5,subj05,0.46071249250843543,0.26181792330350795,0.2427799841491526,0.1783976567014918
subj07,ventral,5,subj06,0.34401047709150956,0.20384063235828775,0.12471159884888947,0.12608446150294716
subj07,ventral,5,subj08,0.32844688641433034,0.13653712264440515,0.08687833667437746,0.11489813130078341
subj08,ventral,0,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,0,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,0,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,0,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,0,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,0,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,0,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj08,ventral,1,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,1,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,1,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,1,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,1,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,1,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,1,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj08,ventral,2,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,2,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,2,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,2,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,2,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,2,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,2,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj08,ventral,3,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,3,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,3,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,3,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,3,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,3,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,3,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj08,ventral,4,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,4,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,4,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,4,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,4,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,4,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,4,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj08,ventral,5,subj01,0.5460437691300764,0.16473281547069393,0.12275419085641477,0.12686356606385799
subj08,ventral,5,subj02,0.5954422167590467,0.25423440152688326,0.18651890467006815,0.13292724640398895
subj08,ventral,5,subj03,0.5657106647566977,0.25585231835947553,0.20626000531389932,0.19962752508063103
subj08,ventral,5,subj04,0.5930260104305483,0.29328059941137236,0.2010718733418534,0.1920461986249531
subj08,ventral,5,subj05,0.58585810153907,0.2736962513842376,0.11457255516355765,0.12343637748900896
subj08,ventral,5,subj06,0.4913892045197918,0.23862456724777747,0.1135728307103185,0.1193330244428999
subj08,ventral,5,subj07,0.32844688641433034,0.13653712264440515,0.05524963994388826,0.10576606189466005
subj01,lateral,0,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,0,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,0,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,0,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,0,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,0,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,0,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj01,lateral,1,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,1,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,1,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,1,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,1,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,1,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,1,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj01,lateral,2,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,2,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,2,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,2,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,2,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,2,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,2,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj01,lateral,3,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,3,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,3,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,3,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,3,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,3,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,3,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj01,lateral,4,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,4,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,4,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,4,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,4,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,4,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,4,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj01,lateral,5,subj02,0.6666254028152561,0.4650200601987722,0.23362408828523623,0.1745595043758898
subj01,lateral,5,subj03,0.616506841606825,0.4463644032712945,0.171845993289802,0.15647513797943963
subj01,lateral,5,subj04,0.6126409221613346,0.4950997089869785,0.1404837966959652,0.17867363598692182
subj01,lateral,5,subj05,0.6877172748553526,0.5588461835973815,0.19008238343281217,0.23269321961868372
subj01,lateral,5,subj06,0.5346150779635715,0.36225432287950776,0.11419586020835899,0.11293862154098905
subj01,lateral,5,subj07,0.547028084000331,0.3125700174545558,0.1058435897514129,0.07374938396843407
subj01,lateral,5,subj08,0.446304410083496,0.2707341001717756,0.04392428833641246,0.07091049652964188
subj02,lateral,0,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,0,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,0,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,0,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,0,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,0,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,0,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj02,lateral,1,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,1,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,1,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,1,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,1,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,1,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,1,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj02,lateral,2,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,2,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,2,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,2,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,2,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,2,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,2,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj02,lateral,3,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,3,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,3,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,3,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,3,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,3,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,3,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj02,lateral,4,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,4,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,4,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,4,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,4,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,4,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,4,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj02,lateral,5,subj01,0.6666254028152561,0.4650200601987722,0.291834553767012,0.21724376646318425
subj02,lateral,5,subj03,0.53903331097525,0.3328795766248603,0.09029766626248281,0.0741257251269192
subj02,lateral,5,subj04,0.574437076691814,0.4351977268736971,0.16348001711297805,0.1976943814837263
subj02,lateral,5,subj05,0.6484399325693693,0.4865544210967613,0.22081341788035216,0.23363357350639957
subj02,lateral,5,subj06,0.4436747315765242,0.2565596202997899,0.030773591688079388,0.0577148707548181
subj02,lateral,5,subj07,0.4811773756529074,0.2445435768251436,0.06957084121423054,0.07982282141053339
subj02,lateral,5,subj08,0.449333369596713,0.2501770117182756,0.13322991207486504,0.1397648612544192
subj03,lateral,0,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,0,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,0,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,0,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,0,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,0,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,0,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj03,lateral,1,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,1,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,1,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,1,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,1,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,1,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,1,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj03,lateral,2,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,2,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,2,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,2,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,2,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,2,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,2,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj03,lateral,3,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,3,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,3,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,3,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,3,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,3,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,3,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj03,lateral,4,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,4,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,4,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,4,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,4,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,4,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,4,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj03,lateral,5,subj01,0.616506841606825,0.4463644032712945,0.2534797809477276,0.20095227365633414
subj03,lateral,5,subj02,0.53903331097525,0.3328795766248603,0.10662556518997517,0.07649141807457494
subj03,lateral,5,subj04,0.5014713552694984,0.3904267666155809,0.08640688833694452,0.13373880072606467
subj03,lateral,5,subj05,0.5970467113914705,0.46798340208037614,0.18315390488575553,0.21531738154365407
subj03,lateral,5,subj06,0.4621559866190887,0.29380297193991134,0.1321346311917745,0.11655338115577447
subj03,lateral,5,subj07,0.45883512764896583,0.2709709187151637,0.09765317526058494,0.12055613110592636
subj03,lateral,5,subj08,0.41820779207413356,0.2441739614071538,0.1405460541872377,0.13639061373767133
subj04,lateral,0,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,0,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,0,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,0,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,0,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,0,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,0,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj04,lateral,1,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,1,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,1,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,1,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,1,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,1,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,1,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj04,lateral,2,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,2,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,2,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,2,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,2,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,2,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,2,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj04,lateral,3,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,3,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,3,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,3,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,3,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,3,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,3,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj04,lateral,4,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,4,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,4,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,4,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,4,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,4,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,4,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj04,lateral,5,subj01,0.6126409221613346,0.4950997089869785,0.20225410621710926,0.2002866599460327
subj04,lateral,5,subj02,0.574437076691814,0.4351977268736971,0.1884155289115866,0.1780664300881171
subj04,lateral,5,subj03,0.5014713552694984,0.3904267666155809,0.08433649830303398,0.11673508183558773
subj04,lateral,5,subj05,0.6269552000789639,0.5359252941831034,0.2588060575976415,0.2649285245516336
subj04,lateral,5,subj06,0.457807572434202,0.30038343605464995,0.11900089531987894,0.07077616588349209
subj04,lateral,5,subj07,0.46398040481315483,0.2923996663877796,0.09458807953082919,0.09807849204945106
subj04,lateral,5,subj08,0.3673193388884876,0.23303212440934518,0.05259883411992048,0.07112864564568579
subj05,lateral,0,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,0,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,0,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,0,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,0,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,0,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,0,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj05,lateral,1,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,1,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,1,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,1,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,1,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,1,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,1,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj05,lateral,2,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,2,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,2,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,2,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,2,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,2,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,2,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj05,lateral,3,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,3,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,3,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,3,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,3,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,3,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,3,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj05,lateral,4,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,4,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,4,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,4,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,4,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,4,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,4,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj05,lateral,5,subj01,0.6877172748553526,0.5588461835973815,0.19220215108102445,0.21038185369012832
subj05,lateral,5,subj02,0.6484399325693693,0.4865544210967613,0.178740407071135,0.16972897042972548
subj05,lateral,5,subj03,0.5970467113914705,0.46798340208037614,0.12555344825847306,0.15158494039316872
subj05,lateral,5,subj04,0.6269552000789639,0.5359252941831034,0.1817689508404506,0.2136789400394933
subj05,lateral,5,subj06,0.5259393768885666,0.3957432524890459,0.09567088550759026,0.12762966144774088
subj05,lateral,5,subj07,0.5664306836761066,0.35098698171736975,0.14667017128424173,0.09354379072624776
subj05,lateral,5,subj08,0.4637737367639798,0.2680943985698562,0.07939398595708495,0.03345184327349552
subj06,lateral,0,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,0,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,0,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,0,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,0,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
subj06,lateral,0,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,0,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj06,lateral,1,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,1,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,1,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,1,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,1,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
