subject,roi,fold,ERR_BARY_IN,ERR_UNIFORM_IN,FIT_GAIN_IN,ERR_BARY_OUT,ERR_UNIFORM_OUT,FIT_GAIN_OUT,ACTIVE_IN,ACTIVE_OUT
subj05,lateral,3,0.6099125183988953,0.6156767357534072,0.005764217354511936,0.7145133591538997,0.7287675856939849,0.014254226540085235,subj01|subj02|subj03|subj04|subj06|subj07|subj08,subj01|subj02|subj03|subj04|subj06|subj07|subj08
subj05,lateral,4,0.6099125183988953,0.6156767357534072,0.005764217354511936,0.7145133591538997,0.7287675856939849,0.014254226540085235,subj01|subj02|subj03|subj04|subj06|subj07|subj08,subj01|subj02|subj03|subj04|subj06|subj07|subj08
subj05,lateral,5,0.6099125183988953,0.6156767357534072,0.005764217354511936,0.7145133591538997,0.7287675856939849,0.014254226540085235,subj01|subj02|subj03|subj04|subj06|subj07|subj08,subj01|subj02|subj03|subj04|subj06|subj07|subj08
subj06,lateral,0,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj06,lateral,1,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj06,lateral,2,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj06,lateral,3,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj06,lateral,4,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj06,lateral,5,0.8273329137053849,0.8321375758087661,0.004804662103381263,0.9290752406297224,0.9330379092636196,0.0039626686338972705,subj01|subj02|subj03|subj04|subj05|subj07|subj08,subj01|subj02|subj03|subj04|subj05|subj07|subj08
subj07,lateral,0,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj07,lateral,1,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj07,lateral,2,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj07,lateral,3,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj07,lateral,4,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj07,lateral,5,0.8057488810396612,0.8112140454328124,0.005465164393151145,0.9607140145083537,0.9621003324407708,0.0013863179324170583,subj01|subj02|subj03|subj04|subj05|subj06|subj08,subj01|subj02|subj03|subj04|subj05|subj06|subj08
subj08,lateral,0,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
subj08,lateral,1,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
subj08,lateral,2,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
subj08,lateral,3,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
subj08,lateral,4,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
subj08,lateral,5,0.8961544846666494,0.9015509088291294,0.005396424162479985,1.0021570672916267,1.0054417721398783,0.0032847048482516072,subj01|subj02|subj03|subj04|subj05|subj06|subj07,subj01|subj02|subj03|subj04|subj05|subj06|subj07
