participant,ROI,beta,fold,v2v_lam,v2v_rank,v2v_val
subj07,ventral,B1,3,0.001,1,0.03150130310782136
subj07,lateral,B0,0,954.5484566618347,2,0.0501947040897192
subj07,lateral,B0,1,148.49682622544665,3,0.11755179930632019
subj07,lateral,B0,2,2915.0530628251818,2,0.09279137319728689
subj07,lateral,B0,3,453.48785081285916,4,0.17295202351952288
subj07,lateral,B1,0,792.4828983539186,6,0.10929845622701591
subj07,lateral,B1,1,1384.8863713938745,5,0.11991651164862305
subj07,lateral,B1,2,2.0565123083486534,3,0.2132843375578473
subj07,lateral,B1,3,0.001,12,0.003822061226850479
subj07,parietal,B0,0,0.001,10,0.017157093658702226
subj07,parietal,B0,1,70.54802310718645,4,0.10212601528104631
subj07,parietal,B0,2,148.49682622544665,7,0.15448822695897627
subj07,parietal,B0,3,9.111627561154895,2,0.20669324175184717
subj07,parietal,B1,0,376.49358067924715,1,0.29166575251124593
subj07,parietal,B1,1,4229.242874389508,3,0.0005295517483423328
subj07,parietal,B1,2,10722.672220103253,2,0.016014760948285627
subj07,parietal,B1,3,0.1261856883066021,1,0.06347180278038661
subj08,V1,B0,0,19.179102616724887,4,0.6968532780593867
subj08,V1,B0,1,27.825594022071257,6,0.6990981310514252
subj08,V1,B0,2,33.516026509388475,4,0.6992222922245809
subj08,V1,B0,3,259.5024211399737,1,0.594282942126004
subj08,V1,B1,0,9.111627561154895,9,0.33317073907365863
subj08,V1,B1,1,15.922827933410938,9,0.38236686587252605
subj08,V1,B1,2,23.10129700083163,5,0.4503472613718637
subj08,V1,B1,3,453.48785081285916,5,0.5952648091299548
subj08,V2,B0,0,84.97534359086455,2,0.48582084147766014
subj08,V2,B0,1,70.54802310718645,5,0.5657254305322015
subj08,V2,B0,2,40.37017258596558,6,0.5638033594398097
subj08,V2,B0,3,123.28467394420684,5,0.5136120960798658
subj08,V2,B1,0,5.21400828799969,1,0.33568611279768906
subj08,V2,B1,1,48.62601580065353,5,0.47894126556782934
subj08,V2,B1,2,70.54802310718645,4,0.42724998424724797
subj08,V2,B1,3,148.49682622544665,4,0.537996981752356
subj08,V3,B0,0,0.001,4,0.4903411253459154
subj08,V3,B0,1,58.57020818056673,3,0.5452431623377021
subj08,V3,B0,2,102.35310218990269,3,0.5146627469612015
subj08,V3,B0,3,102.35310218990269,2,0.4463595100187275
subj08,V3,B1,0,0.001,6,0.3117022209701176
subj08,V3,B1,1,27.825594022071257,5,0.42906699711270296
subj08,V3,B1,2,48.62601580065353,3,0.46783148988818773
subj08,V3,B1,3,453.48785081285916,2,0.40666732000859723
subj08,hV4,B0,0,48.62601580065353,2,0.6591676906101048
subj08,hV4,B0,1,58.57020818056673,4,0.6781518652342433
subj08,hV4,B0,2,27.825594022071257,4,0.7000222268143037
subj08,hV4,B0,3,23.10129700083163,3,0.6100249564788417
subj08,hV4,B1,0,123.28467394420684,2,0.3791747597702289
subj08,hV4,B1,1,215.44346900318865,2,0.3809899617003454
subj08,hV4,B1,2,178.8649529057435,2,0.3887251685480179
subj08,hV4,B1,3,23.10129700083163,1,0.5882258693287579
subj08,ventral,B0,0,178.8649529057435,3,0.32095609030377636
subj08,ventral,B0,1,23.10129700083163,4,0.32532688137272114
subj08,ventral,B0,2,259.5024211399737,3,0.3285607775494149
subj08,ventral,B0,3,178.8649529057435,1,0.2977660384110099
subj08,ventral,B1,0,0.001,6,0.05257952624220711
subj08,ventral,B1,1,0.001,1,0.14443313770174585
subj08,ventral,B1,2,0.001,1,0.21017299839756773
subj08,ventral,B1,3,148.49682622544665,4,0.13014622586901475
subj08,lateral,B0,0,954.5484566618347,2,0.27594975708232944
subj08,lateral,B0,1,123.28467394420684,4,0.32753428216854513
subj08,lateral,B0,2,148.49682622544665,8,0.34465296103392046
subj08,lateral,B0,3,657.9332246575682,2,0.2641690252665126
subj08,lateral,B1,0,84.97534359086455,5,0.013045259492624982
subj08,lateral,B1,1,0.9770099572992257,9,0.06902546469779373
subj08,lateral,B1,2,1384.8863713938745,2,0.030686876801565385
subj08,lateral,B1,3,1668.100537200059,2,0.10451014443410227
subj08,parietal,B0,0,27.825594022071257,3,0.38845368649967815
subj08,parietal,B0,1,1.4174741629268062,3,0.3823086983517839
subj08,parietal,B0,2,27.825594022071257,2,0.4070347899253558
subj08,parietal,B0,3,23.10129700083163,6,0.26920067252925767
subj08,parietal,B1,0,0.001,1,0.06618589756733942
