participant,D1_B0,D1_B1,S_D1_beta_loss,G_B0_subject,G_B1_subject,Delta_subject,S_rel_img
subj01,0.12075341574707144,-0.029990112494211796,0.15329832685568945,0.03151629889930328,-0.012397121967542868,0.05294873481196549,0.1267260298198034
subj02,0.18076557216093853,0.014503518710073552,0.11768088487479486,-0.004261544432281328,0.006554249972824999,-0.016168305027661672,0.10000660407275161
subj03,0.18995640171852293,0.012749171759986726,0.1682961221676679,-0.01617155586576413,-0.029982762559141476,0.039298763960545546,0.1021414009195117
subj04,0.13188779563963368,-0.005023970424677297,0.1652867710852639,0.004565686405787445,-0.006516562534701837,-0.009938955290017093,0.1246338198297962
subj05,0.1042620361194667,0.037620003890506605,0.09772254359825637,-0.011928140895129558,0.03657157051856117,-0.03835513462567597,0.08358948792946261
subj06,0.12973762283691265,-0.003208168896648933,0.0479978871080554,-0.032029971534436125,0.028367200738522114,0.0020656872037157215,0.11375015211481129
subj07,-0.025878661280995707,-0.00177041881291404,-0.0049520172650001715,-0.009825551325376311,-0.02233440441292294,0.01250885308754663,0.0643671861247033
subj08,0.16000603762073962,-0.03206280659975928,0.17841590155709736,0.011408216600472768,-0.007706209811696806,0.020983131808261682,0.0598374028133895
