ROI,target_subject,identity_fold,vis_img_mean_sq_cos,vis_img_min_cos,vis_img_max_angle,cross_state_overlap
parietal,subj01,3,0.3375600576400757,0.0155448503792285,89.10930633544922,0.3375600576400757
parietal,subj01,4,0.3213745951652527,0.0327171757817268,88.12510681152344,0.3213746249675751
parietal,subj01,5,0.3390154540538788,0.0426702573895454,87.55442810058594,0.3390154242515564
parietal,subj02,0,0.3793586194515228,0.0045833117328584,89.73738861083984,0.3793585896492004
parietal,subj02,1,0.3648316860198974,0.0197779554873704,88.8667221069336,0.3648316860198974
parietal,subj02,2,0.3509421348571777,0.0224478356540203,88.7137222290039,0.3509421646595001
parietal,subj02,3,0.3582969307899475,0.013289033435285,89.23857116699219,0.3582969307899475
parietal,subj02,4,0.3639805912971496,0.0263189747929573,88.49185943603516,0.3639806509017944
parietal,subj02,5,0.3577744364738464,0.0104223974049091,89.40282440185547,0.3577744364738464
parietal,subj03,0,0.3288372755050659,0.0561620220541954,86.78044891357422,0.3288372457027435
parietal,subj03,1,0.300697386264801,0.0101780593395233,89.41682434082031,0.300697386264801
parietal,subj03,2,0.3383185267448425,0.0052651287987828,89.69831848144531,0.3383185267448425
parietal,subj03,3,0.319894939661026,0.0608082190155983,86.51378631591797,0.3198949098587036
parietal,subj03,4,0.3144961297512054,0.0159735511988401,89.0847396850586,0.314496099948883
parietal,subj03,5,0.3216486573219299,0.0069396551698446,89.60237884521484,0.3216486275196075
parietal,subj04,0,0.3048397004604339,0.0121280681341886,89.30509185791016,0.3048397004604339
parietal,subj04,1,0.3107458651065826,0.0508544072508811,87.08499908447266,0.3107458651065826
parietal,subj04,2,0.3015895783901214,0.0134662250056862,89.22840881347656,0.3015895485877991
parietal,subj04,3,0.2764551639556885,0.0650629997253418,86.26952362060547,0.2764551341533661
parietal,subj04,4,0.2976904511451721,0.0879345536231994,84.9552001953125,0.2976904511451721
parietal,subj04,5,0.2956233620643616,0.071900263428688,85.87686157226562,0.2956233620643616
parietal,subj05,0,0.3268145322799682,0.0641103163361549,86.32421875,0.3268145322799682
parietal,subj05,1,0.2831330299377441,0.0008525541052222,89.9511489868164,0.2831330299377441
parietal,subj05,2,0.359313428401947,0.047387171536684,87.28388977050781,0.359313428401947
parietal,subj05,3,0.3050426840782165,0.0447537004947662,87.43494415283203,0.3050426840782165
parietal,subj05,4,0.3611229062080383,0.0440327897667884,87.47628021240234,0.3611229360103607
parietal,subj05,5,0.350960224866867,0.0200100410729646,88.85342407226562,0.350960224866867
parietal,subj06,0,0.3246462345123291,0.0223122872412204,88.72148895263672,0.3246462941169739
parietal,subj06,1,0.3208769559860229,0.0183159485459327,88.95050811767578,0.3208769261837005
parietal,subj06,2,0.3659428656101227,0.0098011950030922,89.43842315673828,0.3659428656101227
parietal,subj06,3,0.32497638463974,0.0106968255713582,89.38710021972656,0.32497638463974
parietal,subj06,4,0.340455949306488,0.0972396284341812,84.41975402832031,0.340455949306488
parietal,subj06,5,0.3949593603610992,0.0496175773441791,87.15594482421875,0.3949593603610992
parietal,subj07,0,0.3675929009914398,0.0191694572567939,88.90160369873047,0.3675929009914398
parietal,subj07,1,0.3684133887290954,0.0813168063759803,85.33573913574219,0.3684133887290954
parietal,subj07,2,0.3701687753200531,0.0033293683081865,89.80923461914062,0.3701688051223755
parietal,subj07,3,0.3404532074928283,0.0095997024327516,89.44995880126953,0.340453177690506
parietal,subj07,4,0.3359273076057434,0.0130215967074036,89.25389099121094,0.3359273076057434
