ROI,target_subject,identity_fold,K,R_Y_SRM,R_X_SRM,R_Y_VISFULL,R_X_VISFULL,SRM_truncation_loss,cross_state_span_loss,outside_visual_fraction,R_Y_VIS_at_O2K,R_Y_VIS_full,delta_retention_unused
lateral,subj05,5,2,0.0613955855369567,0.7129231095314026,0.1225557178258895,0.8142609596252441,0.0611601322889328,0.8774442821741104,0.8774442821741104,0.0497652441263198,0.1225557178258895,0.0727904736995697
lateral,subj06,0,3,0.4985926449298858,0.630065381526947,0.6488045454025269,0.7854424715042114,0.150211900472641,0.3511954545974731,0.3511954545974731,0.5700896978378296,0.6488045454025269,0.0787148475646972
lateral,subj06,1,2,0.2880322337150574,0.3817120492458343,0.4943819046020508,0.5499770641326904,0.2063496708869934,0.5056180953979492,0.5056180953979492,0.3705444037914276,0.4943819046020508,0.1238375008106231
lateral,subj06,2,2,0.3564189970493316,0.398625761270523,0.7328863739967346,0.5726883411407471,0.3764673769474029,0.2671136260032654,0.2671136260032654,0.5550336241722107,0.7328863739967346,0.1778527498245239
lateral,subj06,3,2,0.0428464971482753,0.4839757680892944,0.2502512037754059,0.6490641236305237,0.2074047066271305,0.7497487962245941,0.7497487962245941,0.0505647473037242,0.2502512037754059,0.1996864564716816
lateral,subj06,4,2,0.1839501112699508,0.6524059772491455,0.3427605330944061,0.6840648651123047,0.1588104218244552,0.6572394669055939,0.6572394669055939,0.2376966029405594,0.3427605330944061,0.1050639301538467
lateral,subj06,5,2,0.4406847655773163,0.4433791935443878,0.5742454528808594,0.5677107572555542,0.1335606873035431,0.4257545471191406,0.4257545471191406,0.4736190140247345,0.5742454528808594,0.1006264388561248
lateral,subj07,0,3,0.0485661439597606,0.1152901500463485,0.1144863739609718,0.2147982865571975,0.0659202300012111,0.8855136260390282,0.8855136260390282,0.068709559738636,0.1144863739609718,0.0457768142223358
lateral,subj07,1,2,0.0291437283158302,0.2418132722377777,0.202839583158493,0.5496779084205627,0.1736958548426628,0.797160416841507,0.797160416841507,0.0819325745105743,0.202839583158493,0.1209070086479187
lateral,subj07,2,3,0.0448109842836856,0.2524871528148651,0.1790095269680023,0.6531296968460083,0.1341985426843166,0.8209904730319977,0.8209904730319977,0.0333280190825462,0.1790095269680023,0.145681507885456
lateral,subj07,3,2,0.0602427348494529,0.2492721378803253,0.2852171063423157,0.3570472002029419,0.2249743714928627,0.7147828936576843,0.7147828936576843,0.0883295387029647,0.2852171063423157,0.1968875676393509
lateral,subj07,4,2,0.0257942751049995,0.3729813694953918,0.3023121058940887,0.540100634098053,0.2765178307890892,0.6976878941059113,0.6976878941059113,0.0491342321038246,0.3023121058940887,0.2531778737902641
lateral,subj07,5,2,0.1226274147629737,0.2166388630867004,0.3102969229221344,0.4526154696941376,0.1876695081591606,0.6897030770778656,0.6897030770778656,0.1608327776193618,0.3102969229221344,0.1494641453027725
lateral,subj08,0,3,0.1350650936365127,0.5337405800819397,0.3358262479305267,0.6442015171051025,0.2007611542940139,0.6641737520694733,0.6641737520694733,0.1636586636304855,0.3358262479305267,0.1721675843000412
lateral,subj08,1,2,0.0497669018805027,0.3417069315910339,0.1320796906948089,0.5804779529571533,0.0823127888143062,0.867920309305191,0.867920309305191,0.0626921951770782,0.1320796906948089,0.0693874955177307
lateral,subj08,2,3,0.2339552491903305,0.2999442219734192,0.3514343500137329,0.4041168689727783,0.1174791008234024,0.6485656499862671,0.6485656499862671,0.2802101075649261,0.3514343500137329,0.0712242424488067
