roi,median_phi_A,median_phi_B,median_phi_C,median_FULL_CLOSURE,status
ventral,0.08875517673260325,0.0866018055899799,0.09098980664726133,0.9485909589174271,MULTICOMPONENT_RESIDUAL_CAPACITY_LIMIT
lateral,0.0970092307741773,0.10122048561276911,0.021686213542886495,0.8987108274933877,MULTICOMPONENT_RESIDUAL_CAPACITY_LIMIT
