subject,roi,family,component,removed_donor,SIM_full,SIM_loo,dSIM,R_full,R_loo,dR
subj01,ventral,behavior,IN,subj04,0.33536647180461815,0.33421835349924817,-0.0011481183053699828,0.06218590814782635,0.0621409156575587,-4.4992490267653507e-05
subj01,ventral,behavior,IN,subj05,0.33536647180461815,0.33615334268812697,0.0007868708835088167,0.06218590814782635,0.06215958967045016,-2.631847737619153e-05
subj01,ventral,behavior,IN,subj06,0.33536647180461815,0.33536647180461815,0.0,0.06218590814782635,0.06218590814782635,0.0
subj01,ventral,behavior,IN,subj07,0.33536647180461815,0.33536647180461815,0.0,0.06218590814782635,0.06218590814782635,0.0
subj01,ventral,behavior,IN,subj08,0.33536647180461815,0.33255353833664814,-0.0028129334679700135,0.06218590814782635,0.05823255208790723,-0.003953356059919123
subj01,ventral,behavior,OUT,subj02,0.0958046248418638,0.1345939325772658,0.038789307735401984,0.008503102635211231,0.004939215295651656,-0.003563887339559575
subj01,ventral,behavior,OUT,subj03,0.0958046248418638,0.0958046248418638,0.0,0.008503102635211231,0.008503102635211231,0.0
subj01,ventral,behavior,OUT,subj04,0.0958046248418638,0.09216002029253112,-0.003644604549332686,0.008503102635211231,0.008310068718578145,-0.00019303391663308585
subj01,ventral,behavior,OUT,subj05,0.0958046248418638,0.09941702280943295,0.0036123979675691392,0.008503102635211231,0.008450362317634704,-5.274031757652661e-05
subj01,ventral,behavior,OUT,subj06,0.0958046248418638,0.0958046248418638,0.0,0.008503102635211231,0.008503102635211231,0.0
subj01,ventral,behavior,OUT,subj07,0.0958046248418638,0.0958046248418638,0.0,0.008503102635211231,0.008503102635211231,0.0
subj01,ventral,behavior,OUT,subj08,0.0958046248418638,0.06666252368145466,-0.029142101160409148,0.008503102635211231,0.007494350771058036,-0.0010087518641531948
subj02,ventral,anatomy,IN,subj01,0.340722087868834,0.340722087868834,0.0,0.07963729306516847,0.07963729306516847,0.0
subj02,ventral,anatomy,IN,subj03,0.340722087868834,0.33333869824238493,-0.007383389626449077,0.07963729306516847,0.08354723611327104,0.0039099430481025765
subj02,ventral,anatomy,IN,subj04,0.340722087868834,0.31070379078214516,-0.03001829708668885,0.07963729306516847,0.075678360025713,-0.0039589330394554645
subj02,ventral,anatomy,IN,subj05,0.340722087868834,0.340722087868834,0.0,0.07963729306516847,0.07963729306516847,0.0
subj02,ventral,anatomy,IN,subj06,0.340722087868834,0.32689439853761354,-0.013827689331220472,0.07963729306516847,0.08365931782688985,0.0040220247617213795
subj02,ventral,anatomy,IN,subj07,0.340722087868834,0.3420831858627425,0.0013610979939084888,0.07963729306516847,0.07818859959098763,-0.0014486934741808344
subj02,ventral,anatomy,IN,subj08,0.340722087868834,0.3388131395238922,-0.0019089483449418188,0.07963729306516847,0.08182375742727938,0.0021864643621109098
subj02,ventral,anatomy,OUT,subj01,0.19341810379391564,0.19341810379391564,0.0,0.007838814406285645,0.007838814406285645,0.0
subj02,ventral,anatomy,OUT,subj03,0.19341810379391564,0.1894172397422754,-0.0040008640516402405,0.007838814406285645,0.007856344837026739,1.753043074109381e-05
subj02,ventral,anatomy,OUT,subj04,0.19341810379391564,0.12610648968633145,-0.06731161410758418,0.007838814406285645,0.005636220409548962,-0.002202593996736683
subj02,ventral,anatomy,OUT,subj05,0.19341810379391564,0.19341810379391564,0.0,0.007838814406285645,0.007838814406285645,0.0
subj02,ventral,anatomy,OUT,subj06,0.19341810379391564,0.2465735139815806,0.05315541018766495,0.007838814406285645,0.00470093587510298,-0.003137878531182665
subj02,ventral,anatomy,OUT,subj07,0.19341810379391564,0.1995095200445598,0.0060914162506441605,0.007838814406285645,0.008377566847303003,0.000538752441017358
subj02,ventral,anatomy,OUT,subj08,0.19341810379391564,0.1726661596099243,-0.020751944183991344,0.007838814406285645,0.0073670904966826245,-0.0004717239096030208
subj02,ventral,behavior,IN,subj01,0.3133629887694954,0.3348996669228173,0.021536678153321887,0.06820586688824079,0.07349216865773922,0.0052863017694984304
subj02,ventral,behavior,IN,subj03,0.3133629887694954,0.3133629887694954,0.0,0.06820586688824079,0.06820586688824079,0.0
subj02,ventral,behavior,IN,subj04,0.3133629887694954,0.3114279716323588,-0.0019350171371366187,0.06820586688824079,0.07011248682724373,0.0019066199390029431
subj02,ventral,behavior,IN,subj05,0.3133629887694954,0.3133629887694954,0.0,0.06820586688824079,0.06820586688824079,0.0
subj02,ventral,behavior,IN,subj06,0.3133629887694954,0.3133629887694954,0.0,0.06820586688824079,0.06820586688824079,0.0
subj02,ventral,behavior,IN,subj07,0.3133629887694954,0.3133629887694954,0.0,0.06820586688824079,0.06820586688824079,0.0
subj02,ventral,behavior,IN,subj08,0.3133629887694954,0.3133629887694954,0.0,0.06820586688824079,0.06820586688824079,0.0
subj02,ventral,behavior,OUT,subj01,0.08720479821356436,0.23566466997114555,0.14845987175758119,0.005980041456715585,0.008874531174320738,0.0028944897176051533
subj02,ventral,behavior,OUT,subj03,0.08720479821356436,0.08720479821356436,0.0,0.005980041456715585,0.005980041456715585,0.0
subj02,ventral,behavior,OUT,subj04,0.08720479821356436,0.07923578229643675,-0.007969015917127606,0.005980041456715585,0.005479805327235766,-0.0005002361294798186
subj02,ventral,behavior,OUT,subj05,0.08720479821356436,0.08720479821356436,0.0,0.005980041456715585,0.005980041456715585,0.0
subj02,ventral,behavior,OUT,subj06,0.08720479821356436,0.08720479821356436,0.0,0.005980041456715585,0.005980041456715585,0.0
subj02,ventral,behavior,OUT,subj07,0.08720479821356436,0.08720479821356436,0.0,0.005980041456715585,0.005980041456715585,0.0
subj02,ventral,behavior,OUT,subj08,0.08720479821356436,0.08720479821356436,0.0,0.005980041456715585,0.005980041456715585,0.0
subj03,ventral,anatomy,IN,subj01,0.3796485995696223,0.3727831175600261,-0.0068654820095962465,0.05326844323146715,0.051838583011034306,-0.0014298602204328437
subj03,ventral,anatomy,IN,subj02,0.3796485995696223,0.37038468182488754,-0.009263917744734784,0.05326844323146715,0.05134990608555539,-0.0019185371459117598
subj03,ventral,anatomy,IN,subj04,0.3796485995696223,0.3764214564909052,-0.003227143078717132,0.05326844323146715,0.055868196246771216,0.002599753015304067
subj03,ventral,anatomy,IN,subj05,0.3796485995696223,0.3797046197536755,5.602018405315157e-05,0.05326844323146715,0.05432306841042269,0.0010546251789555414
subj03,ventral,anatomy,IN,subj06,0.3796485995696223,0.38164291922296467,0.001994319653342347,0.05326844323146715,0.06226797017981467,0.00899952694834752
subj03,ventral,anatomy,IN,subj07,0.3796485995696223,0.3809501853720831,0.0013015858024607585,0.05326844323146715,0.0529460369025511,-0.0003224063289160514
subj03,ventral,anatomy,IN,subj08,0.3796485995696223,0.3837641645782031,0.0041155650085807904,0.05326844323146715,0.05040145857321535,-0.0028669846582517963
subj03,ventral,anatomy,OUT,subj01,0.17775500542252445,0.17513944914159843,-0.0026155562809260235,0.021380819693663483,0.019523203264174713,-0.0018576164294887704
subj03,ventral,anatomy,OUT,subj02,0.17775500542252445,0.17077966279072876,-0.006975342631795695,0.021380819693663483,0.020517785547961066,-0.0008630341457024175
subj03,ventral,anatomy,OUT,subj04,0.17775500542252445,0.17376712608358547,-0.003987879338938988,0.021380819693663483,0.01824289603976431,-0.0031379236538991717
subj03,ventral,anatomy,OUT,subj05,0.17775500542252445,0.17361620633368233,-0.004138799088842127,0.021380819693663483,0.019473676835699644,-0.0019071428579638394
subj03,ventral,anatomy,OUT,subj06,0.17775500542252445,0.17281772361119677,-0.004937281811327687,0.021380819693663483,0.009849539210648612,-0.01153128048301487
subj03,ventral,anatomy,OUT,subj07,0.17775500542252445,0.179636510357067,0.0018815049345425328,0.021380819693663483,0.019934824032533386,-0.0014459956611300971
subj03,ventral,anatomy,OUT,subj08,0.17775500542252445,0.17806625965915293,0.0003112542366284776,0.021380819693663483,0.018084389319068153,-0.00329643037459533
subj03,ventral,behavior,IN,subj01,0.31427696376304787,0.31427696376304787,0.0,0.043266075179948266,0.043266075179948266,0.0
subj03,ventral,behavior,IN,subj02,0.31427696376304787,0.31427696376304787,0.0,0.043266075179948266,0.043266075179948266,0.0
subj03,ventral,behavior,IN,subj04,0.31427696376304787,0.31427696376304787,0.0,0.043266075179948266,0.043266075179948266,0.0
subj03,ventral,behavior,IN,subj05,0.31427696376304787,0.31427696376304787,0.0,0.043266075179948266,0.043266075179948266,0.0
subj03,ventral,behavior,IN,subj06,0.31427696376304787,0.31427696376304787,0.0,0.043266075179948266,0.043266075179948266,0.0
subj03,ventral,behavior,IN,subj07,0.31427696376304787,0.3519124837776675,0.03763552001461962,0.043266075179948266,0.0481212335768579,0.004855158396909635
subj03,ventral,behavior,IN,subj08,0.31427696376304787,0.30462288862357245,-0.009654075139475415,0.043266075179948266,0.045602089555387575,0.002336014375439309
subj03,ventral,behavior,OUT,subj01,0.11240404606417102,0.11240404606417102,0.0,0.005986776019183825,0.005986776019183825,0.0
subj03,ventral,behavior,OUT,subj02,0.11240404606417102,0.11240404606417102,0.0,0.005986776019183825,0.005986776019183825,0.0
subj03,ventral,behavior,OUT,subj04,0.11240404606417102,0.11240404606417102,0.0,0.005986776019183825,0.005986776019183825,0.0
subj03,ventral,behavior,OUT,subj05,0.11240404606417102,0.11240404606417102,0.0,0.005986776019183825,0.005986776019183825,0.0
subj03,ventral,behavior,OUT,subj06,0.11240404606417102,0.11240404606417102,0.0,0.005986776019183825,0.005986776019183825,0.0
subj03,ventral,behavior,OUT,subj07,0.11240404606417102,0.1602636453078558,0.04785959924368478,0.005986776019183825,0.010831968291523027,0.004845192272339202
subj03,ventral,behavior,OUT,subj08,0.11240404606417102,0.10392359691377777,-0.008480449150393254,0.005986776019183825,0.004872935470142077,-0.0011138405490417475
subj04,ventral,anatomy,IN,subj01,0.3335060035592224,0.3335060035592224,0.0,0.08000044440086387,0.08000044440086387,0.0
subj04,ventral,anatomy,IN,subj02,0.3335060035592224,0.3190754583936931,-0.014430545165529274,0.08000044440086387,0.08672420445180752,0.006723760050943647
subj04,ventral,anatomy,IN,subj03,0.3335060035592224,0.3335060035592224,0.0,0.08000044440086387,0.08000044440086387,0.0
subj04,ventral,anatomy,IN,subj05,0.3335060035592224,0.3335060035592224,0.0,0.08000044440086387,0.08000044440086387,0.0
subj04,ventral,anatomy,IN,subj06,0.3335060035592224,0.3335060035592224,0.0,0.08000044440086387,0.08000044440086387,0.0
subj04,ventral,anatomy,IN,subj07,0.3335060035592224,0.3272521668426967,-0.006253836716525685,0.08000044440086387,0.08854402144674323,0.008543577045879353
subj04,ventral,anatomy,IN,subj08,0.3335060035592224,0.3335060035592224,0.0,0.08000044440086387,0.08000044440086387,0.0
subj04,ventral,anatomy,OUT,subj01,0.20944389064052626,0.20944389064052626,0.0,0.011757518583180393,0.011757518583180393,0.0
subj04,ventral,anatomy,OUT,subj02,0.20944389064052626,0.18922898249261524,-0.02021490814791102,0.011757518583180393,0.004474021207417736,-0.007283497375762657
subj04,ventral,anatomy,OUT,subj03,0.20944389064052626,0.20944389064052626,0.0,0.011757518583180393,0.011757518583180393,0.0
subj04,ventral,anatomy,OUT,subj05,0.20944389064052626,0.20944389064052626,0.0,0.011757518583180393,0.011757518583180393,0.0
subj04,ventral,anatomy,OUT,subj06,0.20944389064052626,0.20944389064052626,0.0,0.011757518583180393,0.011757518583180393,0.0
subj04,ventral,anatomy,OUT,subj07,0.20944389064052626,0.178125413332846,-0.031318477307680254,0.011757518583180393,0.011980637621628704,0.0002231190384483113
subj04,ventral,anatomy,OUT,subj08,0.20944389064052626,0.20944389064052626,0.0,0.011757518583180393,0.011757518583180393,0.0
subj04,ventral,behavior,IN,subj01,0.33431132955117376,0.33431132955117376,0.0,0.09204000969824706,0.09204000969824706,0.0
subj04,ventral,behavior,IN,subj02,0.33431132955117376,0.33283447636767877,-0.0014768531834949972,0.09204000969824706,0.0837029341698823,-0.008337075528364768
subj04,ventral,behavior,IN,subj03,0.33431132955117376,0.33431132955117376,0.0,0.09204000969824706,0.09204000969824706,0.0
subj04,ventral,behavior,IN,subj05,0.33431132955117376,0.33431132955117376,0.0,0.09204000969824706,0.09204000969824706,0.0
subj04,ventral,behavior,IN,subj06,0.33431132955117376,0.3396948204983476,0.00538349094717383,0.09204000969824706,0.07162355499814126,-0.020416454700105807
subj04,ventral,behavior,IN,subj07,0.33431132955117376,0.33431132955117376,0.0,0.09204000969824706,0.09204000969824706,0.0
subj04,ventral,behavior,IN,subj08,0.33431132955117376,0.33431132955117376,0.0,0.09204000969824706,0.09204000969824706,0.0
subj04,ventral,behavior,OUT,subj01,0.20905256398784067,0.20905256398784067,0.0,0.00633545474589172,0.00633545474589172,0.0
subj04,ventral,behavior,OUT,subj02,0.20905256398784067,0.20568106609106632,-0.0033714978967743503,0.00633545474589172,0.004229341303050083,-0.0021061134428416372
subj04,ventral,behavior,OUT,subj03,0.20905256398784067,0.20905256398784067,0.0,0.00633545474589172,0.00633545474589172,0.0
subj04,ventral,behavior,OUT,subj05,0.20905256398784067,0.20905256398784067,0.0,0.00633545474589172,0.00633545474589172,0.0
subj04,ventral,behavior,OUT,subj06,0.20905256398784067,0.2252834795303891,0.016230915542548435,0.00633545474589172,0.021173284467387476,0.014837829721495756
subj04,ventral,behavior,OUT,subj07,0.20905256398784067,0.20905256398784067,0.0,0.00633545474589172,0.00633545474589172,0.0
subj04,ventral,behavior,OUT,subj08,0.20905256398784067,0.20905256398784067,0.0,0.00633545474589172,0.00633545474589172,0.0
subj05,ventral,anatomy,IN,subj01,0.3216466577962347,0.3252565228404089,0.0036098650441742097,0.056411255820720624,0.046318383461406716,-0.010092872359313908
subj05,ventral,anatomy,IN,subj02,0.3216466577962347,0.3216466577962347,0.0,0.056411255820720624,0.056411255820720624,0.0
subj05,ventral,anatomy,IN,subj03,0.3216466577962347,0.3216466577962347,0.0,0.056411255820720624,0.056411255820720624,0.0
subj05,ventral,anatomy,IN,subj04,0.3216466577962347,0.3216466577962347,0.0,0.056411255820720624,0.056411255820720624,0.0
subj05,ventral,anatomy,IN,subj06,0.3216466577962347,0.3216466577962347,0.0,0.056411255820720624,0.056411255820720624,0.0
subj05,ventral,anatomy,IN,subj07,0.3216466577962347,0.31795592671935624,-0.0036907310768784507,0.056411255820720624,0.05430022670672852,-0.002111029113992101
subj05,ventral,anatomy,IN,subj08,0.3216466577962347,0.3216466577962347,0.0,0.056411255820720624,0.056411255820720624,0.0
subj05,ventral,anatomy,OUT,subj01,0.13258249329729907,0.14933807522527573,0.01675558192797666,0.0392108939554329,0.020089516673216685,-0.019121377282216218
subj05,ventral,anatomy,OUT,subj02,0.13258249329729907,0.13258249329729907,0.0,0.0392108939554329,0.0392108939554329,0.0
subj05,ventral,anatomy,OUT,subj03,0.13258249329729907,0.13258249329729907,0.0,0.0392108939554329,0.0392108939554329,0.0
subj05,ventral,anatomy,OUT,subj04,0.13258249329729907,0.13258249329729907,0.0,0.0392108939554329,0.0392108939554329,0.0
subj05,ventral,anatomy,OUT,subj06,0.13258249329729907,0.13258249329729907,0.0,0.0392108939554329,0.0392108939554329,0.0
subj05,ventral,anatomy,OUT,subj07,0.13258249329729907,0.12430624469291374,-0.008276248604385333,0.0392108939554329,0.02143056421298174,-0.017780329742451164
subj05,ventral,anatomy,OUT,subj08,0.13258249329729907,0.13258249329729907,0.0,0.0392108939554329,0.0392108939554329,0.0
subj05,ventral,behavior,IN,subj01,0.3600008477166785,0.36152520067145133,0.001524352954772823,0.04053760436522333,0.03764814020378128,-0.0028894641614420485
subj05,ventral,behavior,IN,subj02,0.3600008477166785,0.3614283271526249,0.0014274794359463994,0.04053760436522333,0.043015204127438755,0.0024775997622154267
