participant,ROI,beta,fold,v2i_lambda_min,v2i_lambda_median,v2i_lambda_max,v2i_n_unique_lambdas
subj08,ventral,B0,3,0.001,1.1768119524349991,100000.0,76
subj08,ventral,B1,0,0.001,33.516026509388475,100000.0,58
subj08,ventral,B1,1,0.001,0.18307382802953698,100000.0,73
subj08,ventral,B1,2,0.001,7.56463327554629,100000.0,53
subj08,ventral,B1,3,0.001,13.219411484660315,100000.0,53
subj08,lateral,B0,0,0.001,123.28467394420684,100000.0,46
subj08,lateral,B0,1,0.001,546.2277217684348,100000.0,48
subj08,lateral,B0,2,0.001,312.57158496882414,100000.0,44
subj08,lateral,B0,3,0.001,792.4828983539186,100000.0,29
subj08,lateral,B1,0,0.001,602.0804732130015,100000.0,40
subj08,lateral,B1,1,0.001,12.09719956979544,100000.0,55
subj08,lateral,B1,2,0.001,102.35310218990269,100000.0,51
subj08,lateral,B1,3,0.001,4.328761281083062,100000.0,54
subj08,parietal,B0,0,0.001,2.200560701605073,100000.0,36
subj08,parietal,B0,1,0.001,1052.1527260297862,100000.0,28
subj08,parietal,B0,2,0.001,100000.0,100000.0,21
subj08,parietal,B0,3,0.001,16.106462280993263,100000.0,38
subj08,parietal,B1,0,0.001,2.730361798137526,100000.0,32
subj08,parietal,B1,1,0.001,0.5687869745681805,100000.0,30
subj08,parietal,B1,2,0.001,0.10658029428419022,100000.0,34
subj08,parietal,B1,3,0.001,1.0769109548671123,100000.0,25
