participant,ROI,beta,fold,n_voxels,v2v_lambda_median,v2v_r_model,v2i_lambda_min,v2i_lambda_median,v2i_lambda_max,v2i_n_unique_lambdas,v2i_r_model,val_score,test_mean_r,test_median_r,finite_frac,target_constant,prediction_constant,null_mean,null_p95_mean,fraction_voxels_above_null_p95
subj05,V3,B1,2,19,13.219411484660315,10,0.001,0.9770099572992257,100000.0,9,12,0.2215061613010941,0.00515800759804369,0.000985775948966259,1.0,0,0,-0.000965487878889173,0.34055159513267974,0.0
subj05,V3,B1,3,19,27.825594022071257,12,0.001,3.5938136638046294,100000.0,10,1,-0.02158528386595679,-0.012950158305756734,0.028902020298912545,1.0,0,0,0.0006660490703576722,0.34640170810737014,0.0
subj05,hV4,B0,0,11,376.49358067924715,4,0.31992671377973847,100000.0,100000.0,3,3,0.12559823391986374,0.0771506968480666,0.03719625840883745,1.0,0,0,-0.0021541377984792397,0.3418985337739053,0.18181818181818182
subj05,hV4,B0,1,11,100000.0,6,0.001,70.54802310718645,100000.0,7,4,0.27197886324447046,-0.009694049697491007,-0.03935994566533394,1.0,0,0,-0.006499340176344909,0.338158903687043,0.0
subj05,hV4,B0,2,11,33.516026509388475,11,0.001,100000.0,100000.0,6,2,0.21560122957559197,0.11798728880851178,0.10034645823768341,1.0,0,0,0.0020683157405075093,0.3480913704763178,0.09090909090909091
subj05,hV4,B0,3,11,148.49682622544665,1,0.001,0.02848035868435802,57223.676593502205,11,2,-0.1449996890282228,-0.12647954841372053,-0.03771543774489573,1.0,0,0,0.0004408709146776072,0.3424015824672531,0.0
subj05,hV4,B1,0,11,657.9332246575682,5,0.001,1.4174741629268062,100000.0,7,7,0.13340566481605787,-0.013082926400574367,-0.032449826029007624,1.0,0,0,0.0018059180646874447,0.3506660219897009,0.0
subj05,hV4,B1,1,11,15.922827933410938,8,0.001,102.35310218990269,100000.0,8,4,0.14141363984063884,0.09694941957614955,0.05684346578633934,1.0,0,0,0.00620379064094645,0.35137633738449053,0.09090909090909091
subj05,hV4,B1,2,11,453.48785081285916,5,0.001,40.37017258596558,100000.0,6,2,0.10503975531553618,0.11051877778590687,0.13797813678802834,1.0,0,0,-0.0028624189710107937,0.33787879069535764,0.09090909090909091
subj05,hV4,B1,3,11,100000.0,1,0.0014508287784959402,5.21400828799969,47508.10162102803,11,8,0.035037129269398656,-0.05432545233865422,-0.10812474907233378,1.0,0,0,0.0010409983245071202,0.34236042742397543,0.09090909090909091
subj05,ventral,B0,0,133,453.48785081285916,11,0.001,10.974987654930567,100000.0,47,11,0.19763953852162214,0.12812562346290288,0.17724882198579406,1.0,0,0,-0.0014017220162415185,0.3411142412088035,0.15789473684210525
subj05,ventral,B0,1,133,376.49358067924715,11,0.001,259.5024211399737,100000.0,42,9,0.14867669705112752,0.05434383709328927,0.026954154822662623,1.0,0,0,0.00032437125587413894,0.33966070324930003,0.14285714285714285
subj05,ventral,B0,2,133,546.2277217684348,12,0.001,70.54802310718645,100000.0,44,5,0.2252833781994658,0.02174998905031685,0.036720297935340644,1.0,0,0,-0.0013813846498807157,0.3406096819136058,0.05263157894736842
subj05,ventral,B0,3,133,123.28467394420684,9,0.001,123.28467394420684,100000.0,50,12,0.17690078712795917,0.10291060433431726,0.09528747604938459,1.0,0,0,-0.00011965863425507686,0.3425998440329264,0.15037593984962405
subj05,ventral,B1,0,133,70.54802310718645,12,0.001,13.219411484660315,100000.0,43,5,0.1247438430636707,-0.03815169849947706,-0.05174970964928052,1.0,0,0,-0.0021454527647097065,0.34250452626329725,0.06766917293233082
subj05,ventral,B1,1,133,102.35310218990269,10,0.001,13.219411484660315,100000.0,45,12,0.06741374639687718,-0.032184315772544,-0.042082871021509906,1.0,0,0,-0.0014637360626562396,0.3426249676831152,0.045112781954887216
subj05,ventral,B1,2,133,178.8649529057435,12,0.001,215.44346900318865,100000.0,40,12,0.07140709305924048,0.016203131763748505,0.009281699790608952,1.0,0,0,0.0004320681463550199,0.34285698636621403,0.07518796992481203
subj05,ventral,B1,3,133,58.57020818056673,10,0.001,123.28467394420684,100000.0,45,2,0.0645598355356404,-0.0813787547491917,-0.09024213900168773,1.0,0,0,0.00022380666753117582,0.34239031474003506,0.015037593984962405
subj05,lateral,B0,0,141,100000.0,11,0.001,1.4174741629268062,100000.0,52,12,0.15386814745128374,0.003728690102561072,-0.001983288143233466,1.0,0,0,0.0018186706874346304,0.34115678120245585,0.0425531914893617
subj05,lateral,B0,1,141,2009.23300256505,12,0.001,123.28467394420684,100000.0,38,12,0.055672643305652386,-0.0866575966625325,-0.11033395218244277,1.0,0,0,0.0015776369731596096,0.34410882010887694,0.04964539007092199
subj05,lateral,B0,2,141,57223.676593502205,8,0.001,657.9332246575682,100000.0,50,12,0.1693767644695564,0.16374799747125116,0.18497380735441268,1.0,0,0,-0.0002165398732234951,0.34131097677013095,0.1276595744680851
subj05,lateral,B0,3,141,58.57020818056673,6,0.001,2.4770763559917115,100000.0,51,12,0.18307864631029128,0.03531301328533121,0.01144106942143359,1.0,0,0,0.0015545609579747804,0.34517197116038956,0.09219858156028368
subj05,lateral,B1,0,141,657.9332246575682,11,0.001,102.35310218990269,100000.0,44,12,0.06111067746761746,0.07492578937304346,0.06915217939239957,1.0,0,0,-0.0036150783702265047,0.34280205862615176,0.12056737588652482
subj05,lateral,B1,1,141,259.5024211399737,2,0.001,0.5590810182512228,100000.0,59,12,0.07667153698909586,-0.060132918456847255,-0.06525733746616691,1.0,0,0,0.0006619294376701411,0.33976760021132546,0.02127659574468085
subj05,lateral,B1,2,141,123.28467394420684,11,0.001,10.974987654930567,100000.0,52,12,0.14659899853690886,-0.05882191660633328,-0.07451474626961654,1.0,0,0,0.0018181645314460568,0.34472056126018974,0.014184397163120567
subj05,lateral,B1,3,141,5.21400828799969,10,0.001,215.44346900318865,100000.0,47,11,0.20413537039060486,-0.02980221276448596,-0.03389000184708118,1.0,0,0,0.0014264813534414565,0.34538548535972013,0.07801418439716312
subj05,parietal,B0,0,57,178.8649529057435,11,0.001,58.57020818056673,100000.0,30,8,0.20406163746014444,0.20058257255694037,0.262700507788667,1.0,0,0,-0.0015703458029625908,0.34073026470151613,0.2807017543859649
subj05,parietal,B0,1,57,312.57158496882414,11,0.001,102.35310218990269,100000.0,39,9,0.20449878426243093,0.10180339986211277,0.07272448808545755,1.0,0,0,-0.002342950979287433,0.34253025349320976,0.17543859649122806
subj05,parietal,B0,2,57,453.48785081285916,10,0.001,376.49358067924715,100000.0,23,9,0.23076006569125204,0.2226468598186492,0.24444684359028812,1.0,0,0,0.0018173305549286417,0.3431099491550526,0.3333333333333333
subj05,parietal,B0,3,57,1384.8863713938745,11,0.001,7.56463327554629,100000.0,33,12,0.233671159127751,0.00491423461614508,0.016067641315733957,1.0,0,0,-0.0011185050351115956,0.3418999127419643,0.05263157894736842
subj05,parietal,B1,0,57,0.9770099572992257,12,0.001,0.8111308307896873,100000.0,27,7,0.08457152606201668,0.03189449946243766,0.02590616508786522,1.0,0,0,0.001577456083394989,0.34422741121246025,0.05263157894736842
subj05,parietal,B1,1,57,4.328761281083062,12,0.001,0.011233240329780276,100000.0,26,12,0.10664751204264912,-0.10544747568878489,-0.11525584394952987,1.0,0,0,-0.0013239698236271666,0.34276137836471515,0.0
subj05,parietal,B1,2,57,7.56463327554629,3,0.001,1.4174741629268062,100000.0,37,12,0.21032740020841223,0.029614066644238102,0.04192979104288429,1.0,0,0,0.0007564251792649327,0.3427939108951128,0.07017543859649122
subj05,parietal,B1,3,57,102.35310218990269,12,0.001,58.57020818056673,100000.0,25,10,0.08553804252246436,0.08049399301361915,0.04551839009909873,1.0,0,0,0.002356691375575035,0.3524242248755801,0.17543859649122806
subj06,V1,B0,0,23,3511.1917342151346,4,0.001,0.001,100000.0,8,8,0.035148136100629404,0.020843038661689316,-0.014437173836822394,1.0,0,0,0.00571327568678485,0.3528041384686106,0.0
subj06,V1,B0,1,23,312.57158496882414,3,0.001,2.0565123083486534,100000.0,19,1,0.19292200911881036,0.17174308497821492,0.18801186704830045,1.0,0,0,0.009743587427269546,0.34381194474327814,0.13043478260869565
subj06,V1,B0,2,23,10.974987654930567,6,0.001,0.001,100000.0,6,1,0.1304775947487895,0.17085456781940464,0.1951364691331665,1.0,0,0,0.0030152898122586405,0.34371898710206555,0.043478260869565216
subj06,V1,B0,3,23,9.111627561154895,5,0.001,100000.0,100000.0,11,11,0.03980388636272077,0.025340382377109706,0.040520031922206864,1.0,0,0,-0.001322645075970366,0.34882579050532786,0.0
subj06,V1,B1,0,23,123.28467394420684,4,0.001,0.10476157527896651,100000.0,12,9,0.08227289344204002,-0.027629960814263176,-0.04360078214988588,1.0,0,0,0.0015335414566354738,0.3437186235853675,0.0
subj06,V1,B1,1,23,48.62601580065353,3,0.001,13.219411484660315,100000.0,15,7,0.24228580979351932,-0.308906915549473,-0.37137884481079203,1.0,0,0,-0.0030013797873263528,0.34718494658060584,0.0
subj06,V1,B1,2,23,10.974987654930567,4,0.001,1668.100537200059,100000.0,9,12,0.059534127449695384,0.055774297986071655,0.007331745070970186,1.0,0,0,0.002935131940576625,0.3456324611376948,0.21739130434782608
subj06,V1,B1,3,23,23.10129700083163,11,0.001,2.9836472402833403,100000.0,15,8,0.18406403982758834,-0.023245840727644438,-0.041590645044364355,1.0,0,0,-0.002149692889783493,0.3452943939396192,0.08695652173913043
subj06,V2,B0,0,24,1169.7174140278546,9,0.001,0.001,100000.0,9,12,0.13832981665732008,0.005468318573576597,-0.020253140026363314,1.0,0,0,-0.005373595794456513,0.33859334237639577,0.041666666666666664
subj06,V2,B0,1,24,151.07481342497516,2,0.001,100000.0,100000.0,11,9,0.10774149706224025,0.2156111934937809,0.32362970820835524,1.0,0,0,-0.0011123837093614346,0.3426528984615258,0.375
subj06,V2,B0,2,24,112.81888806705476,11,0.001,0.019971201236330262,100000.0,11,7,0.253344568666173,0.0955848761050212,0.09101284729814191,1.0,0,0,0.0002730680690646832,0.34349945197115633,0.08333333333333333
subj06,V2,B0,3,24,0.42475587136616566,11,0.04132012400115339,37.24651805698883,100000.0,17,7,0.23756422643755915,0.09196236477285931,0.08538407830430537,1.0,0,0,-0.006257158721011628,0.3392703018995002,0.08333333333333333
subj06,V2,B1,0,24,453.48785081285916,10,0.001,0.3526397865753958,100000.0,15,4,0.28376005605513205,0.19796360775136945,0.24072567959206415,1.0,0,0,-0.005443202952731352,0.3395816442038771,0.20833333333333334
subj06,V2,B1,1,24,44.498094193309555,5,0.001,9.216709886330001,100000.0,17,4,0.18784387985679285,0.042565456967328795,0.03722066818027713,1.0,0,0,-0.0037115666426899376,0.3417137923703464,0.041666666666666664
subj06,V2,B1,2,24,40.37017258596558,4,0.001,3.0354450098981705,100000.0,17,12,0.1285956723233204,-0.02837619966180799,-0.018897075901049394,1.0,0,0,-0.0038173427579725945,0.3415743138464011,0.0
subj06,V2,B1,3,24,0.43950386601548064,5,0.001,100000.0,100000.0,10,4,0.21773328021593152,0.07301800000035367,0.10556491020996144,1.0,0,0,-0.0013028471198459986,0.34426311205758947,0.08333333333333333
subj06,V3,B0,0,24,109.52242466631655,1,0.001,0.018111497755584644,40.37017258596558,17,11,0.15085764551079786,0.11149495450728526,0.11626854541440096,1.0,0,0,-0.0011754329654793242,0.33524952531334656,0.08333333333333333
subj06,V3,B0,1,24,51210.064132397194,10,0.001,9.749851463247287,100000.0,12,11,0.2325318093385059,0.0631010047751726,0.06615873868788334,1.0,0,0,6.597276482685666e-05,0.3472264847946975,0.041666666666666664
subj06,V3,B0,2,24,77.7616833490255,4,0.001,41.071021155021,100000.0,18,12,0.28545077134322877,0.098228085221596,0.09117214364874851,1.0,0,0,-0.0016917400243976386,0.33965622487632646,0.08333333333333333
subj06,V3,B0,3,24,125.42496420767466,5,0.001,48.62601580065353,100000.0,11,7,0.2115245310374992,0.10198375125339205,0.07184485407169118,1.0,0,0,0.0032362525488425988,0.3437005229844732,0.16666666666666666
subj06,V3,B1,0,24,7.695959501494578,12,0.001,7.1628179245772925,100000.0,15,9,0.12302030013248506,-0.1735965057555231,-0.17948327548634777,1.0,0,0,-0.003429808953699825,0.33466921871150207,0.0
subj06,V3,B1,1,24,100000.0,7,0.001,2.7527866167590305,100000.0,13,6,0.08371940397476442,0.052410660788518394,0.039099741595459106,1.0,0,0,-0.002010442055661906,0.34463922538868913,0.08333333333333333
subj06,V3,B1,2,24,1.4338215695691703,1,0.0012045035402587824,0.1154736317927843,100000.0,17,12,-0.020928296711197725,0.04171849182123471,0.032671714606922767,1.0,0,0,-0.0004970270118871425,0.3417379781361413,0.125
subj06,V3,B1,3,24,86.45056264854458,5,0.001,2.730361798137526,100000.0,14,4,0.10416381464798034,0.013394812373937878,0.06485922648745018,1.0,0,0,0.0006783120458802217,0.3411316330487879,0.08333333333333333
subj06,hV4,B0,0,10,16.1992570506926,3,0.001,50001.7969068319,100000.0,4,6,0.1151738233950362,0.10120076419004682,0.09341414654940938,1.0,0,0,-0.00042334286255781635,0.3390417119700123,0.2
subj06,hV4,B0,1,10,27.825594022071257,2,0.001,24.719427221399705,100000.0,8,5,0.13740707077386838,0.24249692895121,0.27542336688465663,1.0,0,0,0.0017336276158043027,0.34027278296395064,0.1
subj06,hV4,B0,2,10,5.9466972783146765,8,0.001,488.8248768313332,100000.0,8,5,0.16882752150272717,0.05843975552923952,0.036196987688185744,1.0,0,0,0.000706599530890782,0.34583843079721,0.0
subj06,hV4,B0,3,10,100000.0,4,19.179102616724887,100000.0,100000.0,3,5,0.13843140960595698,0.1978687741695036,0.17796119115745046,1.0,0,0,-0.0013767933507981506,0.3410115702635463,0.2
subj06,hV4,B1,0,10,62.672758088415065,10,0.001,28.868821680904215,100000.0,7,6,0.1286131844833547,-0.03987618537719798,-0.09655543341678426,1.0,0,0,-0.001064668852531279,0.3470092653667275,0.0
subj06,hV4,B1,1,10,98.5614210130501,4,0.001,18.16035424274597,100000.0,5,1,-0.01730683607011508,-0.1042324974490467,-0.17699021612772123,1.0,0,0,-0.0031460387898364518,0.33990857412273345,0.0
subj06,hV4,B1,2,10,13.042472120557484,8,0.001,295.9685248412179,100000.0,7,5,0.15256480473458814,0.02624907593987107,0.008136914557018276,1.0,0,0,0.0009002040861615399,0.3384867953561116,0.1
subj06,hV4,B1,3,10,100000.0,5,0.001,0.001,27.825594022071257,5,1,0.21985598162126924,0.058250227834797906,0.06771116170794608,1.0,0,0,0.001625697384151746,0.3530469488767087,0.0
subj06,ventral,B0,0,194,312.57158496882414,6,0.001,1384.8863713938745,100000.0,55,6,0.22788973837390394,0.21805230177207924,0.23383951341988385,1.0,0,0,0.0019841059863525937,0.3388601994098782,0.3556701030927835
subj06,ventral,B0,1,194,312.57158496882414,2,0.001,84.97534359086455,100000.0,62,9,0.2754284696918188,0.09071142011537946,0.12126699193026386,1.0,0,0,0.0018313429457054943,0.34297953108007007,0.12886597938144329
subj06,ventral,B0,2,194,453.48785081285916,3,0.001,0.4641588833612782,100000.0,64,3,0.3062420653496099,0.13487031320286416,0.1498334221374965,1.0,0,0,-0.0007342879715887373,0.3403503334181973,0.18556701030927836
subj06,ventral,B0,3,194,123.28467394420684,4,0.001,93.66422289038363,100000.0,68,11,0.17876442796226502,0.08647337601915828,0.118388494523637,1.0,0,0,-0.0017904502815946387,0.33993885933616935,0.19072164948453607
subj06,ventral,B1,0,194,178.8649529057435,5,0.001,123.28467394420684,100000.0,61,5,0.14663878190924667,0.03952071227048004,0.06153563010034017,1.0,0,0,-0.0021163365433623663,0.34008880523472934,0.08247422680412371
subj06,ventral,B1,1,194,286.03700305439895,12,0.001,23.10129700083163,100000.0,52,9,0.0787579190139399,-0.05326250642635051,-0.051289354547687876,1.0,0,0,0.006888020528175005,0.34997535509127115,0.030927835051546393
subj06,ventral,B1,2,194,215.44346900318865,8,0.001,25.463445511451443,100000.0,62,12,0.1809296895537537,-0.10102364921081403,-0.10648400608514225,1.0,0,0,-0.0015439384173432512,0.3416661020746575,0.02577319587628866
subj06,ventral,B1,3,194,70.54802310718645,10,0.001,215.44346900318865,100000.0,46,8,0.03186502245327657,0.002011643789933121,0.009659044243268678,1.0,0,0,0.0025098033748831186,0.3431640150538586,0.015463917525773196
subj06,lateral,B0,0,181,792.4828983539186,4,0.001,178.8649529057435,100000.0,53,8,0.13862232888335768,-0.0946505307568078,-0.12265591189180623,1.0,0,0,0.003824212568064185,0.3448618927754626,0.03314917127071823
subj06,lateral,B0,1,181,453.48785081285916,10,0.001,102.35310218990269,100000.0,53,4,0.23906999791942354,0.1138361764910428,0.15436168840731326,1.0,0,0,-0.003899137974989283,0.3384405732123564,0.2265193370165746
subj06,lateral,B0,2,181,657.9332246575682,8,0.001,0.001,100000.0,47,4,0.2551037693197543,0.2156185556395869,0.23249405145491703,1.0,0,0,-0.0016299895743148432,0.34494219055352776,0.3259668508287293
subj06,lateral,B0,3,181,215.44346900318865,8,0.001,58.57020818056673,100000.0,52,12,0.200852456820026,0.005206866368158885,-0.02145236857820855,1.0,0,0,-0.0012046096136393253,0.3378258892750451,0.06629834254143646
subj06,lateral,B1,0,181,657.9332246575682,4,0.001,0.31992671377973847,100000.0,69,10,0.18624496275150224,0.16201281892648256,0.19376233585794775,1.0,0,0,-3.5650531397625114e-05,0.3469333002150977,0.292817679558011
subj06,lateral,B1,1,181,546.2277217684348,3,0.001,10.974987654930567,100000.0,53,1,0.1844607998095081,-0.3672807461730548,-0.38824413421571724,1.0,0,0,0.0008320721061376602,0.34574964207484066,0.0
subj06,lateral,B1,2,181,4229.242874389508,8,0.001,1149.756995397738,100000.0,47,9,0.08345221579913614,-0.06576858574876071,-0.10043116150886804,1.0,0,0,-0.0006274503447672671,0.33811179408269315,0.011049723756906077
subj06,lateral,B1,3,181,123.28467394420684,2,0.001,0.004430621457583882,100000.0,51,5,0.10856840794532979,-0.03970804173452639,-0.04286811443849711,1.0,0,0,0.0006334349662015165,0.3414720703470236,0.011049723756906077
subj06,parietal,B0,0,68,3119.237938477279,7,0.001,100000.0,100000.0,25,9,0.34993654394403667,0.1670938049947671,0.1623817779821194,1.0,0,0,-0.004295499256351463,0.3347687638338748,0.19117647058823528
subj06,parietal,B0,1,68,0.3526397865753958,11,0.006428073117284319,15.077045135827728,100000.0,39,8,0.13010118153402775,0.15639415310531957,0.15541588406749934,1.0,0,0,-0.0012659348517518598,0.3398291677965273,0.16176470588235295
subj06,parietal,B0,2,68,40.37017258596558,7,0.001,499.85778629064697,100000.0,34,10,0.3619780794980012,0.10559905470799541,0.06504083592937085,1.0,0,0,0.002956058200523234,0.351193282400176,0.1323529411764706
subj06,parietal,B0,3,68,10.043307608042731,4,0.001,344.53258282403567,100000.0,29,12,0.3158532362991503,0.17280314308091535,0.16114251629311233,1.0,0,0,-0.0027934270711585476,0.3441127932092569,0.19117647058823528
subj06,parietal,B1,0,68,4.771384784541375,10,0.001,383.02971789084165,100000.0,29,10,0.18814367487895312,-0.026557482604860266,-0.04089783279540771,1.0,0,0,-0.0014469249367991097,0.3395829678176563,0.0
subj06,parietal,B1,1,68,0.3029329666806788,11,0.001,21.874210977741097,100000.0,28,11,0.12375282395087026,-0.017842480940794582,-0.01071658127495402,1.0,0,0,0.0015293781080618336,0.342971299932239,0.07352941176470588
subj06,parietal,B1,2,68,0.22305620104317028,6,0.001,12.09719956979544,100000.0,30,6,0.2082005181188293,-0.006681553376235007,0.006257218255436918,1.0,0,0,0.0064363641290312145,0.34915018540155274,0.029411764705882353
subj06,parietal,B1,3,68,1.8819324779096727,7,0.001,499.85778629064697,100000.0,30,5,0.21746693274952275,-0.03954980810309434,-0.06468734071201715,1.0,0,0,0.0005180382204376546,0.34042852492117504,0.04411764705882353
subj07,V1,B0,0,23,84.97534359086455,11,0.001,100000.0,100000.0,8,7,0.07204171838098014,0.09451768352470151,0.11008784762879738,1.0,0,0,-0.000668611623874682,0.3402675406495219,0.17391304347826086
subj07,V1,B0,1,23,1.7073526474706922,3,0.001,0.9770099572992257,100000.0,9,12,0.16867173850864467,0.0380286123509264,0.054769783109803294,1.0,0,0,0.00011161675123384238,0.34396272499049735,0.0
subj07,V1,B0,2,23,0.5590810182512228,3,0.001,40.37017258596558,100000.0,15,2,0.2325695235219662,0.1470422647234167,0.1789155055290095,1.0,0,0,0.0041478419138616185,0.3403770508205924,0.13043478260869565
subj07,V1,B0,3,23,70.54802310718645,6,0.001,3.5938136638046294,100000.0,17,12,0.13767088855278017,-0.14305082398323088,-0.16437597501024975,1.0,0,0,0.002681821076261746,0.3471923882229793,0.0
subj07,V1,B1,0,23,84.97534359086455,6,0.001,1.4174741629268062,100000.0,11,12,0.06575756530720368,0.13056150477234132,0.11115121870907752,1.0,0,0,-0.004893930930291947,0.3396904730585244,0.17391304347826086
subj07,V1,B1,1,23,3.5938136638046294,4,0.001,10.974987654930567,100000.0,12,12,0.1408650649335944,-0.04797524177229673,-0.024876915634028832,1.0,0,0,-0.00802483637466221,0.33993865178039473,0.0
subj07,V1,B1,2,23,1.1768119524349991,5,0.001,0.04132012400115339,100000.0,11,12,-0.013530615542326178,-0.05517693639275382,-0.08715537138586142,1.0,0,0,0.0004219268556579472,0.34096113183711896,0.043478260869565216
subj07,V1,B1,3,23,123.28467394420684,6,0.001,0.001,100000.0,10,12,0.2595946583684262,0.049714527696161644,0.072712103765905,1.0,0,0,0.003773592637808357,0.3469116021422654,0.043478260869565216
subj07,V2,B0,0,20,2.730361798137526,2,0.001,1.0454446143509446,100000.0,16,10,0.21874222653280725,0.12021061749744733,0.15562642636993945,1.0,0,0,-0.0024627307558400596,0.33573894673301935,0.1
subj07,V2,B0,1,20,10.974987654930567,12,0.001,277.67926679249535,100000.0,12,11,0.24931464514134585,-0.044877118199742244,-0.014752677561183487,1.0,0,0,-0.001986458110157937,0.3434296949502432,0.0
subj07,V2,B0,2,20,0.8679464853431109,5,0.001,89.8380418682666,100000.0,9,9,0.183657065202597,0.12530252440225925,0.16500951443505701,1.0,0,0,-0.001562110748374574,0.34077759563394816,0.05
subj07,V2,B0,3,20,96.91634852569665,6,0.001,88.16121012375896,100000.0,14,9,0.16761166913536546,0.025653127627031168,0.04083868462742908,1.0,0,0,0.001317398399198544,0.3427454775705908,0.05
subj07,V2,B1,0,20,1.9472752594592588,7,0.001,1.8036720707752139,100000.0,9,7,-0.05323033776875703,0.1442788971488344,0.13314394383799336,1.0,0,0,0.0002834318654410474,0.3374207800602981,0.1
subj07,V2,B1,1,20,15.922827933410938,8,0.001,30.670810265729866,100000.0,12,12,0.1386551461922795,-0.09288764850400823,-0.1087346696316131,1.0,0,0,-0.0003896676477793232,0.3459164141859731,0.0
subj07,V2,B1,2,20,0.001,7,0.001,77.7616833490255,100000.0,7,10,0.0778387700586066,-0.015427790529615548,-0.06933175747948343,1.0,0,0,-0.0030506963399019346,0.34195471205988237,0.0
subj07,V2,B1,3,20,102.35310218990269,9,0.001,1.7974068319023147,100000.0,6,4,0.13058619026375595,-0.03206116094361144,-0.02547074450188099,1.0,0,0,-0.0015632703707661884,0.34124610102512437,0.0
subj07,V3,B0,0,15,7.56463327554629,3,0.001,0.5590810182512228,100000.0,9,12,0.028028900694822487,0.4294520557050377,0.46601570108155344,1.0,0,0,0.004428740006918494,0.3375915713219445,0.7333333333333333
subj07,V3,B0,1,15,4.328761281083062,1,0.001,0.03430469286314919,102.35310218990269,13,4,0.08151580957066255,-0.09910803392436902,-0.11232787218485889,1.0,0,0,0.007119409385547014,0.3334837574003622,0.0
subj07,V3,B0,2,15,0.8111308307896873,5,0.001,0.05994842503189412,100000.0,6,12,-0.0428854576542986,0.09127431501781243,0.07513785021774125,1.0,0,0,-0.0023790976581605974,0.3415633790013919,0.0
subj07,V3,B0,3,15,58.57020818056673,8,0.001,40.37017258596558,100000.0,12,2,0.13940825430251627,0.18718958518036855,0.1941639858265459,1.0,0,0,0.006818377648127218,0.35408673255796874,0.26666666666666666
subj07,V3,B1,0,15,6.280291441834259,7,0.001,23.10129700083163,100000.0,11,3,0.13759269097388452,0.04727693295552345,0.07225200193781652,1.0,0,0,0.002240796863921924,0.3480719655795127,0.0
subj07,V3,B1,1,15,4.328761281083062,8,0.001,0.5590810182512228,100000.0,8,4,0.20194261814666256,-0.14620556121712933,-0.1742590118945005,1.0,0,0,0.0012454463955377216,0.34017129381284794,0.0
subj07,V3,B1,2,15,3.5938136638046294,5,0.001,100000.0,100000.0,7,6,-0.026199789497948524,0.11798264546781638,0.14316636427301455,1.0,0,0,0.005940193216230936,0.3475625099233582,0.0
subj07,V3,B1,3,15,148.49682622544665,6,0.011233240329780276,100000.0,100000.0,8,4,0.24218693118564763,-0.018357387244986537,-0.017422317134515267,1.0,0,0,-0.0020698209817354043,0.33464559381044073,0.0
subj07,hV4,B0,0,8,3.7828166377731454,3,0.001,100000.0,100000.0,2,4,-0.05867657937462825,-0.28798154321646297,-0.2860954322411679,1.0,0,0,0.0027125606547795346,0.346538844325468,0.0
subj07,hV4,B0,1,8,2.8251629860766414,5,0.001,109.52242466631655,100000.0,5,5,0.23172819705348213,0.11468206838467296,0.10619357444601787,1.0,0,0,0.005845627327853825,0.3436177364411538,0.0
subj07,hV4,B0,2,8,51.764957071168844,7,2915.0530628251818,100000.0,100000.0,2,1,0.0688535234028789,-0.3414235023024528,-0.33565758855055516,1.0,0,0,0.0049323568786279175,0.3440854515790387,0.0
subj07,hV4,B0,3,8,100000.0,2,0.001,0.001,100000.0,4,8,0.16441670887585008,-0.1476768528079001,-0.11148127297250701,1.0,0,0,-0.009117511349571046,0.3368167269285651,0.0
subj07,hV4,B1,0,8,4.556313780577447,3,0.001,100000.0,100000.0,3,4,-0.014241635872828482,0.08211405176649907,0.08459518656946616,1.0,0,0,0.005745175118979144,0.35163928161270647,0.0
subj07,hV4,B1,1,8,50001.7969068319,1,0.0014508287784959402,1.0136396806252153,12915.496650148854,7,1,0.07546543906408379,-0.04755828033016635,-0.010193932275516626,1.0,0,0,-0.0021333578386508365,0.3525482087820764,0.0
subj07,hV4,B1,2,8,2.164880640541531,3,0.001,50477.27422833092,100000.0,5,4,0.07392724357368957,0.020003428304378165,0.051226431793560206,1.0,0,0,-0.001169385915706141,0.34360740885690405,0.0
subj07,hV4,B1,3,8,100000.0,3,0.001,3.332822150602656,100000.0,5,6,-0.03237093846488152,0.09078528177858608,0.08692797027416857,1.0,0,0,0.003658151420483809,0.3477129184184726,0.125
subj07,ventral,B0,0,131,58.57020818056673,10,0.001,376.49358067924715,100000.0,48,12,0.13787279788609796,0.14111546927018428,0.156345415027992,1.0,0,0,-0.0006832852599444372,0.3406284403700812,0.1450381679389313
subj07,ventral,B0,1,131,23.10129700083163,8,0.001,23.10129700083163,100000.0,55,7,0.21727257008503684,0.03256097567519903,0.043170692541955935,1.0,0,0,0.0008655333894666886,0.34107277659242696,0.09923664122137404
subj07,ventral,B0,2,131,259.5024211399737,4,0.001,19.179102616724887,100000.0,58,3,0.24445604470404203,0.1270345590176349,0.12241434749241328,1.0,0,0,-0.0027250590595877784,0.33899773126555816,0.1297709923664122
subj07,ventral,B0,3,131,48.62601580065353,11,0.001,123.28467394420684,100000.0,49,3,0.2164219460910303,0.0388368969038941,0.022957534188859763,1.0,0,0,0.00041746879971771435,0.34315648623907385,0.09923664122137404
subj07,ventral,B1,0,131,123.28467394420684,1,0.001,0.26560877829466867,100000.0,65,1,0.022666768218354706,-0.0022435740677916325,-0.02209340432222059,1.0,0,0,0.00031749224422810335,0.3426003100998311,0.07633587786259542
subj07,ventral,B1,1,131,0.001,5,0.001,9.111627561154895,100000.0,42,11,0.02919915917724564,0.0036696995599353305,0.014002563078285775,1.0,0,0,0.001302473768786976,0.3434406076726984,0.007633587786259542
