subject,roi,fold,pair,s1,s2,AXIS_SINGULAR_GAP,s2_over_s1
subj02,ventral,5,0,11.288942992078786,5.210661863146341,0.5384278344923388,0.46157216550766117
subj02,ventral,5,1,12.278967553093898,7.660285841672653,0.37614577051777354,0.6238542294822265
subj02,ventral,5,2,10.193496540306052,6.828158766691072,0.3301455747111029,0.6698544252888972
subj02,ventral,5,3,10.73296494346058,6.398550976831148,0.40384124884991074,0.5961587511500893
subj02,ventral,5,4,9.68090728632127,5.9306907879133535,0.38738275117114496,0.612617248828855
subj02,ventral,5,5,10.709427713522338,6.613126194901954,0.38249490338761594,0.6175050966123841
subj02,ventral,5,6,12.285554362240578,7.8963425995140915,0.35726607308959923,0.6427339269104008
subj02,ventral,5,7,10.21323011582939,7.074963148447731,0.30727467527806784,0.6927253247219322
subj02,ventral,5,8,10.276776724844426,7.372916676510234,0.2825652562163797,0.7174347437836203
subj02,ventral,5,9,9.552995395247251,6.439517619898221,0.32591639025577557,0.6740836097442244
subj02,ventral,5,10,10.495132880662878,5.93079310399251,0.43490061808365416,0.5650993819163458
subj02,ventral,5,11,12.204337825314749,7.158075976569302,0.4134810033100099,0.5865189966899901
subj02,ventral,5,12,9.82993403133409,6.680898958574004,0.32035159775458927,0.6796484022454108
subj02,ventral,5,13,10.248893731100747,6.467538825855484,0.36895249423560367,0.6310475057643963
subj02,ventral,5,14,9.160636359575511,5.975507567604234,0.3476973287605612,0.6523026712394389
subj02,ventral,5,15,10.753816332459325,6.1434515762291735,0.4287189416016176,0.5712810583983824
subj02,ventral,5,16,12.201909838029403,7.704657792657224,0.3685695194497913,0.6314304805502087
subj02,ventral,5,17,9.910942631897159,7.148403462235761,0.27873626881569297,0.721263731184307
subj02,ventral,5,18,10.78635564932465,6.211912341480041,0.4240953531076107,0.5759046468923893
subj02,ventral,5,19,9.665863541260789,5.853159246185197,0.39445045740613394,0.6055495425938661
subj02,ventral,5,20,10.375035356189409,5.499189328347372,0.4699594613847042,0.5300405386152958
subj02,ventral,5,21,12.266761787433474,6.50159900156589,0.4699824522372017,0.5300175477627983
