subject,roi,fold,di,dj,SIM
subj05,ventral,4,3,6,0.38596354965926727
subj05,ventral,4,4,5,0.10333935640864655
subj05,ventral,4,4,6,0.16179325081905127
subj05,ventral,4,5,6,0.22372342309634963
subj05,ventral,5,0,1,0.1778666180252449
subj05,ventral,5,0,2,0.09203953806029133
subj05,ventral,5,0,3,0.24984738931158387
subj05,ventral,5,0,4,0.13226307273540233
subj05,ventral,5,0,5,0.15019966083810848
subj05,ventral,5,0,6,0.25330954966508595
subj05,ventral,5,1,2,0.12425554349484473
subj05,ventral,5,1,3,0.2741191039014326
subj05,ventral,5,1,4,0.12789440908935992
subj05,ventral,5,1,5,0.1622241636559315
subj05,ventral,5,1,6,0.31176562273089553
subj05,ventral,5,2,3,0.12901683212132536
subj05,ventral,5,2,4,0.08782342863423112
subj05,ventral,5,2,5,0.08891866311313223
subj05,ventral,5,2,6,0.1401849112727465
subj05,ventral,5,3,4,0.1954054288909506
subj05,ventral,5,3,5,0.2339927938243175
subj05,ventral,5,3,6,0.35013988482387776
subj05,ventral,5,4,5,0.1541885040918563
subj05,ventral,5,4,6,0.19697393562059531
subj05,ventral,5,5,6,0.22954118485140942
subj06,ventral,0,0,1,0.10776862084259581
subj06,ventral,0,0,2,0.18822242619413831
subj06,ventral,0,0,3,0.22742907760192882
subj06,ventral,0,0,4,0.18796772437842635
subj06,ventral,0,0,5,0.035398239923201014
subj06,ventral,0,0,6,0.19474523788618928
subj06,ventral,0,1,2,0.18124520381548093
subj06,ventral,0,1,3,0.2004931020283356
subj06,ventral,0,1,4,0.2691375779221208
subj06,ventral,0,1,5,0.021640009127179814
subj06,ventral,0,1,6,0.2564015145274486
subj06,ventral,0,2,3,0.29665415251984834
subj06,ventral,0,2,4,0.24314828863360038
subj06,ventral,0,2,5,0.060755077185041875
subj06,ventral,0,2,6,0.2598943793905934
subj06,ventral,0,3,4,0.28529181834491746
subj06,ventral,0,3,5,0.08864618678819933
subj06,ventral,0,3,6,0.30041438790873964
subj06,ventral,0,4,5,0.05704818901304682
subj06,ventral,0,4,6,0.30594443451247144
subj06,ventral,0,5,6,0.058411683632472795
subj06,ventral,1,0,1,0.05771568279850686
subj06,ventral,1,0,2,0.08554526302896011
subj06,ventral,1,0,3,0.1610562535702476
subj06,ventral,1,0,4,0.1469692262612216
subj06,ventral,1,0,5,0.10644437879765496
subj06,ventral,1,0,6,0.14630466879992698
subj06,ventral,1,1,2,0.12205003032673781
subj06,ventral,1,1,3,0.20235672313433295
subj06,ventral,1,1,4,0.3008828367247572
subj06,ventral,1,1,5,0.1534422668939007
subj06,ventral,1,1,6,0.27470616874375753
subj06,ventral,1,2,3,0.1780777626722054
subj06,ventral,1,2,4,0.16324766787800898
subj06,ventral,1,2,5,0.13637149997339765
subj06,ventral,1,2,6,0.19295597558044295
subj06,ventral,1,3,4,0.3200395907985915
subj06,ventral,1,3,5,0.272351144871758
subj06,ventral,1,3,6,0.36265382731529916
subj06,ventral,1,4,5,0.2250316192098013
subj06,ventral,1,4,6,0.40625298903672524
subj06,ventral,1,5,6,0.2579772045056121
subj06,ventral,2,0,1,0.04157338974782129
subj06,ventral,2,0,2,0.10141951214190704
subj06,ventral,2,0,3,0.11940511436809906
subj06,ventral,2,0,4,0.03379360325368953
subj06,ventral,2,0,5,0.053597995673534835
subj06,ventral,2,0,6,0.10685078957756043
subj06,ventral,2,1,2,0.173090677878263
subj06,ventral,2,1,3,0.26701496041719924
subj06,ventral,2,1,4,0.267344983591081
subj06,ventral,2,1,5,0.14492224216053223
subj06,ventral,2,1,6,0.2976920422707363
subj06,ventral,2,2,3,0.30224297241754394
subj06,ventral,2,2,4,0.09379591920002794
subj06,ventral,2,2,5,0.17771910905688726
subj06,ventral,2,2,6,0.29975687135425033
subj06,ventral,2,3,4,0.19543625093946715
subj06,ventral,2,3,5,0.2096051637190559
subj06,ventral,2,3,6,0.3707415683810593
subj06,ventral,2,4,5,0.09036526745975085
subj06,ventral,2,4,6,0.21888284954524442
subj06,ventral,2,5,6,0.19856975754245842
subj06,ventral,3,0,1,0.024027430765349272
subj06,ventral,3,0,2,0.027497306679516803
subj06,ventral,3,0,3,0.054572068440105516
subj06,ventral,3,0,4,0.04535751590973303
subj06,ventral,3,0,5,0.024413772954958127
subj06,ventral,3,0,6,0.04225183435875756
subj06,ventral,3,1,2,0.15658392411865885
subj06,ventral,3,1,3,0.2873329379126275
subj06,ventral,3,1,4,0.33205548256257345
subj06,ventral,3,1,5,0.10022210827497886
subj06,ventral,3,1,6,0.29910924523225785
subj06,ventral,3,2,3,0.1785220309687194
subj06,ventral,3,2,4,0.16866451623465
subj06,ventral,3,2,5,0.08147290345976319
subj06,ventral,3,2,6,0.18435191480494714
subj06,ventral,3,3,4,0.3237986125643147
subj06,ventral,3,3,5,0.1505606562042851
subj06,ventral,3,3,6,0.390998777305728
subj06,ventral,3,4,5,0.1073773059802326
subj06,ventral,3,4,6,0.31197107337700614
subj06,ventral,3,5,6,0.1476577983057571
subj06,ventral,4,0,1,0.09148932483606596
subj06,ventral,4,0,2,0.14388753918204844
subj06,ventral,4,0,3,0.2100343945731527
subj06,ventral,4,0,4,0.1504815950515601
subj06,ventral,4,0,5,0.11753070470872394
subj06,ventral,4,0,6,0.2203543234680192
subj06,ventral,4,1,2,0.14095206931245102
subj06,ventral,4,1,3,0.16287240335591202
subj06,ventral,4,1,4,0.2749063478129532
subj06,ventral,4,1,5,0.11845818019589974
subj06,ventral,4,1,6,0.2449894242164921
subj06,ventral,4,2,3,0.22706199427107981
subj06,ventral,4,2,4,0.15543040920644044
subj06,ventral,4,2,5,0.15080082963519398
subj06,ventral,4,2,6,0.2471475274878132
subj06,ventral,4,3,4,0.18784364802252532
subj06,ventral,4,3,5,0.21932982910838886
subj06,ventral,4,3,6,0.38596354965926727
subj06,ventral,4,4,5,0.1215153370417069
subj06,ventral,4,4,6,0.2779683077665246
subj06,ventral,4,5,6,0.22372342309634963
subj06,ventral,5,0,1,0.1778666180252449
subj06,ventral,5,0,2,0.09203953806029133
subj06,ventral,5,0,3,0.24984738931158387
subj06,ventral,5,0,4,0.23438704482528444
subj06,ventral,5,0,5,0.15019966083810848
subj06,ventral,5,0,6,0.25330954966508595
subj06,ventral,5,1,2,0.12425554349484473
subj06,ventral,5,1,3,0.2741191039014326
subj06,ventral,5,1,4,0.35955499978510097
subj06,ventral,5,1,5,0.1622241636559315
subj06,ventral,5,1,6,0.31176562273089553
subj06,ventral,5,2,3,0.12901683212132536
subj06,ventral,5,2,4,0.1329863315208675
subj06,ventral,5,2,5,0.08891866311313223
subj06,ventral,5,2,6,0.1401849112727465
subj06,ventral,5,3,4,0.34668597028952386
subj06,ventral,5,3,5,0.2339927938243175
subj06,ventral,5,3,6,0.35013988482387776
subj06,ventral,5,4,5,0.19814786307393992
subj06,ventral,5,4,6,0.3546635759447707
subj06,ventral,5,5,6,0.22954118485140942
subj07,ventral,0,0,1,0.10776862084259581
subj07,ventral,0,0,2,0.18822242619413831
subj07,ventral,0,0,3,0.22742907760192882
subj07,ventral,0,0,4,0.18796772437842635
subj07,ventral,0,0,5,0.1788575618249873
subj07,ventral,0,0,6,0.19474523788618928
subj07,ventral,0,1,2,0.18124520381548093
subj07,ventral,0,1,3,0.2004931020283356
subj07,ventral,0,1,4,0.2691375779221208
subj07,ventral,0,1,5,0.16724173506001716
subj07,ventral,0,1,6,0.2564015145274486
subj07,ventral,0,2,3,0.29665415251984834
subj07,ventral,0,2,4,0.24314828863360038
subj07,ventral,0,2,5,0.24410008655097276
subj07,ventral,0,2,6,0.2598943793905934
subj07,ventral,0,3,4,0.28529181834491746
subj07,ventral,0,3,5,0.284311835588403
subj07,ventral,0,3,6,0.30041438790873964
subj07,ventral,0,4,5,0.2250124443449839
subj07,ventral,0,4,6,0.30594443451247144
subj07,ventral,0,5,6,0.26571770241819126
subj07,ventral,1,0,1,0.05771568279850686
subj07,ventral,1,0,2,0.08554526302896011
subj07,ventral,1,0,3,0.1610562535702476
subj07,ventral,1,0,4,0.1469692262612216
subj07,ventral,1,0,5,0.09478249755202586
subj07,ventral,1,0,6,0.14630466879992698
subj07,ventral,1,1,2,0.12205003032673781
subj07,ventral,1,1,3,0.20235672313433295
subj07,ventral,1,1,4,0.3008828367247572
subj07,ventral,1,1,5,0.22891094065605233
subj07,ventral,1,1,6,0.27470616874375753
subj07,ventral,1,2,3,0.1780777626722054
subj07,ventral,1,2,4,0.16324766787800898
subj07,ventral,1,2,5,0.15375930059448734
subj07,ventral,1,2,6,0.19295597558044295
subj07,ventral,1,3,4,0.3200395907985915
subj07,ventral,1,3,5,0.2735851828019886
subj07,ventral,1,3,6,0.36265382731529916
subj07,ventral,1,4,5,0.28432786337487564
subj07,ventral,1,4,6,0.40625298903672524
subj07,ventral,1,5,6,0.309758074407791
subj07,ventral,2,0,1,0.04157338974782129
subj07,ventral,2,0,2,0.10141951214190704
subj07,ventral,2,0,3,0.11940511436809906
subj07,ventral,2,0,4,0.03379360325368953
subj07,ventral,2,0,5,0.035531036708894084
subj07,ventral,2,0,6,0.10685078957756043
subj07,ventral,2,1,2,0.173090677878263
subj07,ventral,2,1,3,0.26701496041719924
subj07,ventral,2,1,4,0.267344983591081
subj07,ventral,2,1,5,0.050992349813690226
subj07,ventral,2,1,6,0.2976920422707363
subj07,ventral,2,2,3,0.30224297241754394
subj07,ventral,2,2,4,0.09379591920002794
subj07,ventral,2,2,5,0.10946217319423673
subj07,ventral,2,2,6,0.29975687135425033
subj07,ventral,2,3,4,0.19543625093946715
subj07,ventral,2,3,5,0.08689119248585744
subj07,ventral,2,3,6,0.3707415683810593
subj07,ventral,2,4,5,0.04412242793901468
subj07,ventral,2,4,6,0.21888284954524442
subj07,ventral,2,5,6,0.0835589604753633
subj07,ventral,3,0,1,0.024027430765349272
subj07,ventral,3,0,2,0.027497306679516803
subj07,ventral,3,0,3,0.054572068440105516
subj07,ventral,3,0,4,0.04535751590973303
subj07,ventral,3,0,5,0.02557548095241725
subj07,ventral,3,0,6,0.04225183435875756
subj07,ventral,3,1,2,0.15658392411865885
subj07,ventral,3,1,3,0.2873329379126275
subj07,ventral,3,1,4,0.33205548256257345
subj07,ventral,3,1,5,0.1681314201441744
subj07,ventral,3,1,6,0.29910924523225785
subj07,ventral,3,2,3,0.1785220309687194
subj07,ventral,3,2,4,0.16866451623465
subj07,ventral,3,2,5,0.13698153399956586
subj07,ventral,3,2,6,0.18435191480494714
subj07,ventral,3,3,4,0.3237986125643147
subj07,ventral,3,3,5,0.26063676580906414
subj07,ventral,3,3,6,0.390998777305728
subj07,ventral,3,4,5,0.1699517659180168
subj07,ventral,3,4,6,0.31197107337700614
subj07,ventral,3,5,6,0.26991376230687525
subj07,ventral,4,0,1,0.09148932483606596
subj07,ventral,4,0,2,0.14388753918204844
subj07,ventral,4,0,3,0.2100343945731527
subj07,ventral,4,0,4,0.1504815950515601
subj07,ventral,4,0,5,0.08072534031672596
subj07,ventral,4,0,6,0.2203543234680192
subj07,ventral,4,1,2,0.14095206931245102
subj07,ventral,4,1,3,0.16287240335591202
subj07,ventral,4,1,4,0.2749063478129532
subj07,ventral,4,1,5,0.10984937500634218
subj07,ventral,4,1,6,0.2449894242164921
subj07,ventral,4,2,3,0.22706199427107981
subj07,ventral,4,2,4,0.15543040920644044
subj07,ventral,4,2,5,0.10496145080748116
subj07,ventral,4,2,6,0.2471475274878132
subj07,ventral,4,3,4,0.18784364802252532
subj07,ventral,4,3,5,0.13840472077238108
subj07,ventral,4,3,6,0.38596354965926727
subj07,ventral,4,4,5,0.11084749261544158
subj07,ventral,4,4,6,0.2779683077665246
subj07,ventral,4,5,6,0.16179325081905127
subj07,ventral,5,0,1,0.1778666180252449
subj07,ventral,5,0,2,0.09203953806029133
subj07,ventral,5,0,3,0.24984738931158387
subj07,ventral,5,0,4,0.23438704482528444
subj07,ventral,5,0,5,0.13226307273540233
subj07,ventral,5,0,6,0.25330954966508595
subj07,ventral,5,1,2,0.12425554349484473
subj07,ventral,5,1,3,0.2741191039014326
subj07,ventral,5,1,4,0.35955499978510097
subj07,ventral,5,1,5,0.12789440908935992
subj07,ventral,5,1,6,0.31176562273089553
subj07,ventral,5,2,3,0.12901683212132536
subj07,ventral,5,2,4,0.1329863315208675
subj07,ventral,5,2,5,0.08782342863423112
subj07,ventral,5,2,6,0.1401849112727465
subj07,ventral,5,3,4,0.34668597028952386
subj07,ventral,5,3,5,0.1954054288909506
subj07,ventral,5,3,6,0.35013988482387776
subj07,ventral,5,4,5,0.16655049445318465
subj07,ventral,5,4,6,0.3546635759447707
subj07,ventral,5,5,6,0.19697393562059531
subj08,ventral,0,0,1,0.10776862084259581
subj08,ventral,0,0,2,0.18822242619413831
subj08,ventral,0,0,3,0.22742907760192882
subj08,ventral,0,0,4,0.18796772437842635
subj08,ventral,0,0,5,0.1788575618249873
subj08,ventral,0,0,6,0.035398239923201014
subj08,ventral,0,1,2,0.18124520381548093
subj08,ventral,0,1,3,0.2004931020283356
subj08,ventral,0,1,4,0.2691375779221208
subj08,ventral,0,1,5,0.16724173506001716
subj08,ventral,0,1,6,0.021640009127179814
subj08,ventral,0,2,3,0.29665415251984834
subj08,ventral,0,2,4,0.24314828863360038
subj08,ventral,0,2,5,0.24410008655097276
subj08,ventral,0,2,6,0.060755077185041875
subj08,ventral,0,3,4,0.28529181834491746
subj08,ventral,0,3,5,0.284311835588403
subj08,ventral,0,3,6,0.08864618678819933
subj08,ventral,0,4,5,0.2250124443449839
subj08,ventral,0,4,6,0.05704818901304682
subj08,ventral,0,5,6,0.07809127250995637
subj08,ventral,1,0,1,0.05771568279850686
subj08,ventral,1,0,2,0.08554526302896011
subj08,ventral,1,0,3,0.1610562535702476
subj08,ventral,1,0,4,0.1469692262612216
subj08,ventral,1,0,5,0.09478249755202586
subj08,ventral,1,0,6,0.10644437879765496
subj08,ventral,1,1,2,0.12205003032673781
subj08,ventral,1,1,3,0.20235672313433295
subj08,ventral,1,1,4,0.3008828367247572
subj08,ventral,1,1,5,0.22891094065605233
subj08,ventral,1,1,6,0.1534422668939007
subj08,ventral,1,2,3,0.1780777626722054
subj08,ventral,1,2,4,0.16324766787800898
subj08,ventral,1,2,5,0.15375930059448734
subj08,ventral,1,2,6,0.13637149997339765
subj08,ventral,1,3,4,0.3200395907985915
subj08,ventral,1,3,5,0.2735851828019886
subj08,ventral,1,3,6,0.272351144871758
subj08,ventral,1,4,5,0.28432786337487564
subj08,ventral,1,4,6,0.2250316192098013
subj08,ventral,1,5,6,0.23790021636935216
subj08,ventral,2,0,1,0.04157338974782129
subj08,ventral,2,0,2,0.10141951214190704
subj08,ventral,2,0,3,0.11940511436809906
subj08,ventral,2,0,4,0.03379360325368953
subj08,ventral,2,0,5,0.035531036708894084
subj08,ventral,2,0,6,0.053597995673534835
subj08,ventral,2,1,2,0.173090677878263
subj08,ventral,2,1,3,0.26701496041719924
subj08,ventral,2,1,4,0.267344983591081
subj08,ventral,2,1,5,0.050992349813690226
subj08,ventral,2,1,6,0.14492224216053223
subj08,ventral,2,2,3,0.30224297241754394
subj08,ventral,2,2,4,0.09379591920002794
subj08,ventral,2,2,5,0.10946217319423673
subj08,ventral,2,2,6,0.17771910905688726
subj08,ventral,2,3,4,0.19543625093946715
subj08,ventral,2,3,5,0.08689119248585744
subj08,ventral,2,3,6,0.2096051637190559
subj08,ventral,2,4,5,0.04412242793901468
subj08,ventral,2,4,6,0.09036526745975085
subj08,ventral,2,5,6,0.07397926977003144
subj08,ventral,3,0,1,0.024027430765349272
subj08,ventral,3,0,2,0.027497306679516803
subj08,ventral,3,0,3,0.054572068440105516
subj08,ventral,3,0,4,0.04535751590973303
subj08,ventral,3,0,5,0.02557548095241725
subj08,ventral,3,0,6,0.024413772954958127
subj08,ventral,3,1,2,0.15658392411865885
subj08,ventral,3,1,3,0.2873329379126275
subj08,ventral,3,1,4,0.33205548256257345
subj08,ventral,3,1,5,0.1681314201441744
subj08,ventral,3,1,6,0.10022210827497886
subj08,ventral,3,2,3,0.1785220309687194
subj08,ventral,3,2,4,0.16866451623465
subj08,ventral,3,2,5,0.13698153399956586
subj08,ventral,3,2,6,0.08147290345976319
subj08,ventral,3,3,4,0.3237986125643147
subj08,ventral,3,3,5,0.26063676580906414
subj08,ventral,3,3,6,0.1505606562042851
subj08,ventral,3,4,5,0.1699517659180168
subj08,ventral,3,4,6,0.1073773059802326
subj08,ventral,3,5,6,0.12434234530963578
subj08,ventral,4,0,1,0.09148932483606596
subj08,ventral,4,0,2,0.14388753918204844
subj08,ventral,4,0,3,0.2100343945731527
subj08,ventral,4,0,4,0.1504815950515601
subj08,ventral,4,0,5,0.08072534031672596
subj08,ventral,4,0,6,0.11753070470872394
subj08,ventral,4,1,2,0.14095206931245102
subj08,ventral,4,1,3,0.16287240335591202
subj08,ventral,4,1,4,0.2749063478129532
subj08,ventral,4,1,5,0.10984937500634218
subj08,ventral,4,1,6,0.11845818019589974
subj08,ventral,4,2,3,0.22706199427107981
subj08,ventral,4,2,4,0.15543040920644044
subj08,ventral,4,2,5,0.10496145080748116
subj08,ventral,4,2,6,0.15080082963519398
subj08,ventral,4,3,4,0.18784364802252532
subj08,ventral,4,3,5,0.13840472077238108
subj08,ventral,4,3,6,0.21932982910838886
subj08,ventral,4,4,5,0.11084749261544158
subj08,ventral,4,4,6,0.1215153370417069
subj08,ventral,4,5,6,0.10333935640864655
subj08,ventral,5,0,1,0.1778666180252449
subj08,ventral,5,0,2,0.09203953806029133
subj08,ventral,5,0,3,0.24984738931158387
subj08,ventral,5,0,4,0.23438704482528444
subj08,ventral,5,0,5,0.13226307273540233
subj08,ventral,5,0,6,0.15019966083810848
subj08,ventral,5,1,2,0.12425554349484473
subj08,ventral,5,1,3,0.2741191039014326
subj08,ventral,5,1,4,0.35955499978510097
subj08,ventral,5,1,5,0.12789440908935992
subj08,ventral,5,1,6,0.1622241636559315
subj08,ventral,5,2,3,0.12901683212132536
subj08,ventral,5,2,4,0.1329863315208675
subj08,ventral,5,2,5,0.08782342863423112
subj08,ventral,5,2,6,0.08891866311313223
subj08,ventral,5,3,4,0.34668597028952386
subj08,ventral,5,3,5,0.1954054288909506
subj08,ventral,5,3,6,0.2339927938243175
subj08,ventral,5,4,5,0.16655049445318465
subj08,ventral,5,4,6,0.19814786307393992
subj08,ventral,5,5,6,0.1541885040918563
subj01,lateral,0,0,1,0.17508737631261706
subj01,lateral,0,0,2,0.049749976177324386
subj01,lateral,0,0,3,0.25306810310852274
subj01,lateral,0,0,4,0.24330248114536832
subj01,lateral,0,0,5,0.002822588802942069
subj01,lateral,0,0,6,0.3020455156969206
subj01,lateral,0,1,2,0.08770241592190733
subj01,lateral,0,1,3,0.19038012391270287
subj01,lateral,0,1,4,0.15555054757088788
subj01,lateral,0,1,5,0.011172007311079578
subj01,lateral,0,1,6,0.1944253773791667
subj01,lateral,0,2,3,0.052898805388526315
subj01,lateral,0,2,4,0.04520010637130496
subj01,lateral,0,2,5,0.015499175951500393
subj01,lateral,0,2,6,0.06591695434982178
subj01,lateral,0,3,4,0.2036345673829471
subj01,lateral,0,3,5,0.016558395451734077
subj01,lateral,0,3,6,0.20847685049488213
subj01,lateral,0,4,5,0.008530616208097202
subj01,lateral,0,4,6,0.2090227025127741
subj01,lateral,0,5,6,0.004247786131893113
subj01,lateral,1,0,1,0.19568035265835826
subj01,lateral,1,0,2,0.13882799880486973
subj01,lateral,1,0,3,0.3229116999486166
subj01,lateral,1,0,4,0.2474072906472296
subj01,lateral,1,0,5,0.10960473487996628
subj01,lateral,1,0,6,0.2921405883078918
subj01,lateral,1,1,2,0.09064450082300912
subj01,lateral,1,1,3,0.1970774378066438
subj01,lateral,1,1,4,0.1460020968572489
subj01,lateral,1,1,5,0.16049484250668528
subj01,lateral,1,1,6,0.18195941780155828
subj01,lateral,1,2,3,0.11426721973355261
subj01,lateral,1,2,4,0.0900995358788057
subj01,lateral,1,2,5,0.03835994972380955
subj01,lateral,1,2,6,0.12280477411236179
subj01,lateral,1,3,4,0.224744738925869
subj01,lateral,1,3,5,0.1111728112699982
subj01,lateral,1,3,6,0.24605831722999988
subj01,lateral,1,4,5,0.0843799041851789
subj01,lateral,1,4,6,0.1891788375303896
subj01,lateral,1,5,6,0.08610800750252884
subj01,lateral,2,0,1,0.18493639380450752
subj01,lateral,2,0,2,0.23371411500254263
subj01,lateral,2,0,3,0.21726431716015995
subj01,lateral,2,0,4,0.23815228988196666
subj01,lateral,2,0,5,0.06087992197306445
subj01,lateral,2,0,6,0.29893500200499545
subj01,lateral,2,1,2,0.15714457721233854
subj01,lateral,2,1,3,0.16867046261249294
subj01,lateral,2,1,4,0.1254206205497413
subj01,lateral,2,1,5,0.06550053594504102
subj01,lateral,2,1,6,0.1913440820400418
subj01,lateral,2,2,3,0.14818594939772242
subj01,lateral,2,2,4,0.15817820453484654
subj01,lateral,2,2,5,0.041194979615564384
subj01,lateral,2,2,6,0.21056653559104588
subj01,lateral,2,3,4,0.1534975551858919
subj01,lateral,2,3,5,0.04408117538065005
subj01,lateral,2,3,6,0.19123903742868473
subj01,lateral,2,4,5,0.038988795025660314
subj01,lateral,2,4,6,0.18767453091113018
subj01,lateral,2,5,6,0.06515746381902221
subj01,lateral,3,0,1,0.18737100738166557
subj01,lateral,3,0,2,0.17480961836792608
subj01,lateral,3,0,3,0.23514840930375586
subj01,lateral,3,0,4,0.26117889249773274
subj01,lateral,3,0,5,0.2046067035201657
subj01,lateral,3,0,6,0.30356505389966676
subj01,lateral,3,1,2,0.1221648599279783
subj01,lateral,3,1,3,0.1479399500679328
subj01,lateral,3,1,4,0.11923354166285749
subj01,lateral,3,1,5,0.15090114627319864
subj01,lateral,3,1,6,0.1669428285960748
subj01,lateral,3,2,3,0.12352951689637087
subj01,lateral,3,2,4,0.12025023091255958
subj01,lateral,3,2,5,0.10473005814284328
subj01,lateral,3,2,6,0.16002932450007587
subj01,lateral,3,3,4,0.16100026124207234
subj01,lateral,3,3,5,0.1436345746231782
subj01,lateral,3,3,6,0.1846680186824608
subj01,lateral,3,4,5,0.14069963556197598
subj01,lateral,3,4,6,0.1983625737029292
subj01,lateral,3,5,6,0.17895104866069833
subj01,lateral,4,0,1,0.18365221361679085
subj01,lateral,4,0,2,0.20589176389609587
subj01,lateral,4,0,3,0.09150357883707558
subj01,lateral,4,0,4,0.2305262329590799
subj01,lateral,4,0,5,0.046999615124748484
subj01,lateral,4,0,6,0.28029652789323956
subj01,lateral,4,1,2,0.15775351410905247
subj01,lateral,4,1,3,0.0775650884301371
subj01,lateral,4,1,4,0.1393975331483127
subj01,lateral,4,1,5,0.010023944334233773
subj01,lateral,4,1,6,0.19607487496360232
subj01,lateral,4,2,3,0.05686186816862612
subj01,lateral,4,2,4,0.13738826077487287
subj01,lateral,4,2,5,0.026496465411394342
subj01,lateral,4,2,6,0.1865687158595879
subj01,lateral,4,3,4,0.058417325881237575
subj01,lateral,4,3,5,0.01814504787418743
subj01,lateral,4,3,6,0.07361722836963737
subj01,lateral,4,4,5,0.0378956342300886
subj01,lateral,4,4,6,0.18259795058865386
subj01,lateral,4,5,6,0.035657570810777625
subj01,lateral,5,0,1,0.12129146143385745
subj01,lateral,5,0,2,0.019038108290551234
subj01,lateral,5,0,3,0.1337267977020259
subj01,lateral,5,0,4,0.2375048640590267
subj01,lateral,5,0,5,0.2611051320591974
subj01,lateral,5,0,6,0.29260395195139416
subj01,lateral,5,1,2,0.0066828727368428015
subj01,lateral,5,1,3,0.10048898084645241
subj01,lateral,5,1,4,0.09707239452787003
subj01,lateral,5,1,5,0.16276219990761803
subj01,lateral,5,1,6,0.14401285644224776
subj01,lateral,5,2,3,0.01701463182136606
subj01,lateral,5,2,4,0.019142292541614894
subj01,lateral,5,2,5,0.023527859151342423
subj01,lateral,5,2,6,0.006101574861740863
subj01,lateral,5,3,4,0.0990964485007321
subj01,lateral,5,3,5,0.10693553796407282
subj01,lateral,5,3,6,0.1274845685181513
subj01,lateral,5,4,5,0.20078507212870791
subj01,lateral,5,4,6,0.20004173903935019
subj01,lateral,5,5,6,0.24757431968254032
subj02,lateral,0,0,1,0.18250435385940422
subj02,lateral,0,0,2,0.05642810603195882
subj02,lateral,0,0,3,0.24161788323201003
subj02,lateral,0,0,4,0.23617112041635527
subj02,lateral,0,0,5,0.015865041832578374
subj02,lateral,0,0,6,0.2597179772686118
subj02,lateral,0,1,2,0.08770241592190733
subj02,lateral,0,1,3,0.19038012391270287
subj02,lateral,0,1,4,0.15555054757088788
subj02,lateral,0,1,5,0.011172007311079578
subj02,lateral,0,1,6,0.1944253773791667
subj02,lateral,0,2,3,0.052898805388526315
subj02,lateral,0,2,4,0.04520010637130496
subj02,lateral,0,2,5,0.015499175951500393
subj02,lateral,0,2,6,0.06591695434982178
subj02,lateral,0,3,4,0.2036345673829471
subj02,lateral,0,3,5,0.016558395451734077
subj02,lateral,0,3,6,0.20847685049488213
subj02,lateral,0,4,5,0.008530616208097202
subj02,lateral,0,4,6,0.2090227025127741
subj02,lateral,0,5,6,0.004247786131893113
subj02,lateral,1,0,1,0.1937522322598983
subj02,lateral,1,0,2,0.15258392054996797
subj02,lateral,1,0,3,0.3328816009189185
subj02,lateral,1,0,4,0.259151733686666
subj02,lateral,1,0,5,0.09093289396390083
subj02,lateral,1,0,6,0.26438413588088705
subj02,lateral,1,1,2,0.09064450082300912
subj02,lateral,1,1,3,0.1970774378066438
subj02,lateral,1,1,4,0.1460020968572489
subj02,lateral,1,1,5,0.16049484250668528
subj02,lateral,1,1,6,0.18195941780155828
subj02,lateral,1,2,3,0.11426721973355261
subj02,lateral,1,2,4,0.0900995358788057
subj02,lateral,1,2,5,0.03835994972380955
subj02,lateral,1,2,6,0.12280477411236179
subj02,lateral,1,3,4,0.224744738925869
subj02,lateral,1,3,5,0.1111728112699982
subj02,lateral,1,3,6,0.24605831722999988
subj02,lateral,1,4,5,0.0843799041851789
subj02,lateral,1,4,6,0.1891788375303896
subj02,lateral,1,5,6,0.08610800750252884
subj02,lateral,2,0,1,0.19276312267952272
subj02,lateral,2,0,2,0.2550799355608801
subj02,lateral,2,0,3,0.23624641441511
subj02,lateral,2,0,4,0.24091436299820224
subj02,lateral,2,0,5,0.05055979635304356
subj02,lateral,2,0,6,0.27831305758259794
subj02,lateral,2,1,2,0.15714457721233854
subj02,lateral,2,1,3,0.16867046261249294
subj02,lateral,2,1,4,0.1254206205497413
subj02,lateral,2,1,5,0.06550053594504102
subj02,lateral,2,1,6,0.1913440820400418
subj02,lateral,2,2,3,0.14818594939772242
subj02,lateral,2,2,4,0.15817820453484654
subj02,lateral,2,2,5,0.041194979615564384
subj02,lateral,2,2,6,0.21056653559104588
subj02,lateral,2,3,4,0.1534975551858919
subj02,lateral,2,3,5,0.04408117538065005
subj02,lateral,2,3,6,0.19123903742868473
subj02,lateral,2,4,5,0.038988795025660314
subj02,lateral,2,4,6,0.18767453091113018
subj02,lateral,2,5,6,0.06515746381902221
subj02,lateral,3,0,1,0.18399565270799417
subj02,lateral,3,0,2,0.18581950798472283
subj02,lateral,3,0,3,0.23567558041475578
subj02,lateral,3,0,4,0.26131783227963595
subj02,lateral,3,0,5,0.18713294529132551
subj02,lateral,3,0,6,0.27723497527343854
subj02,lateral,3,1,2,0.1221648599279783
subj02,lateral,3,1,3,0.1479399500679328
subj02,lateral,3,1,4,0.11923354166285749
subj02,lateral,3,1,5,0.15090114627319864
subj02,lateral,3,1,6,0.1669428285960748
subj02,lateral,3,2,3,0.12352951689637087
subj02,lateral,3,2,4,0.12025023091255958
subj02,lateral,3,2,5,0.10473005814284328
subj02,lateral,3,2,6,0.16002932450007587
subj02,lateral,3,3,4,0.16100026124207234
